country,year,gdpcap,lifexp,pop,continent
Brazil,1964,7.34962673401222,58.3118,81751802,Americas
Chile,1964,7.594042490667531,60.31888000000001,8423614,Americas
Colombia,1964,7.15874523596126,63.24536,18581972,Americas
Costa Rica,1964,7.51188912433432,67.16904,1537035,Americas
Dominican Republic,1964,6.947393114743071,61.2638,3757962,Americas
Ecuador,1964,6.7648737276028506,59.54792,5099470,Americas
El Salvador,1964,7.43122586022786,56.94676,3106186,Americas
Guatemala,1964,6.97072186214733,47.49592,4600846,Americas
Honduras,1964,6.65295572789541,53.7522,2282764,Americas
Mexico,1964,7.96518283234751,60.511280000000006,43264267,Americas
Nicaragua,1964,7.33981067827433,52.737719999999996,2002119,Americas
Panama,1964,7.635582704873809,65.70215999999999,1276274,Americas
Paraguay,1964,6.54824691698873,67.47144,2114095,Americas
Peru,1964,7.5430218516298195,48.6216,11281015,Americas
Trinidad and Tobago,1964,8.35193194944972,64.96672,903272,Americas
Uruguay,1964,8.3244365925364,68.26404000000001,2665387,Americas
Venezuela,1964,8.711137784262169,63.981880000000004,9476255,Americas
Argentina,1965,8.675155721986199,65.1669,22283389,Americas
Bolivia,1965,6.92302520989778,48.4005,4070590,Americas
Brazil,1965,7.35125357811051,58.7665,84130061,Americas
Chile,1965,7.574985414615299,60.8564,8612074,Americas
Colombia,1965,7.15912477730222,63.7713,19144220,Americas
Costa Rica,1965,7.5734806669130705,67.7692,1589625,Americas
Dominican Republic,1965,6.782618669076131,62.0915,3878952,Americas
Ecuador,1965,6.76624806053833,60.0811,5250120,Americas
El Salvador,1965,7.45262929034289,57.5608,3197865,Americas
Guatemala,1965,6.98640198469821,48.1081,4728203,Americas
Honduras,1965,6.7092765684092495,54.483000000000004,2352637,Americas
Mexico,1965,7.998853181233879,60.9219,44623041,Americas
Nicaragua,1965,7.3961061068032805,53.4711,2062633,Americas
Panama,1965,7.6936461496365,66.2168,1314627,Americas
Paraguay,1965,6.5738113674317,67.6707,2170853,Americas
Peru,1965,7.56258771247756,49.0825,11607684,Americas
Trinidad and Tobago,1965,8.3470298399891,65.1781,912419,Americas
Uruguay,1965,8.32396578771141,68.3267,2694535,Americas
Venezuela,1965,8.717411709570731,64.5899,9824694,Americas
Argentina,1966,8.65404864377764,65.28192,22608747,Americas
Bolivia,1966,6.96309383933724,48.8002,4152665,Americas
Brazil,1966,7.364496505697019,59.2062,86494987,Americas
Chile,1966,7.64822638216169,61.41591999999999,8802926,Americas
Colombia,1966,7.1818603169618,64.27524,19721464,Americas
Costa Rica,1966,7.618601832430941,68.35336,1642189,Americas
Dominican Republic,1966,6.87814230365126,62.9052,4001377,Americas
Ecuador,1966,6.735474813278951,60.57428,5405692,Americas
El Salvador,1966,7.49198272236339,58.12484,3290397,Americas
Guatemala,1966,7.01315876861657,48.75028,4858880,Americas
Honduras,1966,6.73323530855837,55.1948,2420234,Americas
Mexico,1966,8.02880327762722,61.314519999999995,46010959,Americas
Nicaragua,1966,7.39854548511038,54.212480000000006,2125233,Americas
Panama,1966,7.736714002397161,66.72444,1353805,Americas
Paraguay,1966,6.5585734583441795,67.85996,2229373,Americas
Peru,1966,7.61489691722613,49.5804,11941327,Americas
Trinidad and Tobago,1966,8.37189804482202,65.31148,919902,Americas
Uruguay,1966,8.34367470873695,68.35536,2722874,Americas
Venezuela,1966,8.69898076616715,65.18491999999999,10175143,Americas
Argentina,1967,8.671295693797271,65.43094,22932201,Americas
Bolivia,1967,7.006874135650739,49.1919,4237126,Americas
Brazil,1967,7.3859359616892695,59.6349,88853679,Americas
Chile,1967,7.662963238297159,61.99044,8995410,Americas
Colombia,1967,7.19407099739724,64.75618,20311369,Americas
Costa Rica,1967,7.64425433632982,68.92452,1694711,Americas
Dominican Republic,1967,6.88075535025646,63.7059,4125107,Americas
Ecuador,1967,6.77320047713872,61.04846,5566057,Americas
El Salvador,1967,7.5161040582962,58.639880000000005,3383674,Americas
Guatemala,1967,7.02666373356145,49.42846,4993104,Americas
Honduras,1967,6.764300687934071,55.8946,2486288,Americas
Mexico,1967,8.05708215575295,61.70514,47429553,Americas
Nicaragua,1967,7.43582024882063,54.961859999999994,2189880,Americas
Panama,1967,7.7894909517601105,67.23108,1393800,Americas
Paraguay,1967,6.61345381474962,68.05122,2289579,Americas
Peru,1967,7.6239354010058,50.1373,12282081,Americas
Trinidad and Tobago,1967,8.37506823913096,65.40386,925918,Americas
Uruguay,1967,8.296475499075429,68.36402,2750093,Americas
Venezuela,1967,8.69435194735963,65.76694,10528054,Americas
Argentina,1968,8.70419118577786,65.61796,23261273,Americas
Bolivia,1968,6.85388430354328,49.5816,4324066,Americas
Brazil,1968,7.468350886166429,60.0586,91213009,Americas
Chile,1968,7.67971129476954,62.578959999999995,9187592,Americas
Colombia,1968,7.22814396160128,65.21512,20905061,Americas
Costa Rica,1968,7.696801244720629,69.48468000000001,1746870,Americas
Dominican Republic,1968,6.853683624524259,64.4896,4250026,Americas
Ecuador,1968,6.76636568328269,61.52064,5730908,Americas
El Salvador,1968,7.5199630675923395,59.109919999999995,3477702,Americas
Guatemala,1968,7.08391828661564,50.137640000000005,5131461,Americas
Honduras,1968,6.80197556647359,56.5914,2552200,Americas
Mexico,1968,8.11871068530211,62.10876,48893607,Americas
Nicaragua,1968,7.418967548590991,55.714240000000004,2256779,Americas
Panama,1968,7.827258725756639,67.74372,1434660,Americas
Paraguay,1968,6.617832009055821,68.25448,2350900,Americas
Peru,1968,7.599644206273349,50.7642,12629333,Americas
Trinidad and Tobago,1968,8.408216523353321,65.48624000000001,931466,Americas
Uruguay,1968,8.30625643584613,68.36768000000001,2774771,Americas
Venezuela,1968,8.732937379799731,66.33196,10881995,Americas
Argentina,1969,8.78191839912414,65.84198,23605992,Americas
Bolivia,1969,6.860854836403611,49.9783,4413584,Americas
Brazil,1969,7.53604959300317,60.4783,93585746,Americas
Chile,1969,7.69451416821514,63.18148000000001,9377005,Americas
Colombia,1969,7.2641199252835404,65.66105999999999,21490948,Americas
Costa Rica,1969,7.72441511177356,70.04084,1798315,Americas
Dominican Republic,1969,6.92825802094476,65.2563,4376056,Americas
Ecuador,1969,6.789675945433871,62.001819999999995,5899842,Americas
El Salvador,1969,7.52679590884889,59.53196,3572667,Americas
Guatemala,1969,7.103336994980411,50.86782,5274726,Americas
Honduras,1969,6.78225538699454,57.2902,2620014,Americas
Mexico,1969,8.1235981615536,62.537380000000006,50423127,Americas
Nicaragua,1969,7.44916205890679,56.46362,2326136,Americas
Panama,1969,7.880246953533651,68.26536,1476478,Americas
Paraguay,1969,6.63215533108655,68.47174,2412565,Americas
Peru,1969,7.609095932677571,51.4571,12982444,Americas
Trinidad and Tobago,1969,8.41894084718777,65.57961999999999,937846,Americas
Uruguay,1969,8.35597000184949,68.37734,2795044,Americas
Venezuela,1969,8.70751318790387,66.87798000000001,11235492,Americas
Argentina,1970,8.79652563296535,66.1,23973062,Americas
Bolivia,1970,6.83205951766579,50.4,4505774,Americas
Brazil,1970,7.59534782307309,60.9,95982453,Americas
Chile,1970,7.69682675755539,63.8,9561868,Americas
Colombia,1970,7.3054223089587405,66.1,22061214,Americas
Costa Rica,1970,7.77130314297614,70.6,1848873,Americas
Dominican Republic,1970,7.067520684409599,66.0,4503114,Americas
Ecuador,1970,6.833451601525541,62.5,6072520,Americas
El Salvador,1970,7.5291347103907,59.9,3668592,Americas
Guatemala,1970,7.131853189950269,51.6,5423384,Americas
Honduras,1970,6.791040741116119,58.0,2691309,Americas
Mexico,1970,8.157288757713191,63.0,52029859,Americas
Nicaragua,1970,7.43216998234767,57.2,2398095,Americas
Panama,1970,7.913802599435481,68.8,1519293,Americas
Paraguay,1970,6.65444911433915,68.7,2474102,Americas
Peru,1970,7.63798512668381,52.2,13341071,Americas
Trinidad and Tobago,1970,8.44026001397191,65.7,945996,Americas
Uruguay,1970,8.37377201385875,68.4,2809799,Americas
Venezuela,1970,8.74873548395609,67.4,11587758,Americas
Argentina,1971,8.83532081045692,66.4,24366442,Americas
Bolivia,1971,6.85732070852248,51.1,4600596,Americas
Brazil,1971,7.67802692945263,61.2,98402200,Americas
Chile,1971,7.765023669452731,64.0,9741579,Americas
Colombia,1971,7.3386008788099195,66.3,22611988,Americas
Costa Rica,1971,7.812652359825491,71.1,1898366,Americas
Dominican Republic,1971,7.143166013391251,66.2,4631114,Americas
Ecuador,1971,6.866643828198461,62.8,6248831,Americas
El Salvador,1971,7.540429785899691,60.9,3765252,Americas
Guatemala,1971,7.15901533545159,53.5,5577824,Americas
Honduras,1971,6.802727011346049,58.8,2766444,Americas
Mexico,1971,8.16433549536465,63.8,53719547,Americas
Nicaragua,1971,7.434164915365599,58.3,2472656,Americas
Panama,1971,7.97808378430987,69.5,1563113,Americas
Paraguay,1971,6.68282864830134,68.9,2535355,Americas
Peru,1971,7.65108587364031,61.7,13704333,Americas
Trinidad and Tobago,1971,8.44030692028476,65.8,956364,Americas
Uruguay,1971,8.36824462845187,68.5,2818269,Americas
Venezuela,1971,8.72979170158096,67.5,11937803,Americas
Argentina,1972,8.83455698899113,67.0,24782950,Americas
Bolivia,1972,6.9096361600158795,51.8,4698090,Americas
Brazil,1972,7.76790358980319,61.6,100844391,Americas
Chile,1972,7.7392151365872195,63.8,9916558,Americas
Colombia,1972,7.38901712908823,66.1,23146803,Americas
Costa Rica,1972,7.8680086038901695,71.7,1947048,Americas
Dominican Republic,1972,7.215101301467791,66.5,4759935,Americas
Ecuador,1972,6.8823347780328,63.2,6428707,Americas
El Salvador,1972,7.5738561940199505,61.7,3862132,Americas
Guatemala,1972,7.202530358478089,55.3,5737720,Americas
Honduras,1972,6.83074175535283,59.7,2845260,Americas
Mexico,1972,8.21320029049284,64.2,55480125,Americas
Nicaragua,1972,7.425575532589741,52.6,2549779,Americas
Panama,1972,7.99559434397697,70.1,1607835,Americas
Paraguay,1972,6.72117747661208,69.1,2596741,Americas
Peru,1972,7.6515797538655494,62.6,14072476,Americas
Trinidad and Tobago,1972,8.48848504621538,65.9,968742,Americas
Uruguay,1972,8.35384125412261,68.5,2821437,Americas
Venezuela,1972,8.70853442072266,67.4,12286434,Americas
Argentina,1973,8.84508135219699,67.5,25213388,Americas
Bolivia,1973,6.9410049170416395,52.5,4798510,Americas
Brazil,1973,7.87508805668357,62.1,103320787,Americas
Chile,1973,7.67160588852435,64.8,10087377,Americas
Colombia,1973,7.43132213521173,65.9,23674505,Americas
Costa Rica,1973,7.9193438909486105,72.2,1995744,Americas
Dominican Republic,1973,7.3100516679985,66.9,4889437,Americas
Ecuador,1973,7.00303990664183,63.7,6611916,Americas
El Salvador,1973,7.59620594817766,62.3,3958616,Americas
Guatemala,1973,7.241091566508009,56.1,5901980,Americas
Honduras,1973,6.87787454311952,58.9,2928190,Americas
Mexico,1973,8.25864639645115,64.5,57283361,Americas
Nicaragua,1973,7.4571931898863,60.5,2629503,Americas
Panama,1973,8.02145665265888,70.8,1653257,Americas
Paraguay,1973,6.76679640219169,69.3,2659084,Americas
Peru,1973,7.6762313523187995,63.2,14447649,Americas
Trinidad and Tobago,1973,8.49803759629758,66.1,982594,Americas
Uruguay,1973,8.35636508555255,68.7,2822084,Americas
Venezuela,1973,8.74284596192523,67.5,12636971,Americas
Argentina,1974,8.88196245176953,67.7,25644505,Americas
Bolivia,1974,6.9455951969687,53.2,4902173,Americas
Brazil,1974,7.9380945320192895,62.6,105846274,Americas
Chile,1974,7.680071268708299,66.1,10255074,Americas
Colombia,1974,7.46455400959203,66.1,24208022,Americas
Costa Rica,1974,7.949909381652371,72.9,2045580,Americas
Dominican Republic,1974,7.34260642359964,67.2,5019471,Americas
Ecuador,1974,7.05434941303948,64.4,6798205,Americas
El Salvador,1974,7.624163122992231,62.8,4053958,Americas
Guatemala,1974,7.2763370688466,56.5,6069077,Americas
Honduras,1974,6.83622718718109,56.9,3015606,Americas
Mexico,1974,8.284952330277951,64.9,59090495,Americas
Nicaragua,1974,7.5593169335016395,61.6,2711847,Americas
Panama,1974,8.01921513573928,71.4,1699114,Americas
Paraguay,1974,6.82191497547276,69.5,2723523,Americas
Peru,1974,7.73712028198058,64.0,14832839,Americas
Trinidad and Tobago,1974,8.528075253815299,66.4,997052,Americas
Uruguay,1974,8.38421319645836,68.9,2824069,Americas
Venezuela,1974,8.72861400005262,68.1,12994025,Americas
Argentina,1975,8.865263720482,67.9,26066975,Americas
Bolivia,1975,6.99194331643029,54.0,5009259,Americas
Brazil,1975,7.96530716693572,63.1,108431284,Americas
Chile,1975,7.54408886736196,67.2,10420590,Americas
Colombia,1975,7.46403504744436,66.5,24756969,Americas
Costa Rica,1975,7.946294143292411,73.6,2097410,Americas
Dominican Republic,1975,7.36810262035858,67.6,5149934,Americas
Ecuador,1975,7.10551018246964,65.1,6987393,Americas
El Salvador,1975,7.6302175714139295,63.5,4147525,Americas
Guatemala,1975,7.26979376736579,56.2,6237963,Americas
Honduras,1975,6.8273417844173006,62.5,3107735,Americas
Mexico,1975,8.31161889660481,65.4,60872399,Americas
Nicaragua,1975,7.52722168412684,62.5,2796748,Americas
Panama,1975,8.00902251947788,72.0,1745207,Americas
Paraguay,1975,6.858674615026731,69.9,2790964,Americas
Peru,1975,7.7431664752065394,64.8,15229951,Americas
Trinidad and Tobago,1975,8.533816586579889,66.6,1011487,Americas
Uruguay,1975,8.44125010123219,69.1,2830172,Americas
Venezuela,1975,8.722215667313112,68.4,13360988,Americas
Argentina,1976,8.82912500630832,67.9,26477153,Americas
Bolivia,1976,7.0129992602500995,54.8,5119833,Americas
Brazil,1976,8.03514382041411,63.4,111076063,Americas
Chile,1976,7.563034046818269,67.4,10584237,Americas
Colombia,1976,7.4881143676081505,67.2,25323412,Americas
Costa Rica,1976,7.974485456221481,74.1,2151492,Americas
Dominican Republic,1976,7.40867987756542,68.0,5280727,Americas
Ecuador,1976,7.15041536726083,65.8,7179399,Americas
El Salvador,1976,7.65796153989307,64.2,4239205,Americas
Guatemala,1976,7.315985208114389,55.7,6408029,Americas
Honduras,1976,6.89653918470433,63.1,3204883,Americas
Mexico,1976,8.3262862833365,65.7,62620087,Americas
Nicaragua,1976,7.5475200945653,63.3,2884156,Americas
Panama,1976,7.9997182183111395,72.5,1791459,Americas
Paraguay,1976,6.901506116878919,70.2,2861582,Americas
Peru,1976,7.7353611422877,65.4,15639898,Americas
Trinidad and Tobago,1976,8.58526328962552,66.7,1025655,Americas
Uruguay,1976,8.4758959871267,69.3,2841436,Americas
Venezuela,1976,8.76141368824796,68.6,13739142,Americas
Argentina,1977,8.880942159680892,68.4,26878567,Americas
Bolivia,1977,7.03763006586504,55.5,5233677,Americas
Brazil,1977,8.05665519799385,64.1,113776467,Americas
Chile,1977,7.632515334711241,68.0,10746328,Americas
Colombia,1977,7.50568668103181,67.9,25905124,Americas
Costa Rica,1977,8.03334673351496,74.6,2207727,Americas
Dominican Republic,1977,7.433301999734111,68.5,5411867,Americas
Ecuador,1977,7.1447670816104605,66.3,7374235,Americas
El Salvador,1977,7.70321896625206,64.4,4328817,Americas
Guatemala,1977,7.3667363271698605,58.5,6579710,Americas
Honduras,1977,6.96409848885583,63.9,3306988,Americas
Mexico,1977,8.33171943317142,66.0,64337694,Americas
Nicaragua,1977,7.59758889273826,64.0,2973805,Americas
Panama,1977,7.98600257879844,73.1,1837887,Americas
Paraguay,1977,6.979838172762361,70.5,2935375,Americas
Peru,1977,7.7123920028781,65.7,16061327,Americas
Trinidad and Tobago,1977,8.6605727673008,67.0,1039757,Americas
Uruguay,1977,8.48486717634447,69.2,2857107,Americas
Venezuela,1977,8.78692418966998,69.2,14127790,Americas
Argentina,1978,8.81993315370843,69.2,27277742,Americas
Bolivia,1978,7.034385565155,56.3,5350320,Americas
Brazil,1978,8.064970204043009,64.6,116532153,Americas
Chile,1978,7.690834056577341,68.6,10907901,Americas
Colombia,1978,7.56384768201581,68.5,26502172,Americas
Costa Rica,1978,8.066992455819591,74.9,2266153,Americas
Dominican Republic,1978,7.430914531684881,68.9,5543520,Americas
Ecuador,1978,7.18228482770684,66.7,7571953,Americas
El Salvador,1978,7.73593072048753,64.5,4415625,Americas
Guatemala,1978,7.39141039804221,59.9,6754258,Americas
Honduras,1978,7.02790884759268,64.7,3413426,Americas
Mexico,1978,8.39059148495909,66.5,66025613,Americas
Nicaragua,1978,7.4860233179386695,62.9,3065118,Americas
Panama,1978,8.05422495501386,73.5,1884512,Americas
Paraguay,1978,7.06129296725417,70.8,3012833,Americas
Peru,1978,7.68859846128936,65.8,16491087,Americas
Trinidad and Tobago,1978,8.74264394405335,67.5,1054109,Americas
Uruguay,1978,8.53065496951995,69.7,2875970,Americas
Venezuela,1978,8.77538517756148,69.8,14525929,Americas
Argentina,1979,8.90240442681632,69.9,27684530,Americas
Bolivia,1979,7.012649608291991,57.0,5469123,Americas
Brazil,1979,8.10697760533375,65.0,119341444,Americas
Chile,1979,7.76022477480825,69.0,11070198,Americas
Colombia,1979,7.593328437414559,68.9,27113510,Americas
Costa Rica,1979,8.08766814448994,75.2,2326708,Americas
Dominican Republic,1979,7.45194929926185,69.1,5675930,Americas
Ecuador,1979,7.2050187793497695,67.2,7772652,Americas
El Salvador,1979,7.67529506943264,64.2,4498757,Americas
Guatemala,1979,7.41337802321352,60.1,6933492,Americas
Honduras,1979,7.04194582993907,65.6,3523283,Americas
Mexico,1979,8.45764875462734,66.7,67688533,Americas
Nicaragua,1979,7.14905687542006,60.3,3157356,Americas
Panama,1979,8.0741751903851,73.8,1931393,Americas
Paraguay,1979,7.141986570292049,71.1,3094479,Americas
Peru,1979,7.71886544167379,65.9,16924758,Americas
Trinidad and Tobago,1979,8.763252094273959,67.8,1069199,Americas
Uruguay,1979,8.58387331512259,70.1,2896021,Americas
Venezuela,1979,8.749585873186211,70.1,14931741,Americas
Argentina,1980,8.92806834055933,70.2,28105889,Americas
Bolivia,1980,6.976349306674809,57.4,5589572,Americas
Brazil,1980,8.170764395958459,65.3,122199721,Americas
Chile,1980,7.8241530959224805,69.7,11234340,Americas
Colombia,1980,7.6107808719676,69.4,27737905,Americas
Costa Rica,1980,8.06747515548648,75.4,2389309,Americas
Dominican Republic,1980,7.505531801458981,69.4,5809271,Americas
Ecuador,1980,7.220752181382519,67.7,7976449,Americas
El Salvador,1980,7.53330738871217,59.1,4577683,Americas
Guatemala,1980,7.42596702268209,60.1,7118628,Americas
Honduras,1980,7.01727498540204,66.3,3635862,Americas
Mexico,1980,8.52207023965894,67.0,69330974,Americas
Nicaragua,1980,7.165485012119321,65.8,3249910,Americas
Panama,1980,8.06158828507218,74.3,1978575,Americas
Paraguay,1980,7.25239883709312,71.4,3180628,Americas
Peru,1980,7.72373788944345,65.9,17359118,Americas
Trinidad and Tobago,1980,8.84615957489553,67.9,1085308,Americas
Uruguay,1980,8.633881953729428,70.4,2915775,Americas
Venezuela,1980,8.672705339453481,70.2,15343917,Americas
Argentina,1981,8.854302188119851,70.3,28543366,Americas
Bolivia,1981,6.95722727255782,58.0,5711598,Americas
Brazil,1981,8.10247723293239,66.4,125107382,Americas
Chile,1981,7.855378508683961,70.5,11400489,Americas
Colombia,1981,7.6106886516777,69.7,28375995,Americas
Costa Rica,1981,8.01680679085726,75.8,2454127,Americas
Dominican Republic,1981,7.524516349941139,69.6,5943591,Americas
Ecuador,1981,7.22643786391164,68.2,8183194,Americas
El Salvador,1981,7.407324559960519,61.1,4652058,Americas
Guatemala,1981,7.40778568287073,57.4,7310397,Americas
Honduras,1981,7.0112717133667894,66.8,3750843,Americas
Mexico,1981,8.58398704512825,67.5,70950741,Americas
Nicaragua,1981,7.18971927535247,66.2,3342666,Americas
Panama,1981,8.126765713663628,74.6,2026057,Americas
Paraguay,1981,7.30564610113876,71.8,3271454,Americas
Peru,1981,7.7683329891102,66.1,17792551,Americas
Trinidad and Tobago,1981,8.87356779573754,68.1,1102562,Americas
Uruguay,1981,8.64278429695766,70.9,2935036,Americas
Venezuela,1981,8.63417584551941,70.3,15761800,Americas
Argentina,1982,8.788188956457091,70.7,28993989,Americas
Bolivia,1982,6.89566499060729,58.4,5835186,Americas
Brazil,1982,8.08504723973576,67.0,128054757,Americas
Chile,1982,7.73078464264341,70.9,11569135,Americas
Colombia,1982,7.59787287297565,70.0,29027158,Americas
Costa Rica,1982,7.913262504355121,76.2,2521163,Americas
Dominican Republic,1982,7.518631319130651,69.8,6078816,Americas
Ecuador,1982,7.193699874644929,68.7,8392935,Americas
El Salvador,1982,7.3276127727071705,63.9,4722272,Americas
Guatemala,1982,7.3470330363253895,58.3,7508161,Americas
Honduras,1982,6.96653591747055,67.0,3868296,Americas
Mexico,1982,8.556993522520111,68.2,72547995,Americas
Nicaragua,1982,7.154159385787129,66.7,3435527,Americas
Panama,1982,8.156524871698482,74.8,2073826,Americas
Paraguay,1982,7.238414765687209,72.2,3366726,Americas
Peru,1982,7.7382101230720695,66.2,18225727,Americas
Trinidad and Tobago,1982,8.89471475424733,68.2,1120610,Americas
Uruguay,1982,8.53358288421271,71.5,2954281,Americas
Venezuela,1982,8.583045896885169,70.8,16185895,Americas
Argentina,1983,8.810915513773661,70.8,29454739,Americas
Bolivia,1983,6.83327716861264,58.8,5959962,Americas
Brazil,1983,8.02752667092199,67.0,131014337,Americas
Chile,1983,7.67607682543155,70.9,11742057,Americas
Colombia,1983,7.59159354674636,70.3,29687096,Americas
Costa Rica,1983,7.91362594264956,76.3,2589932,Americas
Dominican Republic,1983,7.54137616790267,70.1,6214857,Americas
Ecuador,1983,7.14142641628788,69.1,8606214,Americas
El Salvador,1983,7.329044450255151,64.7,4789472,Americas
Guatemala,1983,7.296195095823389,61.6,7710142,Americas
Honduras,1983,6.926778122914519,67.3,3988371,Americas
Mexico,1983,8.494338512156169,68.9,74133377,Americas
Nicaragua,1983,7.172783106859191,65.2,3527935,Americas
Panama,1983,8.088703614993559,74.9,2121921,Americas
Paraguay,1983,7.178015758434429,72.4,3465796,Americas
Peru,1983,7.58908383138289,66.3,18660443,Americas
Trinidad and Tobago,1983,8.77994796547109,68.3,1138673,Americas
Uruguay,1983,8.41869971160444,71.9,2973461,Americas
Venezuela,1983,8.51552955914715,71.4,16617343,Americas
Argentina,1984,8.817567393592679,71.0,29920907,Americas
Bolivia,1984,6.8100826597941,59.3,6085499,Americas
Brazil,1984,8.05673288173056,67.1,133950551,Americas
Chile,1984,7.7363871234770505,71.2,11921407,Americas
Colombia,1984,7.60289647666787,70.4,30350082,Americas
Costa Rica,1984,7.94611527115797,76.4,2659772,Americas
Dominican Republic,1984,7.531625356236519,70.3,6351572,Americas
Ecuador,1984,7.15284858850335,69.5,8823746,Americas
El Salvador,1984,7.328997610891791,66.8,4855280,Americas
Guatemala,1984,7.276688862825151,62.6,7913814,Americas
Honduras,1984,6.93902667312395,67.4,4111369,Americas
Mexico,1984,8.51019554550131,69.5,75721210,Americas
Nicaragua,1984,7.13168974623986,64.6,3619252,Americas
Panama,1984,8.09395366429023,75.1,2170390,Americas
Paraguay,1984,7.1787609098332,72.8,3567750,Americas
