store_id,store_name,store_purpose,state_id
59,EL DIVINO - OH PRODUCTIONS S.A. DE C.V.,DISCOTEQUE,1
60,HARD,DISCOTEQUE,1
61,HARD,DISCOTEQUE,1
62,SANTISIMA- AROB  S.A. DE C.V.,DISCOTEQUE,1
63,SANTISIMA- AROB  S.A. DE C.V.,DISCOTEQUE,1
64,LAS COSTILLAS DE SANCHO - CUENTA EMPRESARIAL S.A. DE C.V.,RESTAURANT-BAR,1
65,LAS COSTILLAS DE SANCHO - CUENTA EMPRESARIAL S.A. DE C.V.,RESTAURANT-BAR,1
66,LA MANSION - RICHYCARLS S.A. DE C.V.,RESTAURANT-BAR,1
67,LA MANSION - RICHYCARLS S.A. DE C.V.,RESTAURANT-BAR,1
68,RUIDOSO - PEYC CONSTRUCCIONES S.A. DE C.V.,DISCOTEQUE,1
69,RUIDOSO - PEYC CONSTRUCCIONES S.A. DE C.V.,DISCOTEQUE,1
70,LA MAJADA-ILIANA RODRIGUEZ GARCIA,RESTAURANT-BAR,1
71,LA MAJADA-ILIANA RODRIGUEZ GARCIA,RESTAURANT-BAR,1
72,LA GARUFA REST. ARGENTINO - GASTRONOMIA AG  S. A. DE C. V.,RESTAURANT-BAR,1
73,LA GARUFA REST. ARGENTINO - GASTRONOMIA AG  S. A. DE C. V.,RESTAURANT-BAR,1
74,EL COSTE�ITO - CANGREJITO PLAYERO S.A. DE C.V.,RESTAURANT-BAR,1
75,EL COSTE�ITO - CANGREJITO PLAYERO S.A. DE C.V.,RESTAURANT-BAR,1
76,SAN PANCHO - HUGO SANDOVAL RUVALCABA,RESTAURANT-BAR,1
77,SAN PANCHO - HUGO SANDOVAL RUVALCABA,RESTAURANT-BAR,1
78,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,DISCOTEQUE,1
79,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,DISCOTEQUE,1
80,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,DISCOTEQUE,1
81,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,DISCOTEQUE,1
82,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,DISCOTEQUE,1
83,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,DISCOTEQUE,1
84,SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,DISCOTEQUE,1
85,SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,DISCOTEQUE,1
86,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,DISCOTEQUE,1
87,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,DISCOTEQUE,1
88,MICHELADAS GALERIAS - ENRIQUE EDUARDO ROJERO GONZALEZ,BAR,1
89,CSP DE AGUASCALIENTES S.A. DE C.V.,RESTAURANTE,1
90,FAVELA - JULIO TORRE LOMELI,RESTAURANT-BAR,1
91,LA CANTINA DE ANTA�O - JOSE LUIS MAGA�A GONZALEZ,RESTAURANT-BAR,1
92,KARNES EN SU JUGO - ALDE ROSA MARTINEZ PEREZ,RESTAURANT-BAR,1
93,MERENDERO SAN PANCHO - EXQUISIMAR S.A. DE C.V.,RESTAURANT-BAR,1
94,BURANA,BAR,1
95,LOS RIELES,RESTAURANT-BAR,1
96,GRUPO PERA DEL CENTRO S.A. DE C.V.,RESTAURANT-BAR,1
97,SONORA'S MEAT BOUTIQUE DE CORTES FINOS,RESTAURANT-BAR,1
98,LA MEXICO - CESAR ROBERTO LUEVANO ZARATE,RESTAURANT-BAR,1
99,DISTRIBUIDORA JUGUETRON  S.A. DE C.V.,JUGUETERIA,1
100,CARNITAS SAN PANCHO - SIGELFREDO DURAN ESPARZA,RESTAURANT-BAR,1
101,SINATRA LIVE - MARIOLLA S.A. DE C.V.,BAR,1
102,SINATRA LIVE - MARIOLLA S.A. DE C.V.,BAR,1
103,CROWN BACCARA- ESTHER ZAMORA MENDOZA,ARTICULOS PARA EL HOGAR,1
104,THAI AGUASCALIENTES  S. DE R.L. DE C.V.,RESTAURANT-BAR,1
105,LA MANSION- RICHYCARLS  S.A. DE C.V.,RESTAURANT-BAR,1
106,WING'S AIR FORCE- FRANQUICIAS WING'S AIR FORCE  S. DE R.L. DE C.V.,RESTAURANT-BAR,1
107,ZAPATERIAS TANIA -ISABEL PATRICIA RODRIGUEZ AGUAYO,ZAPATERIA,1
108,TIENDAS SORIANA S. A . DE C. V.,TIENDA DE AUTOSERVICIO,1
109,COPPEL SA DE CV,TIENDA DEPARTAMENTAL,1
110,DULCERIA LA CHACHITA / HECTOR JAVIER DE ALBA PEREZ,DULCERIA,1
111,MARISCOS EL MELON-JORGE ALBERTO RODRIGUEZ GOMEZ,PESCADOS Y MARISCOS,1
112,CENTRO LLANTERO NACOZARI  S. A. DE C. V.,SIN GIRO ESPECIFICO,1
113,EL MUELLE SEA FOOD BAR- SOMOS LOS QUE ESTAMOS S.A. DE C.V.,RESTAURANT-BAR,1
114,RESTAURANTE AUGUSTO�S S.A. DE C.V.,RESTAURANTE,1
115,TIENDAS CHEDRAUI  S. A. DE C. V.,TIENDA DEPARTAMENTAL,1
116,MERENDERO SAN MARCOS - ROSENDO DE ANDA TERAN,RESTAURANT-BAR,1
117,NUEVA WAL MART DE MEXICO  S. DE R. L. DE C. V.,TIENDA DE AUTOSERVICIO,1
118,DPORTENIS- COMERCIAL DPORTENIS  S.A. DE C.V.,ZAPATERIA,1
119,INNOVA SPORT- INNOVA SPORT  S.A. DE C.V.,ROPA DEPORTIVA,1
120,DEL SOL- GRUPO COMERCIAL CONTROL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,1
121,OFFICE DEPOT DE MEXICO  S.A. DE C.V.,ARTICULOS DE OFICINA,1
122,SUSHITO - JUAN FERNANDO OROZCO CARDONA,RESTAURANTE,1
123,CAFEZZITO - CAFEZZITO AGUASCALIENTES S.A. DE C.V.,RESTAURANTE,1
124,PIZZAS LAS CUADRADAS - COMERCIALIZADORA DEL CENTRO S.A. DE C.V.,RESTAURANTE,1
125,SANBORN HERMANOS  S.  A.,TIENDA DEPARTAMENTAL,1
126,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,ACCESORIOS PARA AUTOMOVIL,1
127,COMPONENTES ELECTRONICOS DE AGUASCALIENTES  S. A. DE C. V.,PRODUCTOS ELECTRONICOS,1
128,COMPRA Y VENTA DE ORO Y PLATA- GUADALUPE ALEJANDRA ROMO AGUIRRE,JOYERIA,1
129,JOYERIA GELY - MARIA AUXILIO CHAVEZ MURILLO,JOYERIA,1
130,JOYERIA GELY - MARIA AUXILIO CHAVEZ MURILLO,JOYERIA,1
131,JOYAS NERI - MARIA GUADALUPE NERI SANTOS,JOYERIA,1
132,JOYAS NERI - MARIA GUADALUPE NERI SANTOS,JOYERIA,1
133,FERRETERIA LA GLORIA S. DE R. L. DE C.V.,FERRETERIA,2
134,FERRETERIA HIPODROMO S DE RL DE CV,FERRETERIA,2
135,DISTRIBUIDORA EL FLORIDO  S.A DE C.V.,CARNICERIA,2
136,SUPER DAX LOS ENCINOS,TIENDA DE AUTOSERVICIO,2
137,FARMACIAS ROMA,FARMACIA,2
138,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,REFACCIONARIA AUTOMOTRIZ,2
139,FIX FERRETERIAS,FERRETERIA,2
140,DULCERIA YANET S. DE R.L. DE C.V.,DULCES Y CHOCOLATES,2
141,MERCADO EL AGUAJE,ABARROTES,2
142,PAPELERIA Y MISCELANEA MARA,PAPELERIA,2
143,FARMACIAS DEL AHORRO,FARMACIA,2
144,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAR,2
145,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAR,2
146,WALDO�S DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,2
147,WALDO�S DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,2
148,DULCERIA EL MOLINO,DULCERIA,2
149,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
150,MOTEL VIA,MOTEL,2
151,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,2
152,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,2
153,MOTEL VILLA DORADA,HOTEL,2
154,MOTEL VILLA DORADA,HOTEL,2
155,MOTEL ENSUE�O,HOTEL,2
156,MOTEL ENSUE�O,HOTEL,2
157,MOTEL BALANDRA,HOTEL,2
158,MOTEL SCALA,HOTEL,2
159,FARMACIA GUSHER S.A. DE C.V.,FARMACIA,2
160,FARMACIA GUSHER  S.A. DE C.V.,FARMACIA,2
161,REYES SALON CANTINA TJ,BAR,2
162,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
163,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
164,PESCADERIA LAS PLAYAS,PESCADOS Y MARISCOS,2
165,ABARROTES Y CARNICERIA JORGE,CARNICERIA,2
166,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,2
167,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,2
168,MERCADO EMILIA # 1,MERCADO,2
169,MERCADO EMILIA # 1,MERCADO,2
170,MERCADO DIAZ,MERCADO,2
171,MERCADO DIAZ,MERCADO,2
172,MERCADO BENYS Y/O RODRIGUEZ VALENCIA BENITO,MERCADO,2
173,SUSHI FACTORY S.A. DE C.V.,RESTAURANTE,2
174,MERCADO MINERVA II,MERCADO,2
175,BODEGA AURRERA QUINTAS DEL REFUGIO,TIENDA DEPARTAMENTAL,2
176,SEXY ROSA BOUTIQUE,BOUTIQUE,2
177,SEXY ROSA BOUTIQUE,BOUTIQUE,2
178,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,2
179,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,2
180,EMPRESAS MARIA LUISA S. DE R.L. DE C.V.,ABARROTES,2
181,TIENDAS SORIANA  S.A. DE C.V. ( SUCURSAL FLORIDO),TIENDA DE AUTOSERVICIO,2
182,CALIMAX SANCHEZ TABOADA,MINI SUPER,2
183,CALIMAX SANCHEZ TABOADA,MINI SUPER,2
184,CASA LEY  S.A DE C.V.,MINI SUPER,2
185,CASA LEY  S.A DE C.V.,MINI SUPER,2
186,BODEGA AURRERA UNIDAD  DELICIAS,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,2
187,SMART & FINAL SUCURSAL 521,MERCADO,2
188,BODEGA AURRERA UNIDAD EL  AGUILA,TIENDA DE AUTOSERVICIO,2
189,CALIMAX CETYS,MINI SUPER,2
190,CALIMAX CETYS,MINI SUPER,2
191,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,2
192,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,2
193,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,2
194,CASA LEY S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
195,CALIMAX SAN QUINTIN,TIENDA DE AUTOSERVICIO,2
196,RESTAURANT MISION SANTA ISABEL,RESTAURANTE,2
197,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
198,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
199,MERCADO V Y M,MERCADO,2
200,CARNE MART SUCURSAL TECATE,CARNICERIA,2
201,LA CENTRAL DE SODA,ALMACEN GENERAL,2
202,MERCADO ALFER,ABARROTES,2
203,CIRCULO K VALLE LAS PALMAS,TIENDAS DE CONVENIENCIA,2
204,PUERTO NUEVO HOTEL Y VILLAS  Y/O DESARROLLOS EDD S.A. DE C.V.,HOTEL,2
205,ITALIANNIS,RESTAURANT-BAR,2
206,COSTCO DE MEXICO S.A. DE C.V.,LAVADO Y ENGRASADO,2
207,SPORTS FAN,ROPA DEPORTIVA,2
208,LOB FOOTWEAR  S.A. DE C.V.,ZAPATERIA,2
209,JACA�S TEQUILERIA Y TAPAS,BAR,2
210,JACA�S TEQUILERIA Y TAPAS,BAR,2
211,BODEGON ROSALES,ABARROTERA,2
212,DISTRIBUIDORA EL CHARAL,CENTRALES DE ABASTO,2
213,RAMTONIO DULCERIA,DULCERIA,2
214,MERCADO Y CARNICERIA AL COSTO,ABARROTES,2
215,BOUTIQUE LA ROPA,ROPA PARA DAMA,2
216,ZAPATERIA 3 HERMANOS Y/O TIRIOZA S.A DE C.V.,ZAPATERIA,2
217,ZAPATERIA ESTRELLA NI�OS,ZAPATERIA,2
218,DULCERIA EL COMPADRE,DULCERIA,2
219,DULCERIA ADILENE,DULCES Y CHOCOLATES,2
220,DULCERIA PENINSULAR,DULCERIA,2
221,DULCERIA EL COMPADRE,DULCERIA,2
222,DULCERIA EL CHATO,DULCERIA,2
223,DULCERIA AYALA,DULCERIA,2
224,ALIMENTOS FINOS AILED  S. DE R.L. DE C.V.,ABARROTERA,2
225,SUPER CARNICERIA Y FRUTERIA EL LIMOSIN,ABARROTES,2
226,MERCADO SAUCEDO,ABARROTES,2
227,DISTRIBUIDORA EL RORRO,ALMACEN GENERAL,2
228,MINI MARKET NAVSON,ABARROTES,2
229,MERCADO BRISMA  S.A.,MERCADO,2
230,MERCADO  Y CARNICERIA REFORMA,ABARROTES,2
231,MERCADO LA VILLITA Y/O SILVIA GONZALEZ,ABARROTES,2
232,PAMPAS RESTAURANTE DO BRASIL,RESTAURANTE,2
233,RESULTA & RESALTA,BOUTIQUE,2
234,PAPELERIA Y DULCERIA JUVERA,DULCES Y CHOCOLATES,2
235,SUPER DULCES,DULCERIA,2
236,RAMTONIO DULCERIAS,DULCERIA,2
237,SKANDALOS BOUTIQUE,BOUTIQUE,2
238,DULCERIA ARCOIRIS,DULCERIA,2
239,FRUTERIA Y DULCERIA HUICHO,FRUTAS,2
240,DULCERIA DON TIMO,DULCERIA,2
241,CABANNA,BAR,2
242,RESTAURANT EL RODEO,RESTAURANTE,2
243,FONDA ARGENTINA S.A. DE C.V.,RESTAURANTE,2
244,APPLEBEE�S ROSARITO,RESTAURANT-BAR,2
245,DULCERIA DON MAX,DULCERIA,2
246,SKANDALOS BOUTIQUE,BOUTIQUE,2
247,OK ACCESORIES,NOVEDADES Y FANTASIAS,2
248,AUTOSERVICIO EL ANDARIEGO,ABARROTES,2
249,MERCADO SAN SEBASTIAN,ABARROTES,2
250,ABARROTES Y CARNICERIA LAS GUERITAS,CARNICERIA,2
251,TORTILLERIA MORA,TORTILLERIA,2
252,AUTO SERVICIO OJEDA,ABARROTES,2
253,MERCADO LAS GRANJAS,ABARROTES,2
254,ABARROTES JARDIN 2,ABARROTES,2
255,FARMACIAS GUSHER,FARMACIA,2
256,MERCADO GARZAS,MERCADO,2
257,ABARROTES PAOLA,ABARROTES,2
258,ABARROTES CACHANILLA,ABARROTES,2
259,IMPORTADORA Y DISTRIBUIDORA LA CANASTA S. DE R.L. DE C.V.,CARNICERIA,2
260,MERCADO CASABLANCA,MERCADO,2
261,MERCADO VISTA MAR,ABARROTES,2
262,MERCADO EL AHORRO,ABARROTES,2
263,MERCADO HECTORS,MERCADO,2
264,CARNICERIA CASTILLO,CARNICERIA,2
265,CARNICERIA LOMAS,CARNICERIA,2
266,MINIMERCADO Y CARNICERIA LA ESCONDIDA,CARNICERIA,2
267,HIGH LIFE DE TIJUANA  S.A. DE C.V.,PRENDAS DE VESTIR,2
268,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,2
269,COSTCO DE MEXICO S.A. DE C.V.,LAVADO Y ENGRASADO,2
270,MERCADO LA ESMERALDA,ABARROTES,2
271,CARNICERIA Y FRUTERIA MI TIJUANA,CARNICERIA,2
272,SUPERMERCADO EL DORADO,MERCADO,2
273,COMERDCIALIZADORA KIN,DULCES Y CHOCOLATES,2
274,ABARROTES LESLY,ABARROTES,2
275,ABARROTES VILLA DEL REAL,ABARROTES,2
276,MERCADO 5 HERMANOS S.A. DE C.V.,MERCADO,2
277,DULCERIA ARCOIRIS,DULCERIA,2
278,MERCADO LAS GRANJAS,ABARROTES,2
279,TATIANA�S CURIOS,ARTESANIAS,2
280,CURIOS LA MINA DE TAXCO,JOYERIA,2
281,ANDROID STORE COMMUNICATIONS,TELEFONIA CELULAR,2
282,RULE�S  PLACE,JOYERIA,2
283,CURIOS RUBENS,JOYERIA,2
284,MEGA DULCES,DULCES Y CHOCOLATES,2
285,TIENDAS SORIANA  S.A. DE C.V. (SUCURSAL- RIO),PLAZA COMERCIAL,2
286,COMERCIALIZADORA DE ALIMENTOS EL MAYA,ABARROTERA,2
287,SMART & FINAL DEL NOROESTE S.A. DE C.V.,MERCADO,2
288,CASA CHAPA,ABARROTERA,2
289,MERCADO PARIS,MERCADO,2
290,ABARROTES NANCY,ABARROTES,2
291,MERCADO MONTES,ABARROTES,2
292,ABARROTES SALVATIERRA,ABARROTES,2
293,ABARROTES COSIO,ABARROTES,2
294,CARNICERIA TIJUANA Y/O GUSTAVO REYES CANIZALES,CARNICERIA,2
295,DULCERIA LA PI�ATA,DULCERIA,2
296,DULCERIA VILLA NUEVAS,DULCERIA,2
297,DULCERIA LA  CANASTA,DULCERIA,2
298,DULCERIA JUNIOR,DULCES Y CHOCOLATES,2
299,COMERCIALIZADORA KIN,DULCES Y CHOCOLATES,2
300,BAJAS JEWELS,JOYERIA,2
301,CREACIONES JOYERIA PADILLA,JOYERIA,2
302,ALEXANDER JOYEROS,JOYERIA,2
303,JOYERIA GEMA,JOYERIA,2
304,JOYERIA Y REGALOS MONTE CARLO,JOYERIA,2
305,HILTON JOYERIAS,JOYERIA,2
306,JOYERIA MONTECARLO,JOYERIA,2
307,JOYERIA MONTECARLO,JOYERIA,2
308,JOYERIA SANDOVAL,JOYERIA,2
309,EL TRIUNFO,ABARROTES,2
310,MERCADO Y CARNICERIA LA FIESTA,ABARROTES,2
311,MERCADO EL AVENTURERO,ABARROTES,2
312,CAMPOS REYEROS Y CIA S.A. DE C.V. Y/O COMEX,PINTURAS,3
313,PASSARELA Y/O LUZ INES DE LA TOBA AMADOR,BOUTIQUE,3
314,ANGELA GUADALUPE ANAYA GOROSAVE Y/O COMPANY STORE NI�AS,ROPA INFANTIL,3
315,ANGELA GUADALUPE ANAYA GOROSAVE Y/O COMPANY STORE NI�AS,ROPA INFANTIL,3
316,OXXO CAMINO REAL Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
317,OXXO ARCOIRIS Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
318,OXXO ESMERALDA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
319,OXXO PINO PALLAS Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
320,OXXO AYUNTAMIENTO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
321,OXXO ATARDECERES Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
322,DULCEROS DE BAJA CALIFORNIA SUR  S.A. DE C.V. Y/O BODEGON DULCERO,DULCERIA,3
323,LA RANITA DISTRIBUCIONES S. DE R.L. DE C.V. Y/O EL DESCONTON,DULCERIA,3
324,LURAIMA  S.A. DE C.V. (DULCERIA LA CONEJA),DULCERIA,3
325,LA RANITA DISTRIBUCIONES  S. DE R. L. DE C.V.,DULCES Y CHOCOLATES,3
326,FRANCISCO DE JESUS AGUIRRE VAZQUEZ Y/O DULCERIA BETO'S,DULCERIA,3
327,MARCO DAHI DOMINGUEZ HIGUERA Y/O DULCERIA OSCARIN,DULCERIA,3
328,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES 2,DULCES Y CHOCOLATES,3
329,OXXO PADRE KINO Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
330,OXXO SUR Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
331,OXXO LA FUENTE Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
332,OXXO EL PALMAR Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,3
333,OXXO ALLENDE Y/O CADENA COMERCIAL OXXO  S.A.D E C.V.,TIENDAS DE CONVENIENCIA,3
334,OXXO 20 DE NOVIEMBRE Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
335,OXXO SALINAS LEAL Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
336,ADELA GERALDO MORALES Y/O DULCERIA DULCE,DULCERIA,3
337,DULCES ROSSY  S.A. DE C.V.,DULCERIA,3
338,OXXO KINO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
339,OXXO BRAVO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
340,OXXO MARGARITA MAZA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
341,JESUS ENRIQUE DUARTE GOMEZ Y/O  DULCERIA LA RANITA,DULCERIA,3
342,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES,DULCERIA,3
343,MARIA ELVIA PEREZ VALENZUELA  Y/O DULCERIA EL VENADITO,DULCERIA,3
344,DULCES SEMILLAS Y PLASTICOS  D�AZ SC DE R.L. DE C.V. Y/O DULCERIA LA PI�ATA,DULCES Y CHOCOLATES,3
345,DULCERIA ALADINOS S.A. DE C.V.,SEMILLAS Y CHILES SECOS,3
346,TIENDAS CHEDRAUI S.A. DE C.V.,TIENDA DE AUTOSERVICIO,3
