product_id,store_id,missing_requirement
44,44,NO SE DETECTO INCUMPLIMIENTO
45,44,NO SE DETECTO INCUMPLIMIENTO
46,46,NO SE DETECTO INCUMPLIMIENTO
47,46,NO SE DETECTO INCUMPLIMIENTO
48,48,NO SE DETECTO INCUMPLIMIENTO
49,48,NO SE DETECTO INCUMPLIMIENTO
50,50,NO SE DETECTO INCUMPLIMIENTO
51,50,NO SE DETECTO INCUMPLIMIENTO
52,52,NO SE DETECTO INCUMPLIMIENTO
53,52,NO SE DETECTO INCUMPLIMIENTO
54,54,NO SE DETECTO INCUMPLIMIENTO
55,54,NO SE DETECTO INCUMPLIMIENTO
56,56,NO SE DETECTO INCUMPLIMIENTO
57,56,NO SE DETECTO INCUMPLIMIENTO
58,58,NO SE DETECTO INCUMPLIMIENTO
59,58,NO SE DETECTO INCUMPLIMIENTO
60,60,NO SE DETECTO INCUMPLIMIENTO
61,60,NO SE DETECTO INCUMPLIMIENTO
62,62,NO SE DETECTO INCUMPLIMIENTO
63,62,NO SE DETECTO INCUMPLIMIENTO
64,64,NO SE DETECTO INCUMPLIMIENTO
65,64,NO SE DETECTO INCUMPLIMIENTO
66,66,NO SE DETECTO INCUMPLIMIENTO
67,66,NO SE DETECTO INCUMPLIMIENTO
68,68,NO SE DETECTO INCUMPLIMIENTO
69,68,NO SE DETECTO INCUMPLIMIENTO
70,70,NO SE DETECTO INCUMPLIMIENTO
71,70,NO SE DETECTO INCUMPLIMIENTO
72,72,NO SE DETECTO INCUMPLIMIENTO
73,72,NO SE DETECTO INCUMPLIMIENTO
74,74,NO SE DETECTO INCUMPLIMIENTO
75,74,NO SE DETECTO INCUMPLIMIENTO
76,76,NO SE DETECTO INCUMPLIMIENTO
77,76,NO SE DETECTO INCUMPLIMIENTO
78,78,NO SE DETECTO INCUMPLIMIENTO
79,78,NO SE DETECTO INCUMPLIMIENTO
80,80,NO SE DETECTO INCUMPLIMIENTO
81,80,NO SE DETECTO INCUMPLIMIENTO
82,82,NO SE DETECTO INCUMPLIMIENTO
83,82,NO SE DETECTO INCUMPLIMIENTO
84,84,NO SE DETECTO INCUMPLIMIENTO
85,84,NO SE DETECTO INCUMPLIMIENTO
86,86,NO SE DETECTO INCUMPLIMIENTO
87,86,NO SE DETECTO INCUMPLIMIENTO
88,88,NO SE DETECTO INCUMPLIMIENTO
89,89,NO SE DETECTO INCUMPLIMIENTO
90,90,NO SE DETECTO INCUMPLIMIENTO
91,91,NO SE DETECTO INCUMPLIMIENTO
92,92,NO SE DETECTO INCUMPLIMIENTO
93,93,NO SE DETECTO INCUMPLIMIENTO
94,94,NO SE DETECTO INCUMPLIMIENTO
95,95,NO SE DETECTO INCUMPLIMIENTO
96,96,NO SE DETECTO INCUMPLIMIENTO
97,97,NO SE DETECTO INCUMPLIMIENTO
98,98,NO SE DETECTO INCUMPLIMIENTO
99,99,NO SE DETECTO INCUMPLIMIENTO
100,100,NO SE DETECTO INCUMPLIMIENTO
101,101,NO SE DETECTO INCUMPLIMIENTO
102,101,NO SE DETECTO INCUMPLIMIENTO
103,103,NO SE DETECTO INCUMPLIMIENTO
104,104,NO SE DETECTO INCUMPLIMIENTO
105,105,NO SE DETECTO INCUMPLIMIENTO
106,106,NO SE DETECTO INCUMPLIMIENTO
107,107,NO SE DETECTO INCUMPLIMIENTO
108,108,NO SE DETECTO INCUMPLIMIENTO
109,109,NO SE DETECTO INCUMPLIMIENTO
110,110,NO SE DETECTO INCUMPLIMIENTO
111,111,NO SE DETECTO INCUMPLIMIENTO
112,112,NO SE DETECTO INCUMPLIMIENTO
113,113,NO SE DETECTO INCUMPLIMIENTO
114,114,NO SE DETECTO INCUMPLIMIENTO
115,115,NO SE DETECTO INCUMPLIMIENTO
116,116,NO SE DETECTO INCUMPLIMIENTO
117,117,NO SE DETECTO INCUMPLIMIENTO
118,118,NO SE DETECTO INCUMPLIMIENTO
119,119,NO SE DETECTO INCUMPLIMIENTO
120,120,NO SE DETECTO INCUMPLIMIENTO
121,121,NO SE DETECTO INCUMPLIMIENTO
122,122,NO SE DETECTO INCUMPLIMIENTO
123,123,NO SE DETECTO INCUMPLIMIENTO
124,124,NO SE DETECTO INCUMPLIMIENTO
125,125,NO SE DETECTO INCUMPLIMIENTO
126,126,NO SE DETECTO INCUMPLIMIENTO
127,127,NO SE DETECTO INCUMPLIMIENTO
128,128,NO SE DETECTO INCUMPLIMIENTO
129,129,NO SE DETECTO INCUMPLIMIENTO
130,129,NO SE DETECTO INCUMPLIMIENTO
131,131,NO SE DETECTO INCUMPLIMIENTO
132,131,NO SE DETECTO INCUMPLIMIENTO
133,133,Carece de la informacion comercial obligatoria
134,134,NO SE DETECTO INCUMPLIMIENTO
135,135,Producto Caducado
136,136,Carece de fecha de caducidad
137,137,NO SE DETECTO INCUMPLIMIENTO
138,126,NO SE DETECTO INCUMPLIMIENTO
139,139,NO SE DETECTO INCUMPLIMIENTO
140,140,NO SE DETECTO INCUMPLIMIENTO
141,141,NO SE DETECTO INCUMPLIMIENTO
142,142,NO SE DETECTO INCUMPLIMIENTO
143,143,Carece del precio maximo al publico en caracteres legibles e indelebles.
144,144,NO SE DETECTO INCUMPLIMIENTO
145,144,NO SE DETECTO INCUMPLIMIENTO
146,146,NO SE DETECTO INCUMPLIMIENTO
147,146,NO SE DETECTO INCUMPLIMIENTO
148,148,NO SE DETECTO INCUMPLIMIENTO
149,149,NO SE DETECTO INCUMPLIMIENTO
150,150,NO SE DETECTO INCUMPLIMIENTO
151,151,NO SE DETECTO INCUMPLIMIENTO
152,151,NO SE DETECTO INCUMPLIMIENTO
153,153,NO SE DETECTO INCUMPLIMIENTO
154,153,NO SE DETECTO INCUMPLIMIENTO
155,155,NO SE DETECTO INCUMPLIMIENTO
156,155,NO SE DETECTO INCUMPLIMIENTO
157,157,NO SE DETECTO INCUMPLIMIENTO
158,158,NO SE DETECTO INCUMPLIMIENTO
159,159,NO SE DETECTO INCUMPLIMIENTO
160,160,NO SE DETECTO INCUMPLIMIENTO
161,161,NO SE DETECTO INCUMPLIMIENTO
162,149,NO SE DETECTO INCUMPLIMIENTO
163,149,NO SE DETECTO INCUMPLIMIENTO
164,164,NO SE DETECTO INCUMPLIMIENTO
165,165,NO SE DETECTO INCUMPLIMIENTO
166,166,NO SE DETECTO INCUMPLIMIENTO
167,166,NO SE DETECTO INCUMPLIMIENTO
168,168,NO SE DETECTO INCUMPLIMIENTO
169,168,NO SE DETECTO INCUMPLIMIENTO
170,170,NO SE DETECTO INCUMPLIMIENTO
165,170,NO SE DETECTO INCUMPLIMIENTO
171,172,Producto Caducado
172,173,Carece de la lista de ingredientes
173,174,NO SE DETECTO INCUMPLIMIENTO
174,175,NO SE DETECTO INCUMPLIMIENTO
175,176,Carece de nombre y domicilio fiscal del fabricante o importador
176,176,Carece del nombre o denominacion generica del producto
177,178,NO SE DETECTO INCUMPLIMIENTO
178,178,NO SE DETECTO INCUMPLIMIENTO
179,180,Carece de toda informacion comercial  en el producto
166,181,NO SE DETECTO INCUMPLIMIENTO
180,182,NO SE DETECTO INCUMPLIMIENTO
178,182,NO SE DETECTO INCUMPLIMIENTO
181,184,NO SE DETECTO INCUMPLIMIENTO
182,184,NO SE DETECTO INCUMPLIMIENTO
183,186,Carece de toda informacion comercial  en el producto
184,187,Ostenta el Pais de Origen en Idioma Distinto al Espa�ol
185,188,No indica veracidad de la informaci�n comercial
186,189,NO SE DETECTO INCUMPLIMIENTO
187,189,NO SE DETECTO INCUMPLIMIENTO
188,191,NO SE DETECTO INCUMPLIMIENTO
189,191,NO SE DETECTO INCUMPLIMIENTO
190,191,NO SE DETECTO INCUMPLIMIENTO
191,194,Ostenta la informaci�n comercial en idioma distinto al Espa�ol
192,195,La informaci�n  nutrimental  se encuentra en otro idioma distinto al espa�ol
193,196,NO SE DETECTO INCUMPLIMIENTO
170,197,NO SE DETECTO INCUMPLIMIENTO
173,197,NO SE DETECTO INCUMPLIMIENTO
194,199,NO SE DETECTO INCUMPLIMIENTO
195,200,NO SE DETECTO INCUMPLIMIENTO
196,201,NO SE DETECTO INCUMPLIMIENTO
197,202,Producto Caducado
198,203,Carece de fecha de caducidad
199,204,NO SE DETECTO INCUMPLIMIENTO
200,205,NO SE DETECTO INCUMPLIMIENTO
201,206,NO SE DETECTO INCUMPLIMIENTO
202,207,NO SE DETECTO INCUMPLIMIENTO
203,208,NO SE DETECTO INCUMPLIMIENTO
204,209,NO SE DETECTO INCUMPLIMIENTO
205,209,Induce a error o confusion al consumidor con respecto a la naturaleza y caracteristicas del producto
206,211,La informaci�n  nutrimental  se encuentra en otro idioma distinto al espa�ol
207,212,Producto Caducado
208,213,NO SE DETECTO INCUMPLIMIENTO
209,214,Producto Caducado
210,215,NO SE DETECTO INCUMPLIMIENTO
211,216,NO SE DETECTO INCUMPLIMIENTO
211,217,NO SE DETECTO INCUMPLIMIENTO
164,218,NO SE DETECTO INCUMPLIMIENTO
212,219,Carece de leyenda : No etiquetado para su venta Individual
213,220,NO SE DETECTO INCUMPLIMIENTO
213,218,NO SE DETECTO INCUMPLIMIENTO
214,222,NO SE DETECTO INCUMPLIMIENTO
213,223,NO SE DETECTO INCUMPLIMIENTO
215,224,NO SE DETECTO INCUMPLIMIENTO
216,225,NO SE DETECTO INCUMPLIMIENTO
177,226,NO SE DETECTO INCUMPLIMIENTO
217,227,Producto Caducado
218,228,Carece de veracidad en informaci�n
219,229,Producto Caducado
220,230,No indica veracidad de la informaci�n comercial
166,231,NO SE DETECTO INCUMPLIMIENTO
221,232,NO SE DETECTO INCUMPLIMIENTO
222,233,Ostenta la informacion comercial en idioma distinto al espa�ol
223,234,Carece de veracidad en informaci�n
224,235,Producto Caducado
225,236,NO SE DETECTO INCUMPLIMIENTO
226,237,NO SE DETECTO INCUMPLIMIENTO
227,238,NO SE DETECTO INCUMPLIMIENTO
227,239,NO SE DETECTO INCUMPLIMIENTO
228,240,Ostenta la fecha de caducidad en forma ilegible
229,241,NO SE DETECTO INCUMPLIMIENTO
230,242,NO SE DETECTO INCUMPLIMIENTO
231,243,NO SE DETECTO INCUMPLIMIENTO
232,244,NO SE DETECTO INCUMPLIMIENTO
233,245,NO SE DETECTO INCUMPLIMIENTO
234,237,NO SE DETECTO INCUMPLIMIENTO
235,247,Carece de la informaci�n comercial obligatoria en idioma espa�ol
236,248,NO SE DETECTO INCUMPLIMIENTO
237,249,NO SE DETECTO INCUMPLIMIENTO
166,250,NO SE DETECTO INCUMPLIMIENTO
238,251,Producto Caducado
239,252,NO SE DETECTO INCUMPLIMIENTO
240,253,NO SE DETECTO INCUMPLIMIENTO
177,254,NO SE DETECTO INCUMPLIMIENTO
241,255,NO SE DETECTO INCUMPLIMIENTO
242,256,NO SE DETECTO INCUMPLIMIENTO
215,257,NO SE DETECTO INCUMPLIMIENTO
215,258,NO SE DETECTO INCUMPLIMIENTO
243,259,Carece de fecha de caducidad
244,260,Producto Caducado
166,261,NO SE DETECTO INCUMPLIMIENTO
245,262,Producto Caducado
166,263,NO SE DETECTO INCUMPLIMIENTO
177,264,NO SE DETECTO INCUMPLIMIENTO
246,265,Producto Caducado
166,266,NO SE DETECTO INCUMPLIMIENTO
226,267,NO SE DETECTO INCUMPLIMIENTO
247,191,NO SE DETECTO INCUMPLIMIENTO
248,206,NO SE DETECTO INCUMPLIMIENTO
249,270,NO SE DETECTO INCUMPLIMIENTO
250,271,NO SE DETECTO INCUMPLIMIENTO
251,272,NO SE DETECTO INCUMPLIMIENTO
252,273,NO SE DETECTO INCUMPLIMIENTO
253,274,NO SE DETECTO INCUMPLIMIENTO
177,275,NO SE DETECTO INCUMPLIMIENTO
166,276,NO SE DETECTO INCUMPLIMIENTO
254,238,NO SE DETECTO INCUMPLIMIENTO
255,253,NO SE DETECTO INCUMPLIMIENTO
256,279,Carece de logotipo del fabricante
257,280,Carece de logotipo del fabricante
258,281,Carece de la informacion comercial obligatoria en idioma espa�ol
259,282,Carece de logotipo del fabricante
260,283,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
261,284,NO SE DETECTO INCUMPLIMIENTO
262,285,Carece de veracidad en informaci�n
263,286,Carece de fecha de caducidad
264,287,No indica veracidad de la informaci�n comercial
265,288,NO SE DETECTO INCUMPLIMIENTO
266,289,NO SE DETECTO INCUMPLIMIENTO
267,290,Producto Caducado
268,291,NO SE DETECTO INCUMPLIMIENTO
269,292,NO SE DETECTO INCUMPLIMIENTO
270,293,NO SE DETECTO INCUMPLIMIENTO
166,294,NO SE DETECTO INCUMPLIMIENTO
271,295,Carece de toda informacion comercial  en el producto
272,296,NO SE DETECTO INCUMPLIMIENTO
273,297,Carece de fecha de caducidad
274,298,No indica veracidad de la informaci�n comercial
148,299,NO SE DETECTO INCUMPLIMIENTO
275,300,NO SE DETECTO INCUMPLIMIENTO
276,301,Carece de la  cantidad numerica que indique  la ley del metal
277,302,NO SE DETECTO INCUMPLIMIENTO
278,303,NO SE DETECTO INCUMPLIMIENTO
275,304,NO SE DETECTO INCUMPLIMIENTO
279,305,NO SE DETECTO INCUMPLIMIENTO
280,306,NO SE DETECTO INCUMPLIMIENTO
281,306,NO SE DETECTO INCUMPLIMIENTO
282,308,NO SE DETECTO INCUMPLIMIENTO
166,309,NO SE DETECTO INCUMPLIMIENTO
239,310,NO SE DETECTO INCUMPLIMIENTO
283,311,NO SE DETECTO INCUMPLIMIENTO
284,312,NO SE DETECTO INCUMPLIMIENTO
285,313,Carece de la leyenda que identifique el pais de origen
286,314,Ostenta la informacion comercial en idioma distinto al espa�ol
287,314,Ostenta la informacion comercial en idioma distinto al espa�ol
288,316,NO SE DETECTO INCUMPLIMIENTO
289,317,NO SE DETECTO INCUMPLIMIENTO
290,318,NO SE DETECTO INCUMPLIMIENTO
291,319,NO SE DETECTO INCUMPLIMIENTO
292,320,NO SE DETECTO INCUMPLIMIENTO
293,321,NO SE DETECTO INCUMPLIMIENTO
294,322,NO SE DETECTO INCUMPLIMIENTO
295,323,NO SE DETECTO INCUMPLIMIENTO
296,324,NO SE DETECTO INCUMPLIMIENTO
297,325,NO SE DETECTO INCUMPLIMIENTO
298,326,NO SE DETECTO INCUMPLIMIENTO
299,327,NO SE DETECTO INCUMPLIMIENTO
300,328,NO SE DETECTO INCUMPLIMIENTO
301,329,NO SE DETECTO INCUMPLIMIENTO
302,330,NO SE DETECTO INCUMPLIMIENTO
303,331,NO SE DETECTO INCUMPLIMIENTO
304,332,NO SE DETECTO INCUMPLIMIENTO
305,333,NO SE DETECTO INCUMPLIMIENTO
306,334,NO SE DETECTO INCUMPLIMIENTO
307,335,NO SE DETECTO INCUMPLIMIENTO
308,336,NO SE DETECTO INCUMPLIMIENTO
309,337,NO SE DETECTO INCUMPLIMIENTO
310,338,NO SE DETECTO INCUMPLIMIENTO
311,339,NO SE DETECTO INCUMPLIMIENTO
312,340,NO SE DETECTO INCUMPLIMIENTO
313,341,NO SE DETECTO INCUMPLIMIENTO
314,342,NO SE DETECTO INCUMPLIMIENTO
315,343,NO SE DETECTO INCUMPLIMIENTO
316,344,NO SE DETECTO INCUMPLIMIENTO
317,345,NO SE DETECTO INCUMPLIMIENTO
318,346,NO SE DETECTO INCUMPLIMIENTO
319,347,NO SE DETECTO INCUMPLIMIENTO
320,348,NO SE DETECTO INCUMPLIMIENTO
321,349,NO SE DETECTO INCUMPLIMIENTO
322,350,NO SE DETECTO INCUMPLIMIENTO
323,351,NO SE DETECTO INCUMPLIMIENTO
324,352,NO SE DETECTO INCUMPLIMIENTO
325,353,NO SE DETECTO INCUMPLIMIENTO
326,354,Carece de los requisitos generales de etiquetado
327,355,NO SE DETECTO INCUMPLIMIENTO
328,356,NO SE DETECTO INCUMPLIMIENTO
329,357,NO SE DETECTO INCUMPLIMIENTO
330,358,NO SE DETECTO INCUMPLIMIENTO
331,359,NO SE DETECTO INCUMPLIMIENTO
332,360,NO SE DETECTO INCUMPLIMIENTO
333,361,NO SE DETECTO INCUMPLIMIENTO
334,362,NO SE DETECTO INCUMPLIMIENTO
335,363,NO SE DETECTO INCUMPLIMIENTO
336,364,NO SE DETECTO INCUMPLIMIENTO
337,365,Carece  de Leyendas precautorias
338,328,Induce a error o confision con respecto a la naturaleza y caracteristicas del producto
339,367,NO SE DETECTO INCUMPLIMIENTO
340,368,NO SE DETECTO INCUMPLIMIENTO
341,346,NO SE DETECTO INCUMPLIMIENTO
342,370,NO SE DETECTO INCUMPLIMIENTO
343,371,NO SE DETECTO INCUMPLIMIENTO
344,197,NO SE DETECTO INCUMPLIMIENTO
345,373,NO SE DETECTO INCUMPLIMIENTO
346,374,NO SE DETECTO INCUMPLIMIENTO
347,375,NO SE DETECTO INCUMPLIMIENTO
348,376,NO SE DETECTO INCUMPLIMIENTO
349,377,NO SE DETECTO INCUMPLIMIENTO
350,378,NO SE DETECTO INCUMPLIMIENTO
351,379,NO SE DETECTO INCUMPLIMIENTO
352,380,NO SE DETECTO INCUMPLIMIENTO
353,381,NO SE DETECTO INCUMPLIMIENTO
354,382,NO SE DETECTO INCUMPLIMIENTO
355,383,NO SE DETECTO INCUMPLIMIENTO
356,384,NO SE DETECTO INCUMPLIMIENTO
357,385,NO SE DETECTO INCUMPLIMIENTO
358,365,NO SE DETECTO INCUMPLIMIENTO
359,387,NO SE DETECTO INCUMPLIMIENTO
360,365,NO SE DETECTO INCUMPLIMIENTO
361,350,Ostenta la informacion comercial en idioma distinto al espa�ol
362,354,Carece de instrucciones y mode de uso
363,391,NO SE DETECTO INCUMPLIMIENTO
364,392,NO SE DETECTO INCUMPLIMIENTO
365,331,NO SE DETECTO INCUMPLIMIENTO
366,394,NO SE DETECTO INCUMPLIMIENTO
367,395,NO SE DETECTO INCUMPLIMIENTO
368,396,NO SE DETECTO INCUMPLIMIENTO
369,397,NO SE DETECTO INCUMPLIMIENTO
370,398,NO SE DETECTO INCUMPLIMIENTO
371,399,NO SE DETECTO INCUMPLIMIENTO
372,400,Carece de la informacion comercial obligatoria en idioma espa�ol
373,401,NO SE DETECTO INCUMPLIMIENTO
374,402,NO SE DETECTO INCUMPLIMIENTO
375,403,NO SE DETECTO INCUMPLIMIENTO
376,404,NO SE DETECTO INCUMPLIMIENTO
377,405,NO SE DETECTO INCUMPLIMIENTO
378,406,NO SE DETECTO INCUMPLIMIENTO
379,407,Carece de etiqueta de informacion comercial en idioma Espa�ol
380,408,NO SE DETECTO INCUMPLIMIENTO
381,409,NO SE DETECTO INCUMPLIMIENTO
382,410,NO SE DETECTO INCUMPLIMIENTO
383,411,NO SE DETECTO INCUMPLIMIENTO
384,412,NO SE DETECTO INCUMPLIMIENTO
385,413,NO SE DETECTO INCUMPLIMIENTO
386,414,NO SE DETECTO INCUMPLIMIENTO
387,415,NO SE DETECTO INCUMPLIMIENTO
388,416,NO SE DETECTO INCUMPLIMIENTO
389,417,NO SE DETECTO INCUMPLIMIENTO
390,418,NO SE DETECTO INCUMPLIMIENTO
391,419,NO SE DETECTO INCUMPLIMIENTO
392,420,NO SE DETECTO INCUMPLIMIENTO
393,421,NO SE DETECTO INCUMPLIMIENTO
394,422,NO SE DETECTO INCUMPLIMIENTO
395,423,NO SE DETECTO INCUMPLIMIENTO
396,424,NO SE DETECTO INCUMPLIMIENTO
397,425,NO SE DETECTO INCUMPLIMIENTO
398,426,NO SE DETECTO INCUMPLIMIENTO
399,427,NO SE DETECTO INCUMPLIMIENTO
400,428,NO SE DETECTO INCUMPLIMIENTO
401,429,No Ostenta el Pais de Origen en Idioma Espa�ol
402,430,NO SE DETECTO INCUMPLIMIENTO
403,431,NO SE DETECTO INCUMPLIMIENTO
404,432,NO SE DETECTO INCUMPLIMIENTO
405,433,NO SE DETECTO INCUMPLIMIENTO
406,434,NO SE DETECTO INCUMPLIMIENTO
407,435,NO SE DETECTO INCUMPLIMIENTO
408,436,NO SE DETECTO INCUMPLIMIENTO
409,437,NO SE DETECTO INCUMPLIMIENTO
410,438,NO SE DETECTO INCUMPLIMIENTO
410,439,NO SE DETECTO INCUMPLIMIENTO
410,440,NO SE DETECTO INCUMPLIMIENTO
410,441,NO SE DETECTO INCUMPLIMIENTO
411,442,NO SE DETECTO INCUMPLIMIENTO
412,443,NO SE DETECTO INCUMPLIMIENTO
413,370,NO SE DETECTO INCUMPLIMIENTO
414,385,NO SE DETECTO INCUMPLIMIENTO
413,387,NO SE DETECTO INCUMPLIMIENTO
415,375,NO SE DETECTO INCUMPLIMIENTO
416,374,NO SE DETECTO INCUMPLIMIENTO
417,449,NO SE DETECTO INCUMPLIMIENTO
418,450,NO SE DETECTO INCUMPLIMIENTO
419,451,NO SE DETECTO INCUMPLIMIENTO
420,452,NO SE DETECTO INCUMPLIMIENTO
421,453,NO SE DETECTO INCUMPLIMIENTO
422,454,NO SE DETECTO INCUMPLIMIENTO
423,455,NO SE DETECTO INCUMPLIMIENTO
424,456,NO SE DETECTO INCUMPLIMIENTO
425,457,NO SE DETECTO INCUMPLIMIENTO
426,458,NO SE DETECTO INCUMPLIMIENTO
427,459,NO SE DETECTO INCUMPLIMIENTO
428,460,NO SE DETECTO INCUMPLIMIENTO
429,461,NO SE DETECTO INCUMPLIMIENTO
430,462,NO SE DETECTO INCUMPLIMIENTO
431,463,NO SE DETECTO INCUMPLIMIENTO
432,464,NO SE DETECTO INCUMPLIMIENTO
433,465,NO SE DETECTO INCUMPLIMIENTO
434,466,NO SE DETECTO INCUMPLIMIENTO
435,467,NO SE DETECTO INCUMPLIMIENTO
436,468,NO SE DETECTO INCUMPLIMIENTO
437,469,NO SE DETECTO INCUMPLIMIENTO
438,470,NO SE DETECTO INCUMPLIMIENTO
439,471,NO SE DETECTO INCUMPLIMIENTO
410,471,NO SE DETECTO INCUMPLIMIENTO
410,473,NO SE DETECTO INCUMPLIMIENTO
440,474,La informacion comercial obligatoria que se presenta en idioma espa�ol con respecto a la que se expresa en otro idioma se presenta con una altura meno
441,475,Carece de la informacion comercial obligatoria en idioma espa�ol
442,476,NO SE DETECTO INCUMPLIMIENTO
439,477,NO SE DETECTO INCUMPLIMIENTO
410,478,NO SE DETECTO INCUMPLIMIENTO
439,479,NO SE DETECTO INCUMPLIMIENTO
439,480,NO SE DETECTO INCUMPLIMIENTO
439,481,NO SE DETECTO INCUMPLIMIENTO
439,482,NO SE DETECTO INCUMPLIMIENTO
443,352,Carece de Garantia
444,484,NO SE DETECTO INCUMPLIMIENTO
410,485,NO SE DETECTO INCUMPLIMIENTO
439,486,NO SE DETECTO INCUMPLIMIENTO
445,121,NO SE DETECTO INCUMPLIMIENTO
445,488,NO SE DETECTO INCUMPLIMIENTO
439,477,NO SE DETECTO INCUMPLIMIENTO
410,432,NO SE DETECTO INCUMPLIMIENTO
439,491,NO SE DETECTO INCUMPLIMIENTO
214,492,NO SE DETECTO INCUMPLIMIENTO
214,493,NO SE DETECTO INCUMPLIMIENTO
445,494,NO SE DETECTO INCUMPLIMIENTO
445,495,NO SE DETECTO INCUMPLIMIENTO
445,496,NO SE DETECTO INCUMPLIMIENTO
445,497,NO SE DETECTO INCUMPLIMIENTO
445,498,NO SE DETECTO INCUMPLIMIENTO
446,499,NO SE DETECTO INCUMPLIMIENTO
445,500,NO SE DETECTO INCUMPLIMIENTO
445,501,NO SE DETECTO INCUMPLIMIENTO
410,502,NO SE DETECTO INCUMPLIMIENTO
410,503,NO SE DETECTO INCUMPLIMIENTO
214,504,NO SE DETECTO INCUMPLIMIENTO
214,505,NO SE DETECTO INCUMPLIMIENTO
214,506,NO SE DETECTO INCUMPLIMIENTO
214,507,NO SE DETECTO INCUMPLIMIENTO
214,508,NO SE DETECTO INCUMPLIMIENTO
447,509,Carece de advertencias de riesgo por medio de leyendas graficas o simbolos precautorios
448,510,NO SE DETECTO INCUMPLIMIENTO
449,511,NO SE DETECTO INCUMPLIMIENTO
450,512,NO SE DETECTO INCUMPLIMIENTO
451,513,NO SE DETECTO INCUMPLIMIENTO
452,514,NO SE DETECTO INCUMPLIMIENTO
453,515,NO SE DETECTO INCUMPLIMIENTO
454,516,NO SE DETECTO INCUMPLIMIENTO
455,374,NO SE DETECTO INCUMPLIMIENTO
456,373,NO SE DETECTO INCUMPLIMIENTO
457,365,NO SE DETECTO INCUMPLIMIENTO
458,459,NO SE DETECTO INCUMPLIMIENTO
459,379,NO SE DETECTO INCUMPLIMIENTO
460,365,NO SE DETECTO INCUMPLIMIENTO
461,501,NO SE DETECTO INCUMPLIMIENTO
462,460,NO SE DETECTO INCUMPLIMIENTO
463,525,NO SE DETECTO INCUMPLIMIENTO
464,346,NO SE DETECTO INCUMPLIMIENTO
465,527,NO SE DETECTO INCUMPLIMIENTO
466,353,NO SE DETECTO INCUMPLIMIENTO
467,529,NO SE DETECTO INCUMPLIMIENTO
468,351,NO SE DETECTO INCUMPLIMIENTO
469,414,NO SE DETECTO INCUMPLIMIENTO
470,416,NO SE DETECTO INCUMPLIMIENTO
471,533,NO SE DETECTO INCUMPLIMIENTO
472,347,NO SE DETECTO INCUMPLIMIENTO
473,350,NO SE DETECTO INCUMPLIMIENTO
474,348,NO SE DETECTO INCUMPLIMIENTO
475,537,NO SE DETECTO INCUMPLIMIENTO
476,348,NO SE DETECTO INCUMPLIMIENTO
477,539,NO SE DETECTO INCUMPLIMIENTO
478,540,NO SE DETECTO INCUMPLIMIENTO
479,541,NO SE DETECTO INCUMPLIMIENTO
480,542,NO SE DETECTO INCUMPLIMIENTO
481,543,NO SE DETECTO INCUMPLIMIENTO
482,544,NO SE DETECTO INCUMPLIMIENTO
