store_id,store_name,store_purpose,state_id
60,LA MEXICO - CESAR ROBERTO LUEVANO ZARATE,RESTAURANT-BAR,1
61,DISTRIBUIDORA JUGUETRON  S.A. DE C.V.,JUGUETERIA,1
62,CARNITAS SAN PANCHO - SIGELFREDO DURAN ESPARZA,RESTAURANT-BAR,1
63,SINATRA LIVE - MARIOLLA S.A. DE C.V.,BAR,1
64,CROWN BACCARA- ESTHER ZAMORA MENDOZA,ARTICULOS PARA EL HOGAR,1
65,THAI AGUASCALIENTES  S. DE R.L. DE C.V.,RESTAURANT-BAR,1
66,LA MANSION- RICHYCARLS  S.A. DE C.V.,RESTAURANT-BAR,1
67,WING'S AIR FORCE- FRANQUICIAS WING'S AIR FORCE  S. DE R.L. DE C.V.,RESTAURANT-BAR,1
68,ZAPATERIAS TANIA -ISABEL PATRICIA RODRIGUEZ AGUAYO,ZAPATERIA,1
69,TIENDAS SORIANA S. A . DE C. V.,TIENDA DE AUTOSERVICIO,1
70,COPPEL SA DE CV,TIENDA DEPARTAMENTAL,1
71,DULCERIA LA CHACHITA / HECTOR JAVIER DE ALBA PEREZ,DULCERIA,1
72,MARISCOS EL MELON-JORGE ALBERTO RODRIGUEZ GOMEZ,PESCADOS Y MARISCOS,1
73,CENTRO LLANTERO NACOZARI  S. A. DE C. V.,SIN GIRO ESPECIFICO,1
74,EL MUELLE SEA FOOD BAR- SOMOS LOS QUE ESTAMOS S.A. DE C.V.,RESTAURANT-BAR,1
75,RESTAURANTE AUGUSTO�S S.A. DE C.V.,RESTAURANTE,1
76,TIENDAS CHEDRAUI  S. A. DE C. V.,TIENDA DEPARTAMENTAL,1
77,MERENDERO SAN MARCOS - ROSENDO DE ANDA TERAN,RESTAURANT-BAR,1
78,NUEVA WAL MART DE MEXICO  S. DE R. L. DE C. V.,TIENDA DE AUTOSERVICIO,1
79,DPORTENIS- COMERCIAL DPORTENIS  S.A. DE C.V.,ZAPATERIA,1
80,INNOVA SPORT- INNOVA SPORT  S.A. DE C.V.,ROPA DEPORTIVA,1
81,DEL SOL- GRUPO COMERCIAL CONTROL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,1
82,OFFICE DEPOT DE MEXICO  S.A. DE C.V.,ARTICULOS DE OFICINA,1
83,SUSHITO - JUAN FERNANDO OROZCO CARDONA,RESTAURANTE,1
84,CAFEZZITO - CAFEZZITO AGUASCALIENTES S.A. DE C.V.,RESTAURANTE,1
85,PIZZAS LAS CUADRADAS - COMERCIALIZADORA DEL CENTRO S.A. DE C.V.,RESTAURANTE,1
86,SANBORN HERMANOS  S.  A.,TIENDA DEPARTAMENTAL,1
87,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,ACCESORIOS PARA AUTOMOVIL,1
88,COMPONENTES ELECTRONICOS DE AGUASCALIENTES  S. A. DE C. V.,PRODUCTOS ELECTRONICOS,1
89,COMPRA Y VENTA DE ORO Y PLATA- GUADALUPE ALEJANDRA ROMO AGUIRRE,JOYERIA,1
90,JOYERIA GELY - MARIA AUXILIO CHAVEZ MURILLO,JOYERIA,1
91,JOYAS NERI - MARIA GUADALUPE NERI SANTOS,JOYERIA,1
92,FERRETERIA LA GLORIA S. DE R. L. DE C.V.,FERRETERIA,2
93,FERRETERIA HIPODROMO S DE RL DE CV,FERRETERIA,2
94,DISTRIBUIDORA EL FLORIDO  S.A DE C.V.,CARNICERIA,2
95,SUPER DAX LOS ENCINOS,TIENDA DE AUTOSERVICIO,2
96,FARMACIAS ROMA,FARMACIA,2
97,FIX FERRETERIAS,FERRETERIA,2
98,DULCERIA YANET S. DE R.L. DE C.V.,DULCES Y CHOCOLATES,2
99,MERCADO EL AGUAJE,ABARROTES,2
100,PAPELERIA Y MISCELANEA MARA,PAPELERIA,2
101,FARMACIAS DEL AHORRO,FARMACIA,2
102,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAR,2
103,WALDO�S DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,2
104,DULCERIA EL MOLINO,DULCERIA,2
105,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
106,MOTEL VIA,MOTEL,2
107,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,2
108,MOTEL VILLA DORADA,HOTEL,2
109,MOTEL ENSUE�O,HOTEL,2
110,MOTEL BALANDRA,HOTEL,2
111,MOTEL SCALA,HOTEL,2
112,FARMACIA GUSHER S.A. DE C.V.,FARMACIA,2
113,FARMACIA GUSHER  S.A. DE C.V.,FARMACIA,2
114,REYES SALON CANTINA TJ,BAR,2
115,PESCADERIA LAS PLAYAS,PESCADOS Y MARISCOS,2
116,ABARROTES Y CARNICERIA JORGE,CARNICERIA,2
117,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,2
118,MERCADO EMILIA # 1,MERCADO,2
119,MERCADO DIAZ,MERCADO,2
120,MERCADO BENYS Y/O RODRIGUEZ VALENCIA BENITO,MERCADO,2
121,SUSHI FACTORY S.A. DE C.V.,RESTAURANTE,2
122,MERCADO MINERVA II,MERCADO,2
123,BODEGA AURRERA QUINTAS DEL REFUGIO,TIENDA DEPARTAMENTAL,2
124,SEXY ROSA BOUTIQUE,BOUTIQUE,2
125,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,2
126,EMPRESAS MARIA LUISA S. DE R.L. DE C.V.,ABARROTES,2
127,TIENDAS SORIANA  S.A. DE C.V. ( SUCURSAL FLORIDO),TIENDA DE AUTOSERVICIO,2
128,CALIMAX SANCHEZ TABOADA,MINI SUPER,2
129,CASA LEY  S.A DE C.V.,MINI SUPER,2
130,BODEGA AURRERA UNIDAD  DELICIAS,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,2
131,SMART & FINAL SUCURSAL 521,MERCADO,2
132,BODEGA AURRERA UNIDAD EL  AGUILA,TIENDA DE AUTOSERVICIO,2
133,CALIMAX CETYS,MINI SUPER,2
134,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,2
135,CASA LEY S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
136,CALIMAX SAN QUINTIN,TIENDA DE AUTOSERVICIO,2
137,RESTAURANT MISION SANTA ISABEL,RESTAURANTE,2
138,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,2
139,MERCADO V Y M,MERCADO,2
140,CARNE MART SUCURSAL TECATE,CARNICERIA,2
141,LA CENTRAL DE SODA,ALMACEN GENERAL,2
142,MERCADO ALFER,ABARROTES,2
143,CIRCULO K VALLE LAS PALMAS,TIENDAS DE CONVENIENCIA,2
144,PUERTO NUEVO HOTEL Y VILLAS  Y/O DESARROLLOS EDD S.A. DE C.V.,HOTEL,2
145,ITALIANNIS,RESTAURANT-BAR,2
146,COSTCO DE MEXICO S.A. DE C.V.,LAVADO Y ENGRASADO,2
147,SPORTS FAN,ROPA DEPORTIVA,2
148,LOB FOOTWEAR  S.A. DE C.V.,ZAPATERIA,2
149,JACA�S TEQUILERIA Y TAPAS,BAR,2
150,BODEGON ROSALES,ABARROTERA,2
151,DISTRIBUIDORA EL CHARAL,CENTRALES DE ABASTO,2
152,RAMTONIO DULCERIA,DULCERIA,2
153,MERCADO Y CARNICERIA AL COSTO,ABARROTES,2
154,BOUTIQUE LA ROPA,ROPA PARA DAMA,2
155,ZAPATERIA 3 HERMANOS Y/O TIRIOZA S.A DE C.V.,ZAPATERIA,2
156,ZAPATERIA ESTRELLA NI�OS,ZAPATERIA,2
157,DULCERIA EL COMPADRE,DULCERIA,2
158,DULCERIA ADILENE,DULCES Y CHOCOLATES,2
159,DULCERIA PENINSULAR,DULCERIA,2
160,DULCERIA EL CHATO,DULCERIA,2
161,DULCERIA AYALA,DULCERIA,2
162,ALIMENTOS FINOS AILED  S. DE R.L. DE C.V.,ABARROTERA,2
163,SUPER CARNICERIA Y FRUTERIA EL LIMOSIN,ABARROTES,2
164,MERCADO SAUCEDO,ABARROTES,2
165,DISTRIBUIDORA EL RORRO,ALMACEN GENERAL,2
166,MINI MARKET NAVSON,ABARROTES,2
167,MERCADO BRISMA  S.A.,MERCADO,2
168,MERCADO  Y CARNICERIA REFORMA,ABARROTES,2
169,MERCADO LA VILLITA Y/O SILVIA GONZALEZ,ABARROTES,2
170,PAMPAS RESTAURANTE DO BRASIL,RESTAURANTE,2
171,RESULTA & RESALTA,BOUTIQUE,2
172,PAPELERIA Y DULCERIA JUVERA,DULCES Y CHOCOLATES,2
173,SUPER DULCES,DULCERIA,2
174,RAMTONIO DULCERIAS,DULCERIA,2
175,SKANDALOS BOUTIQUE,BOUTIQUE,2
176,DULCERIA ARCOIRIS,DULCERIA,2
177,FRUTERIA Y DULCERIA HUICHO,FRUTAS,2
178,DULCERIA DON TIMO,DULCERIA,2
179,CABANNA,BAR,2
180,RESTAURANT EL RODEO,RESTAURANTE,2
181,FONDA ARGENTINA S.A. DE C.V.,RESTAURANTE,2
182,APPLEBEE�S ROSARITO,RESTAURANT-BAR,2
183,DULCERIA DON MAX,DULCERIA,2
184,OK ACCESORIES,NOVEDADES Y FANTASIAS,2
185,AUTOSERVICIO EL ANDARIEGO,ABARROTES,2
186,MERCADO SAN SEBASTIAN,ABARROTES,2
187,ABARROTES Y CARNICERIA LAS GUERITAS,CARNICERIA,2
188,TORTILLERIA MORA,TORTILLERIA,2
189,AUTO SERVICIO OJEDA,ABARROTES,2
190,MERCADO LAS GRANJAS,ABARROTES,2
191,ABARROTES JARDIN 2,ABARROTES,2
192,FARMACIAS GUSHER,FARMACIA,2
193,MERCADO GARZAS,MERCADO,2
194,ABARROTES PAOLA,ABARROTES,2
195,ABARROTES CACHANILLA,ABARROTES,2
196,IMPORTADORA Y DISTRIBUIDORA LA CANASTA S. DE R.L. DE C.V.,CARNICERIA,2
197,MERCADO CASABLANCA,MERCADO,2
198,MERCADO VISTA MAR,ABARROTES,2
199,MERCADO EL AHORRO,ABARROTES,2
200,MERCADO HECTORS,MERCADO,2
201,CARNICERIA CASTILLO,CARNICERIA,2
202,CARNICERIA LOMAS,CARNICERIA,2
203,MINIMERCADO Y CARNICERIA LA ESCONDIDA,CARNICERIA,2
204,HIGH LIFE DE TIJUANA  S.A. DE C.V.,PRENDAS DE VESTIR,2
205,MERCADO LA ESMERALDA,ABARROTES,2
206,CARNICERIA Y FRUTERIA MI TIJUANA,CARNICERIA,2
207,SUPERMERCADO EL DORADO,MERCADO,2
208,COMERDCIALIZADORA KIN,DULCES Y CHOCOLATES,2
209,ABARROTES LESLY,ABARROTES,2
210,ABARROTES VILLA DEL REAL,ABARROTES,2
211,MERCADO 5 HERMANOS S.A. DE C.V.,MERCADO,2
212,TATIANA�S CURIOS,ARTESANIAS,2
213,CURIOS LA MINA DE TAXCO,JOYERIA,2
214,ANDROID STORE COMMUNICATIONS,TELEFONIA CELULAR,2
215,RULE�S  PLACE,JOYERIA,2
216,CURIOS RUBENS,JOYERIA,2
217,MEGA DULCES,DULCES Y CHOCOLATES,2
218,TIENDAS SORIANA  S.A. DE C.V. (SUCURSAL- RIO),PLAZA COMERCIAL,2
219,COMERCIALIZADORA DE ALIMENTOS EL MAYA,ABARROTERA,2
220,SMART & FINAL DEL NOROESTE S.A. DE C.V.,MERCADO,2
221,CASA CHAPA,ABARROTERA,2
222,MERCADO PARIS,MERCADO,2
223,ABARROTES NANCY,ABARROTES,2
224,MERCADO MONTES,ABARROTES,2
225,ABARROTES SALVATIERRA,ABARROTES,2
226,ABARROTES COSIO,ABARROTES,2
227,CARNICERIA TIJUANA Y/O GUSTAVO REYES CANIZALES,CARNICERIA,2
228,DULCERIA LA PI�ATA,DULCERIA,2
229,DULCERIA VILLA NUEVAS,DULCERIA,2
230,DULCERIA LA  CANASTA,DULCERIA,2
231,DULCERIA JUNIOR,DULCES Y CHOCOLATES,2
232,COMERCIALIZADORA KIN,DULCES Y CHOCOLATES,2
233,BAJAS JEWELS,JOYERIA,2
234,CREACIONES JOYERIA PADILLA,JOYERIA,2
235,ALEXANDER JOYEROS,JOYERIA,2
236,JOYERIA GEMA,JOYERIA,2
237,JOYERIA Y REGALOS MONTE CARLO,JOYERIA,2
238,HILTON JOYERIAS,JOYERIA,2
239,JOYERIA MONTECARLO,JOYERIA,2
240,JOYERIA SANDOVAL,JOYERIA,2
241,EL TRIUNFO,ABARROTES,2
242,MERCADO Y CARNICERIA LA FIESTA,ABARROTES,2
243,MERCADO EL AVENTURERO,ABARROTES,2
244,CAMPOS REYEROS Y CIA S.A. DE C.V. Y/O COMEX,PINTURAS,3
245,PASSARELA Y/O LUZ INES DE LA TOBA AMADOR,BOUTIQUE,3
246,ANGELA GUADALUPE ANAYA GOROSAVE Y/O COMPANY STORE NI�AS,ROPA INFANTIL,3
247,OXXO CAMINO REAL Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
248,OXXO ARCOIRIS Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
249,OXXO ESMERALDA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
250,OXXO PINO PALLAS Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
251,OXXO AYUNTAMIENTO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
252,OXXO ATARDECERES Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
253,DULCEROS DE BAJA CALIFORNIA SUR  S.A. DE C.V. Y/O BODEGON DULCERO,DULCERIA,3
254,LA RANITA DISTRIBUCIONES S. DE R.L. DE C.V. Y/O EL DESCONTON,DULCERIA,3
255,LURAIMA  S.A. DE C.V. (DULCERIA LA CONEJA),DULCERIA,3
256,LA RANITA DISTRIBUCIONES  S. DE R. L. DE C.V.,DULCES Y CHOCOLATES,3
257,FRANCISCO DE JESUS AGUIRRE VAZQUEZ Y/O DULCERIA BETO'S,DULCERIA,3
258,MARCO DAHI DOMINGUEZ HIGUERA Y/O DULCERIA OSCARIN,DULCERIA,3
259,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES 2,DULCES Y CHOCOLATES,3
260,OXXO PADRE KINO Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
261,OXXO SUR Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
262,OXXO LA FUENTE Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
263,OXXO EL PALMAR Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,3
264,OXXO ALLENDE Y/O CADENA COMERCIAL OXXO  S.A.D E C.V.,TIENDAS DE CONVENIENCIA,3
265,OXXO 20 DE NOVIEMBRE Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
266,OXXO SALINAS LEAL Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
267,ADELA GERALDO MORALES Y/O DULCERIA DULCE,DULCERIA,3
268,DULCES ROSSY  S.A. DE C.V.,DULCERIA,3
269,OXXO KINO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
270,OXXO BRAVO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
271,OXXO MARGARITA MAZA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
272,JESUS ENRIQUE DUARTE GOMEZ Y/O  DULCERIA LA RANITA,DULCERIA,3
273,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES,DULCERIA,3
274,MARIA ELVIA PEREZ VALENZUELA  Y/O DULCERIA EL VENADITO,DULCERIA,3
275,DULCES SEMILLAS Y PLASTICOS  D�AZ SC DE R.L. DE C.V. Y/O DULCERIA LA PI�ATA,DULCES Y CHOCOLATES,3
276,DULCERIA ALADINOS S.A. DE C.V.,SEMILLAS Y CHILES SECOS,3
277,TIENDAS CHEDRAUI S.A. DE C.V.,TIENDA DE AUTOSERVICIO,3
278,LA PAZ COMERCIAL  S.A. (ALMACENES EL AGUILA),TIENDA DEPARTAMENTAL,3
279,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,3
280,ELEKTRA DEL MILENIO  S.A. DE C.V.,MUEBLERIA,3
281,SEARS OPERADORA  MEXICO  S.A. DE C.V. Y/O SEARS,TIENDA DEPARTAMENTAL,3
282,HERMANOS BATTA S.A. DE C.V. Y/O B HERMANOS,ZAPATERIA,3
283,GRUPO CALZAPATO S.A.DE C.V.,ZAPATERIA,3
284,BAJA STAR   CORP  S.A. DE C.V.,ZAPATERIA,3
285,COMERCIALIZADORA DAX S.A. DE C.V.  Y/O TIENDA DAX,TIENDA DEPARTAMENTAL,3
286,MARIA ISABEL ANGULO LUCERO Y/O DULCES Y SEMILLAS LOS PEQUES,DULCERIA,3
287,INSTALACIONES TECNICAS CALIFORNIA S.A. DE C.V.,PRODUCTOS ELECTRICOS,3
288,OXXO CORTINEZ  Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
289,OXXO TUNA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
290,CADENA COMERCIAL OXXO S.A. DE C.V. Y/O OXXO LAZARO CARDENAS,TIENDAS DE CONVENIENCIA,3
291,APPLEMEX  S.A. DE C.V. Y/O APPLEBEE ' S   SUCURSAL LA PAZ,RESTAURANTE,3
292,NAYTA  S.A. DE C.V. (RESTAURANT EL AURA),RESTAURANT-BAR,3
293,HOTELES Y RESTAURANTES  S.A. DE C.V. (RESTAURANTE),RESTAURANT-BAR,3
294,JOKTAN ELBERT Y/O RESTAURANT BAR FRITZ,RESTAURANT-BAR,3
295,LAURA ELENA CARRILLO CASTILLO Y/O ASADERO RANCHO VIEJO 2,RESTAURANT-BAR,3
296,CASA LEY  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,3
297,CARLOS ARAMBURO  S.A. DE C.V. Y/O SUPERMERCADO ARAMBURO FORJADORES,TIENDA DE AUTOSERVICIO,3
298,ALISER FELIX ORTEGA Y/O ALISER  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,3
299,TIENDAS SORIANA  S.A. DE C.V. Y/O SUCURSAL EL MEZQUITITO (621),TIENDA DE AUTOSERVICIO,3
300,TIENDAS SORIANA S.A. DE C.V. Y/O CITY CLUB,TIENDA DE AUTOSERVICIO,3
301,TIENDAS SORIANA S.A. DE C.V. Y/O SORIANA LA BALLENA (521),TIENDA DE AUTOSERVICIO,3
302,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V. Y/O WALMART SUPER CENTER,TIENDA DEPARTAMENTAL,3
303,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V. Y/O SAMS CLUB COLA DE BALLENA,TIENDA DE AUTOSERVICIO,3
304,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. Y/O SUCURSAL MEGA LA PAZ,TIENDA DE AUTOSERVICIO,3
305,LEY EXPRESS MIRAMAR Y/O CASA LEY  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,3
306,LEY EXPRESS PROGRESO Y/O CASA LEY  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,3
307,TIENDAS CHEDRAUI S.A.DE C.V.,TIENDA DE AUTOSERVICIO,3
308,BODEGA AURRERA CAMINO REAL   Y/O NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,3
309,LEY EXPRESS CAMINO REAL 1222 Y/O CASA LEY S.A.DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,3
310,TIENDAS SORIANA  S.A. DE C.V. SUCURSAL CAMINO REAL (620),TIENDA DE AUTOSERVICIO,3
311,ALISER CAMINO REAL Y/O ALISER  S.A. DE C.V.,ABARROTES,3
312,CARLOS ARAMBURO  S.A. DE C.V. Y/O SUPERMERCADO ARAMBURO 16 DE SEPTIEMBRE,TIENDA DE AUTOSERVICIO,3
313,CARLOS ARAMBURO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,3
314,TIENDAS CHEDRAUI  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,3
315,OXXO CALANDRIO Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,3
316,MISCELANEA EL TUCAN Y/O LEONARDA MARIA SANTOS CHAVEZ,ABARROTES,3
317,MINIMART TABACHINES Y/O CARLOS ARAMBURO  S.A. DE C.V.,ABARROTES,3
318,JUAN RICARDO MEDINA VARELA Y/O MINI SUPER PINGUI,ABARROTES,3
319,OXXO DIANA LAURA Y/O CADENA COMERCIAL OXXO S.A.DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,3
320,"GUADALUPE REBECA RIVERA GOMEZ Y/O MATERIALES Y FERRETERIA ""LOS JOAQUINES""",MATERIALES PARA CONSTRUCCION,3
321,ENERGIA Y COMUNICACIONES DE MEXICO S.A. DE C.V. Y/O ENERCOMM,SERVICIO ELECTRICO AUTOMOTRIZ,3
322,DULCE MARIA LUCERO AMADOR Y/O VICTORIAS,BOUTIQUE,3
323,JUANA MARIA ALEJOS VASQUEZ Y/O OPTICA,OPTICA,3
324,INES ARREOLA MIRANDA Y/O DULCERIA EL CHAPULIN,DULCES Y CHOCOLATES,3
325,VERONICA VERDUZCO Y/O REGALOS TUTU,REGALOS,3
326,JOSE ANTONIO BATALLA LOPEZ Y/O ALMACENES BATALLA,VETERINARIA,3
327,TRACTO DIESEL DEL MAR DE CORTEZ S.A. DE C.V.,REFACCIONARIA AUTOMOTRIZ,3
328,ANTONIA LUCERO ANGULO Y/O DULCERIA SOTRES,DULCES Y CHOCOLATES,3
329,MARINO SPORT Y/O VICTOR JESUS SANCHEZ UNZON,PRENDAS DE VESTIR,3
330,4 STREET Y/O FRANCISCO JAVIER AGUILAR VILLAVICENCIO,RESTAURANTE,3
