client_id,store_id,product_id
7,5277,14770
7,5277,14770
7,5277,14770
7,5277,14771
7,1111,1193
7,1111,1193
7,5122,14207
7,5122,14207
8,6458,16803
8,6458,16803
8,6458,16803
9,6029,16040
9,6029,16040
10,5535,15089
10,5535,15089
10,5535,15089
10,4919,13508
10,4919,13508
10,4919,13556
10,5874,15788
10,4188,11873
10,4188,11873
10,4188,11873
10,10278,23710
10,10278,23710
10,10278,23710
10,10278,23711
10,4532,12947
10,4532,12948
10,4532,12948
12,11250,25342
12,11250,25342
12,11250,25342
12,11250,25343
12,6299,16495
12,1625,2089
12,1625,2090
12,9827,23239
12,9827,23239
12,9827,23239
12,12054,27439
12,12054,27440
12,12054,27440
12,1633,2113
12,1633,2113
12,1633,18516
12,5896,15835
12,7586,18540
12,7586,18541
12,7586,18541
13,5077,14137
13,11281,25494
13,11281,25500
13,11281,25500
13,11281,25501
13,11281,25501
13,2246,4557
13,9136,22653
13,9136,22653
13,9136,22655
13,6541,16927
13,3201,7874
13,3201,7874
13,3085,5165
13,3085,5165
13,3085,7397
13,3085,7397
13,3085,7398
13,3085,15680
13,3085,15680
13,3085,15680
13,3085,15709
13,3085,15709
13,3085,15710
13,3085,15710
13,3085,15711
13,8325,21100
13,8325,21100
13,8325,21101
13,8325,21101
13,8325,21102
13,8325,21102
13,8325,21103
13,8325,21103
13,8325,21103
13,4084,11546
13,4084,11546
13,4084,11546
13,4084,11547
13,4084,11547
13,4084,11549
13,4084,11549
13,4084,11550
13,4084,11550
14,3771,10215
14,3771,10216
14,3771,10216
14,3771,10216
14,3771,10217
14,3771,10218
14,3771,10218
14,6170,16238
14,6170,16238
14,6170,16238
14,6170,16239
14,6170,16239
14,6170,16239
14,3518,9203
14,3518,9203
14,3518,9204
14,3518,9204
14,3518,9204
14,3518,9205
14,9236,22970
14,7927,19437
14,7927,19437
14,7927,19943
14,7927,19943
14,7927,19943
14,4504,13028
14,4504,13028
14,4504,13028
14,4504,13030
14,4504,13030
14,4504,13031
14,4504,13031
14,4504,13031
15,4514,12899
15,4514,12899
15,4514,12899
15,4514,12900
15,4514,12902
15,4514,12902
15,1152,1241
15,1152,1241
15,1152,1241
15,891,893
15,891,893
15,891,893
15,4343,12419
15,4343,12419
15,4343,12419
15,4343,12421
15,4343,12421
15,4343,12812
15,4343,12813
15,8383,21241
15,8383,21241
15,8383,21241
15,8383,21241
15,8383,21241
15,8383,21241
16,8303,21004
16,8114,20091
16,8114,20091
16,8114,20091
16,8114,20093
16,8114,20093
16,8114,20093
16,8114,20095
16,8114,20095
16,1715,2404
16,1715,2405
17,1223,1341
17,1223,1341
18,30,48
18,30,48
18,4311,12316
18,4311,12316
18,4311,12316
18,4311,12783
18,4311,12783
18,4311,12783
18,4311,12785
18,4311,12785
18,4311,12785
18,11917,27061
18,11917,27061
18,11917,27061
18,11060,24634
18,11060,24634
18,11515,26419
18,11515,26419
18,2363,5014
18,2363,5014
18,2363,5014
18,2363,5016
19,1583,1924
19,1583,1924
19,5205,14389
19,6354,16606
19,6354,16607
19,6354,16607
19,6354,16607
19,6354,16608
19,6354,16608
19,6354,16608
19,8350,21201
19,8350,21201
19,8350,21202
19,8350,21202
19,8350,21203
19,8350,21203
19,8350,21203
20,6149,16206
20,6149,16206
20,6149,16640
20,6149,16640
20,6359,16621
20,6359,16621
20,6359,16621
20,1270,1485
20,1270,1486
20,1270,1487
20,1270,1487
21,7298,18067
21,7298,18067
21,5295,14623
21,7957,19505
21,7957,19507
21,10486,23983
21,10198,23595
21,10198,23595
21,4362,12477
21,4362,12477
21,4362,12477
22,6716,17194
22,6716,17194
22,6716,17195
22,6716,17195
22,3962,11011
22,3962,11012
22,1946,3272
22,1946,3272
22,1946,3273
22,3474,8986
22,3474,8986
22,3474,8986
22,3474,8990
22,3474,8990
22,3474,8990
23,4295,12266
23,4295,12266
23,2785,6257
24,10325,23764
25,8300,20991
26,8691,21534
26,5955,15936
26,5955,15937
26,5955,15937
26,5955,15938
26,5955,15938
26,5955,15938
27,10398,23863
27,10398,23863
27,6182,16260
27,9109,22533
27,9109,22534
27,9109,22534
27,9109,22534
28,757,742
28,1680,2266
28,1680,2266
28,1680,2266
28,1680,2267
28,1680,2267
28,1680,2267
28,6865,17412
28,6865,17412
28,6865,17412
28,4859,13390
28,4859,13390
28,4859,13390
28,4498,12851
28,4498,12731
28,4498,12731
28,4498,12731
29,8219,20560
29,8219,20560
29,8219,20562
29,8219,20562
29,8219,20564
29,8219,20564
29,8219,20564
29,10345,23787
29,10345,23787
29,10345,23787
29,8693,21526
29,8693,21526
29,975,988
29,975,988
29,975,988
29,8894,22043
29,8894,22043
29,8894,22044
29,8894,22044
29,8894,22044
30,4002,11157
30,4002,11157
30,4002,11158
30,4002,11158
30,4002,11158
30,4002,11159
30,4002,11159
30,4002,11159
30,2769,6200
30,2769,6200
30,2769,6200
31,7742,18925
31,1493,1814
31,1493,1814
31,1493,1814
31,2672,5867
31,2672,5869
31,4486,12809
31,4486,12810
31,4486,12810
31,4486,12810
31,4486,12811
31,4486,12811
31,4486,12811
31,8807,21724
31,8807,21724
31,8807,21725
31,7510,18415
31,7510,18415
31,7510,18393
31,7510,18393
32,5265,14550
32,5265,14551
32,5265,14551
32,5265,14551
32,3764,10187
32,3764,10187
32,3764,10188
32,3764,10189
32,3764,10189
32,3764,10189
32,11502,26402
33,8518,21383
33,8518,21383
33,4905,13519
33,4905,13519
33,4905,13520
33,4905,13520
33,4905,13521
33,11252,25362
33,11252,25362
33,11252,25366
33,11252,25366
33,11252,25366
33,9240,23013
33,9240,23013
33,7321,18099
33,7321,18099
33,7321,18099
33,2374,5059
33,2374,5059
33,2374,5062
33,2374,5062
33,2374,5062
33,2374,5064
33,2374,5066
33,2374,5343
33,2374,5343
33,2374,5343
33,2374,5344
33,2374,5344
33,2374,5480
33,2374,5481
33,2374,6589
33,2374,6589
33,2374,6596
33,2374,6596
33,2374,6596
33,2374,6604
33,2374,6605
33,2374,6605
33,2374,6608
33,2374,6608
33,2374,6609
33,2374,6610
33,2374,6610
33,2374,6610
33,2374,19406
33,2374,19406
33,2374,19582
33,2374,19582
33,2374,19583
33,2374,19583
33,2374,19783
33,2374,19783
33,2374,19785
33,2374,19785
33,2374,19872
33,2374,19872
33,2374,19872
33,2374,19873
33,2374,19873
33,2374,19875
33,2374,19875
33,2374,19875
33,2374,19876
33,2374,19591
33,2374,19591
33,2374,19591
33,2374,20339
33,2374,20339
33,2374,20339
33,2374,20428
33,2374,20428
33,2374,20428
33,2374,20668
33,2374,20670
33,2374,20813
33,2374,20850
33,2374,20850
33,2374,20851
33,2374,20851
33,2374,20851
33,2374,20868
33,2374,20868
33,2374,20868
33,2374,20869
33,2374,20927
33,2374,20927
33,2374,20847
33,2374,20847
33,2374,20944
33,2374,20944
33,2144,4115
33,2144,4115
34,393,428
34,393,428
34,6914,17487
35,6278,16454
35,6278,16454
35,6278,16454
35,6278,16455
35,6278,16455
35,1614,2052
35,7364,18165
35,7364,18165
35,7364,18165
35,5446,14863
35,5446,14863
35,5446,14863
35,5446,14864
35,5446,14864
35,5446,14864
35,5446,14865
35,5446,14865
35,5446,14865
35,5446,14867
35,5446,14867
35,5446,14867
35,5446,14871
35,5446,14874
35,5446,14874
35,5446,14874
35,5446,14875
35,5446,14875
35,5446,14875
35,5446,14878
35,5446,14878
35,5446,14878
35,5446,14879
36,6760,17260
36,6760,17260
36,6760,17260
36,5452,14890
36,5452,14890
36,5452,14890
36,5452,14891
36,2098,3932
36,2098,3934
36,2098,3934
38,6713,17191
38,4946,13676
38,4946,13676
38,4946,13678
38,4946,13678
38,4946,13678
38,5190,14355
38,5190,14355
38,5190,14355
39,6458,16802
39,6458,16803
39,6458,16803
39,6458,16803
39,1946,3272
39,1946,3272
39,1946,3272
39,4579,13123
39,4579,13123
39,4579,13123
39,5935,15896
39,5668,15365
39,5668,15365
39,5668,15365
39,11356,25906
39,11356,25906
39,11356,25907
39,11356,25908
39,11356,25908
39,5628,15291
39,1584,1925
39,1584,1925
39,1584,1925
39,1584,1926
39,1584,1926
39,1584,1927
39,1584,1927
39,1584,1929
40,1795,2726
40,1795,2726
40,1795,2726
40,1795,2727
40,1795,2727
40,1795,2727
40,1795,2728
40,1795,2728
40,1795,2728
40,1795,2730
40,1795,2730
40,6684,17150
40,8395,21246
40,8395,21246
40,8395,21246
40,11896,27001
41,8902,22081
41,8902,22081
41,8902,22081
42,6319,16531
42,8884,22002
42,9763,23206
42,9763,23217
42,9763,23217
42,9763,23217
42,1461,1784
42,1461,1784
43,9465,23087
43,9465,23087
43,9465,23087
43,6060,16085
43,6060,16085
43,6060,16085
43,1641,2141
43,1641,2141
43,1641,2141
43,1641,2142
43,1641,2142
43,1641,2144
43,1641,2144
43,10845,24381
43,6384,16669
43,6384,16670
43,3063,7289
43,3063,7290
43,3063,7290
43,3063,7292
43,3063,7292
43,3063,7293
43,3063,7293
43,3063,7294
43,3063,7294
43,3063,7294
43,3063,7295
43,3063,7296
43,3063,7296
43,3063,7296
43,3063,7297
43,3063,7297
43,3063,7055
43,3063,7055
43,3063,7055
43,3063,7316
43,3063,7316
43,3063,7316
43,3063,5111
43,3063,5111
43,3063,5111
43,3063,7345
43,3063,7345
43,3063,7346
43,3063,7346
43,3063,7347
43,3063,7347
43,3063,7777
43,3063,7778
43,3063,7778
43,3063,7778
43,3063,7779
43,3063,7779
43,3063,7779
43,3063,7780
43,3063,7780
43,3063,7780
43,3063,15927
43,3063,15927
43,5791,15633
43,5791,15633
43,5791,15633
44,9493,23108
44,9493,23108
44,8151,20241
44,8151,20241
44,8151,20241
44,8151,20242
44,8151,20244
44,8151,20244
44,8151,20244
46,2235,4504
46,2235,4504
46,2235,4504
46,2235,4509
46,2235,4509
46,2235,4509
46,2235,4511
46,2235,4512
46,2235,4513
46,2235,4515
46,2235,4515
46,2235,4517
46,2235,4517
46,2235,4517
46,2235,4518
46,2235,4518
46,2235,4518
46,2235,4519
46,6290,16477
46,6290,16477
46,6290,16380
46,6290,16380
46,3529,9255
47,2540,5580
47,2540,5581
47,2540,5581
47,2232,4489
47,2232,4489
47,262,293
47,262,293
47,262,293
47,262,355
47,262,355
47,748,755
47,748,755
47,5915,15866
47,5915,15866
47,5915,15866
47,5915,15689
47,5915,15689
47,5915,15689
47,8512,21377
47,8512,21377
47,8512,21377
47,10725,24239
47,10725,24239
47,3672,9856
47,3672,9856
47,3672,9857
47,3672,9857
47,3672,9857
48,7595,18575
48,7595,18575
48,7595,18575
48,7595,18576
48,7595,18577
48,822,822
48,822,822
48,822,822
48,7945,19478
49,44,76
49,44,76
49,44,76
50,1160,1250
51,4988,13826
51,4675,13173
51,3804,10380
51,3804,10380
51,3804,10380
51,2297,4760
51,2297,4760
51,2297,4760
51,2297,4761
51,2297,4761
51,2297,4762
51,2297,5545
51,2297,5545
51,679,723
51,679,723
52,10922,24469
52,10922,24469
52,9400,23013
52,11314,25682
52,11314,25682
52,11314,25682
52,11314,25683
52,11314,25686
52,2648,5749
52,2648,5749
52,2648,5749
52,4993,13843
52,4993,13843
52,4993,13843
53,11796,26839
53,10220,23630
53,10220,23630
53,10220,23630
53,2091,3901
53,2091,3901
53,2091,3901
53,2091,3902
53,2091,3902
53,1511,1829
53,1511,1829
53,1511,1829
53,1073,1137
53,1073,1137
53,1073,1137
53,1833,2852
53,1833,2852
53,1833,2852
53,1833,2853
53,1833,2854
55,6674,17133
55,6674,17133
55,3372,8548
55,3372,8548
55,3372,6691
55,3372,6691
55,3372,8549
55,8707,21551
55,8707,21551
55,8707,21551
55,8707,21576
55,2072,3838
55,2072,3838
55,2072,3841
55,2334,4881
55,2334,4881
55,2334,4881
55,3651,9768
55,3651,9768
55,3651,9771
55,3651,9771
55,3651,9772
55,3651,9772
55,3651,9772
56,864,862
57,4026,11283
57,4026,11283
57,4026,11284
57,4026,11285
57,4026,11286
57,4026,11286
57,4026,11286
58,8461,21313
58,8461,21313
58,8461,21313
58,6270,16430
58,6270,16430
58,6270,16617
59,5847,15736
59,3696,5161
59,3696,5161
59,3696,9944
59,3696,7100
59,3696,7100
59,3696,7100
59,3322,8332
59,3322,8333
59,6577,16990
59,1989,3451
59,1989,3451
59,1989,3453
59,1989,3453
59,1989,3454
59,1989,3454
59,1989,3454
59,8881,21982
59,8881,21983
59,8881,21986
59,8881,21986
59,8881,21986
59,7409,18247
59,7409,18247
59,7176,17884
59,7176,17884
59,7176,17884
60,3350,2792
60,3350,8437
60,3350,8438
60,3350,8439
60,3350,2740
60,3242,8009
60,3242,8009
60,3242,8009
60,4187,11870
60,4187,11870
60,4187,11870
60,9923,23275
60,9923,23275
60,9946,23250
60,9946,23250
60,9946,23250
60,6485,16847
60,6485,16847
60,8323,21095
60,8323,21095
61,11488,26381
61,11488,26381
61,11488,26381
61,748,755
61,748,755
61,748,755
62,11724,26731
62,11724,26731
62,12098,27585
62,12098,27585
62,12098,27585
62,1472,1795
62,1472,1795
63,8108,20077
63,8108,20077
63,105,148
63,105,148
63,105,148
64,4362,12476
65,1997,3512
65,1997,3523
65,1997,3523
65,1997,3526
65,1997,3526
65,1997,8978
65,1997,8978
65,1997,8978
65,1997,8979
65,1997,8979
65,1997,8980
65,1997,8981
65,1997,8981
65,7608,18615
65,7608,18615
65,8409,21260
65,3075,5123
65,3075,5123
65,3075,5123
65,3075,7337
65,3075,7337
65,3075,7337
65,3075,7339
65,3075,10239
65,3075,10239
65,3075,10239
65,3075,10240
65,3075,10240
65,3075,10242
65,7853,19264
65,7853,19264
65,7853,19264
65,7853,19267
65,2236,4522
65,2236,4522
65,7755,18962
65,7755,18962
65,7755,18962
67,9133,22637
67,9133,22637
67,4056,11426
67,4056,11426
67,4056,11427
67,4056,11427
67,4056,11428
67,4056,11428
67,4056,11429
68,2144,4112
68,2144,4112
68,2144,4113
68,2144,4113
68,2144,4114
68,2144,4114
68,4247,12048
68,4247,12048
68,4247,12048
68,4247,12049
68,4247,12049
68,4247,12049
68,3341,8404
68,3341,8405
68,3341,8405
68,3341,8405
68,3341,8406
68,3341,8406
68,3341,8406
68,5595,15234
68,7128,17815
68,7128,17815
68,7128,17815
69,2919,6803
69,2919,6803
69,2919,6804
69,2919,6804
69,2919,6805
69,2919,6805
69,2919,6805
69,6812,17331
69,6812,17331
69,11723,26730
69,11723,26730
69,11723,26730
69,535,572
69,535,572
69,535,572
70,56,94
70,56,94
70,56,94
71,2303,4773
71,2303,4773
71,2303,4774
71,2303,4774
71,2303,4774
71,2303,4775
71,2303,4775
71,2303,4775
71,3921,10873
71,3921,10874
71,3921,10874
71,3921,10874
71,5073,14129
71,5073,14129
71,5073,14129
71,5073,14129
71,5073,14129
71,5073,14129
71,10896,24439
71,3627,9673
71,3627,9676
71,3627,9676
72,2084,3874
72,2084,3876
72,10187,23578
72,10187,23579
72,1795,2726
72,1795,2726
72,1795,2726
72,1795,2729
72,1795,2729
72,1795,2730
72,1795,2730
72,1795,2730
72,11876,26944
72,11876,26944
72,7988,19652
72,7988,19652
72,7988,19652
72,7988,19654
72,7988,19655
72,7988,19655
72,7988,19655
72,7988,19656
72,7988,19656
72,7988,19657
72,7988,19657
72,7988,19657
73,9375,23011
73,9375,23012
73,2790,6245
73,2790,6245
73,2790,5308
73,2790,5308
73,2790,6269
73,2790,6269
74,1886,3063
74,1886,3063
74,1886,3064
74,1886,3064
74,1886,3065
74,1886,3065
74,1886,2348
74,1886,2348
74,7568,18494
74,7568,18494
74,7568,18494
74,7568,18495
74,7568,18495
74,9702,23161
74,9702,23161
74,9702,23161
75,9367,23011
75,9367,23011
75,9367,23011
75,9367,23012
75,7749,18948
75,7749,18948
75,7749,18948
75,7749,18949
75,7749,18949
76,11424,26204
76,11424,26204
76,11424,26204
76,11424,26205
76,11424,26206
76,11424,26206
76,11424,26206
76,11424,26206
76,1885,3058
76,1885,3058
76,1885,3058
76,1885,3059
76,1885,3059
76,1885,3062
76,1885,3062
76,1885,6593
76,1885,6593
76,1885,6593
76,1885,6654
76,1885,6654
76,1885,6654
76,11743,26752
76,11743,26752
76,11743,26752
76,3429,8742
76,5074,14131
76,5074,14132
76,5074,14132
76,5074,14132
76,8453,21304
76,8453,21304
76,8453,21304
76,7416,18256
76,7416,18256
76,7416,18256
76,9723,23163
77,3756,10150
77,3756,10150
77,3756,10150
77,3756,10152
77,3756,10152
77,3756,10152
77,3756,10154
77,3756,10154
77,3756,10155
77,1294,1568
77,1294,1569
77,1294,1569
77,9129,22622
77,9129,22622
77,9129,22622
77,10043,23371
77,10043,24069
77,10043,24069
77,10043,24324
77,10043,24324
77,10043,24393
77,10043,24393
79,1070,1176
79,1070,1176
79,2291,4735
79,2291,4736
79,2291,4736
79,2291,4737
79,1849,2924
79,1849,2924
79,1849,2924
79,1849,2926
79,1849,2926
79,8249,20706
79,7846,18927
79,7846,18927
79,7846,19241
80,7653,18743
80,7653,18743
80,7653,18744
80,7653,18744
80,7653,18744
80,9246,22980
80,9246,22980
80,9246,22980
80,10336,23775
80,10336,23775
81,3723,10031
81,3723,10032
81,3723,10032
81,3723,10032
81,3723,10033
81,3723,10033
82,5158,14273
82,5158,14276
82,5158,14276
82,5730,15510
82,2957,6984
82,2957,6984
82,11885,26969
82,11885,26969
82,11885,26969
82,11885,26970
82,11885,26970
82,4434,12639
82,4434,12639
82,4434,12639
82,4434,12641
82,4434,12641
82,4434,12641
82,3427,8734
82,4475,12777
82,4475,12779
82,4475,12779
82,8824,21777
82,8824,21779
83,4120,11700
83,4120,11700
83,4120,11700
83,4120,11701
83,4120,11701
83,4120,11701
84,1964,3350
84,1964,3350
84,1964,3350
84,8979,22302
84,8979,22302
84,8979,22302
84,10286,23719
84,10286,23719
84,4233,12091
84,4233,12091
84,6526,16908
84,6526,16908
84,6526,16908
84,1344,1686
84,1344,1686
84,1344,1686
84,2465,5359
84,2465,5360
84,4600,13129
84,4600,13129
84,4600,13129
85,10889,24431
85,10889,24431
85,10889,24431
85,5531,15082
85,5531,15082
85,5531,15082
85,8542,21407
85,8542,21407
85,8403,21254
85,2212,4418
85,2212,4418
85,2212,4418
85,9861,23249
85,9861,23249
85,9861,23249
85,9861,23249
86,11403,26101
86,11403,26102
86,11403,26102
86,11403,26102
86,11403,26104
86,4153,11795
86,4153,11796
86,4153,11796
87,3072,7324
87,2373,5051
87,2373,5051
87,2373,5051
87,2373,18610
87,2373,18611
87,2373,18611
88,9659,23223
88,9659,23223
88,9659,23223
88,7183,17895
88,7183,17895
88,7183,17895
88,7721,18860
89,107,150
89,107,150
89,2746,6079
89,2746,6079
89,2746,6080
89,9516,23122
89,9516,23122
89,9516,23122
89,3849,10586
89,3849,10587
89,3849,10587
89,3849,10587
89,3849,20672
89,3849,20673
89,3849,20674
89,3849,20674
89,3849,20674
89,4978,13790
89,4978,13790
89,4978,13790
89,2333,4876
89,2333,4876
89,2333,4877
90,8818,21760
90,8818,21760
90,8818,21760
90,8818,21854
90,8818,21855
90,8818,21855
90,3442,8805
90,3442,8805
91,9641,23177
91,9641,23177
92,4486,12809
92,4486,12243
92,4486,12243
92,4486,12810
92,2774,6219
92,2774,6219
92,2774,6222
92,2774,6223
92,2774,6226
92,2774,6227
92,2774,6227
92,2774,6227
92,4851,13373
92,4851,13373
92,4851,13375
92,4851,13375
92,4851,13375
93,2887,6669
93,2887,6669
93,2887,6669
93,2887,6670
93,2887,6670
93,2887,6670
93,9724,23163
93,9724,23163
93,8670,16233
93,8670,16233
94,5364,14722
94,3590,9524
94,4329,12375
94,4329,12375
94,11629,26621
94,11629,26621
94,11629,26621
94,11629,26622
94,11629,26622
94,11629,26622
94,7998,19698
94,7998,19698
95,3661,9814
95,3661,9814
95,3661,9816
95,3661,9816
95,3661,9816
95,2557,5634
95,2557,5634
95,2557,5634
95,5495,14970
95,5495,14970
96,10516,24014
96,10516,24014
96,10516,24014
96,3777,10260
96,3777,10260
96,9706,23163
96,9706,23163
97,4323,12351
97,4323,12352
97,4323,12362
97,4323,12362
97,4323,12362
97,9636,23175
97,9636,23175
97,9636,23175
97,9636,23175
97,4990,13834
97,4990,13834
97,4990,13834
97,9666,23163
97,9666,23163
97,9666,23163
98,5166,14296
98,5166,14296
98,5166,14297
99,9031,22359
99,9031,22359
99,9031,22359
99,9031,22359
99,9031,22359
99,8332,21128
99,8332,21129
99,8332,21129
99,8332,21129
99,3926,10886
99,3926,10886
99,3926,10886
99,11064,24638
99,1994,3493
99,1994,3493
99,1994,3494
99,1994,3494
99,1994,3496
99,1994,3496
99,1994,3496
99,1994,4481
99,1994,4481
99,1994,4793
99,1994,4793
99,2783,6253
99,2783,6253
99,2783,6253
100,3688,9916
100,3688,9916
100,1603,2011
100,1603,2011
100,1603,2013
100,1603,2014
100,1603,2014
100,6538,16924
100,6538,16924
100,6538,16924
100,11348,25871
100,11348,25871
100,11348,25871
100,11348,25872
100,11348,25872
100,11348,25872
100,11348,25874
100,11348,25874
100,11348,25874
101,2130,4063
101,2130,4064
101,2130,4064
101,2130,4065
101,2130,4067
101,2130,4067
101,2130,4067
101,2130,5497
101,2130,5497
101,5258,14531
101,5258,14531
101,5258,14531
101,5258,14532
101,11307,25648
101,11307,25648
101,11307,25648
101,11307,25649
101,11307,25652
101,11054,24627
101,11054,24627
101,11054,24627
101,5595,15234
101,5595,15234
101,5595,15234
101,11052,24625
101,11052,24625
101,4767,13247
102,8440,21291
102,8440,21291
102,8440,21291
102,7398,18228
102,7398,18228
102,2932,6865
102,2932,6865
102,2932,6866
102,2932,6866
102,3290,8179
102,3290,8179
102,3290,8180
102,3290,8180
102,3290,8180
103,1946,3271
103,1946,3271
103,1946,3273
103,1946,3273
103,10271,23699
103,10271,23699
103,10271,23699
103,10271,23701
103,10271,23701
103,10271,23701
103,10484,23981
103,5429,14824
103,5429,14824
103,5429,14824
103,8281,20895
103,8281,20895
103,8281,20896
103,8325,21099
103,8325,21099
103,8325,21101
103,8325,21101
103,8325,21103
103,8325,21103
104,1897,3098
104,11843,26909
104,11843,26909
104,10034,23357
104,6875,17425
104,4999,13861
104,4999,13861
104,4999,13861
104,6085,16114
104,6085,16114
104,6085,16114
104,10780,24308
105,3817,10440
105,3817,10442
105,3817,10442
105,3817,10442
105,3817,10443
105,3817,10443
105,3817,10443
105,3817,10444
105,2967,7012
105,2967,7013
105,2967,7013
105,2967,7014
105,2967,7015
105,2967,7015
105,2967,7015
105,11835,26901
106,283,432
106,283,432
106,9158,22816
106,9158,22817
106,9158,22817
106,9158,22817
106,2465,5358
106,2465,5359
106,5503,14996
106,5503,14996
106,5503,14996
106,12045,27421
106,12045,27421
106,12045,27421
106,1460,1783
106,1460,1783
106,1460,1783
106,11902,27016
107,11053,24626
107,8969,22291
107,10507,24004
107,10507,24004
107,5596,15235
107,5596,15235
107,5596,15235
107,12096,27579
107,12096,27579
107,12096,27579
108,4447,12690
108,9478,936
108,9478,936
108,9478,936
108,479,515
108,479,515
108,479,515
108,12005,27333
109,5111,14190
109,5111,14190
109,3779,10267
109,3779,10267
109,3779,10267
109,3779,10268
109,3779,10268
109,3779,10268
109,3779,10269
109,3779,10269
109,158,206
109,158,206
109,158,206
109,6344,16580
109,6344,16580
109,6344,16581
109,6344,16581
109,6344,16581
110,1746,2514
110,1746,2514
110,3521,9218
110,3521,9219
110,3521,9219
110,9340,23068
110,9340,23068
110,9340,23068
111,10226,23637
111,10226,23637
111,10226,23637
111,10226,24086
111,10226,24086
111,6081,16109
111,10590,24093
111,11029,24598
111,11029,24598
111,7338,18123
112,827,824
112,7824,19187
112,7824,19187
112,7824,19187
112,9654,23193
112,9654,23193
112,9654,45
112,9654,45
112,9654,23217
112,9654,23217
112,9654,23217
112,1950,3295
112,1950,3297
112,1950,3297
112,1950,3297
112,1950,3298
112,1950,3298
112,9183,22910
112,10776,24302
112,10776,24302
112,10776,24302
113,2378,5081
113,2378,5081
113,2378,5081
113,2378,5082
113,2378,5082
113,2378,5082
113,2378,5083
113,2378,5085
113,2378,5085
113,2378,5086
113,2378,5086
113,2378,5086
113,3474,8985
113,3474,8991
113,3474,8991
113,8087,20014
113,8087,20014
113,8087,20014
113,8087,20015
113,5674,15378
113,5674,15379
113,5674,15379
113,5674,15379
113,5674,15380
113,5674,15380
114,3552,9352
114,3552,9353
114,3552,9353
114,3552,9353
115,3454,8857
115,3454,8857
115,3454,8858
115,3454,8858
115,3454,8858
115,3454,8859
115,3454,8859
115,3454,8860
115,3454,8860
115,3454,8860
115,3454,8862
115,6866,17413
115,6866,17413
115,6866,17413
115,4447,12688
115,4447,12688
115,4447,12689
115,4447,12689
115,4447,12689
115,4447,12449
115,4447,12449
116,9965,23282
116,9965,23282
116,9965,23282
116,9965,23282
116,9965,23282
116,9965,23282
117,10159,23534
117,10159,23534
117,10159,23536
117,10159,23536
117,10159,23536
117,10159,23537
117,354,394
117,354,394
117,1807,2761
117,1807,2761
117,1807,2762
117,1807,2762
117,1807,2764
117,1807,2764
117,6960,17547
117,6960,17548
117,6960,17548
117,4568,13099
117,4568,13101
117,4568,13101
117,4568,13101
117,8068,19949
117,7591,18561
117,7591,18561
117,7591,18561
117,7591,18562
117,7591,18562
117,11571,26500
117,11571,26500
117,11571,26500
118,9125,22600
118,9125,22600
118,9125,22602
118,9125,22604
118,3509,9171
118,3509,9171
118,3509,9171
118,3509,9172
118,8184,20396
118,138,173
