product_id,store_id,missing
72,42,no se detecto incumplimiento
73,42,no se detecto incumplimiento
74,43,no se detecto incumplimiento
75,43,no se detecto incumplimiento
76,44,no se detecto incumplimiento
77,44,no se detecto incumplimiento
78,45,no se detecto incumplimiento
79,45,no se detecto incumplimiento
80,46,no se detecto incumplimiento
81,46,no se detecto incumplimiento
82,47,no se detecto incumplimiento
83,47,no se detecto incumplimiento
84,48,no se detecto incumplimiento
85,48,no se detecto incumplimiento
86,49,no se detecto incumplimiento
87,49,no se detecto incumplimiento
88,50,no se detecto incumplimiento
89,51,no se detecto incumplimiento
90,52,no se detecto incumplimiento
91,53,no se detecto incumplimiento
92,54,no se detecto incumplimiento
93,55,no se detecto incumplimiento
94,56,no se detecto incumplimiento
95,57,no se detecto incumplimiento
96,58,no se detecto incumplimiento
97,59,no se detecto incumplimiento
98,60,no se detecto incumplimiento
99,61,no se detecto incumplimiento
100,62,no se detecto incumplimiento
101,63,no se detecto incumplimiento
102,63,no se detecto incumplimiento
103,64,no se detecto incumplimiento
104,65,no se detecto incumplimiento
105,66,no se detecto incumplimiento
106,67,no se detecto incumplimiento
107,68,no se detecto incumplimiento
108,69,no se detecto incumplimiento
109,70,no se detecto incumplimiento
110,71,no se detecto incumplimiento
111,72,no se detecto incumplimiento
112,73,no se detecto incumplimiento
113,74,no se detecto incumplimiento
114,75,no se detecto incumplimiento
115,76,no se detecto incumplimiento
116,77,no se detecto incumplimiento
117,78,no se detecto incumplimiento
118,79,no se detecto incumplimiento
119,80,no se detecto incumplimiento
120,81,no se detecto incumplimiento
121,82,no se detecto incumplimiento
122,83,no se detecto incumplimiento
123,84,no se detecto incumplimiento
124,85,no se detecto incumplimiento
125,86,no se detecto incumplimiento
126,87,no se detecto incumplimiento
127,88,no se detecto incumplimiento
128,89,no se detecto incumplimiento
129,90,no se detecto incumplimiento
130,90,no se detecto incumplimiento
131,91,no se detecto incumplimiento
132,91,no se detecto incumplimiento
133,92,carece de la informacion comercial obligatoria
134,93,no se detecto incumplimiento
135,94,producto caducado
136,95,carece de fecha de caducidad
137,96,no se detecto incumplimiento
138,97,no se detecto incumplimiento
139,98,no se detecto incumplimiento
140,99,no se detecto incumplimiento
141,100,no se detecto incumplimiento
142,101,no se detecto incumplimiento
143,102,carece del precio maximo al publico en caracteres legibles e indelebles.
144,103,no se detecto incumplimiento
145,103,no se detecto incumplimiento
146,104,no se detecto incumplimiento
147,104,no se detecto incumplimiento
148,105,no se detecto incumplimiento
149,106,no se detecto incumplimiento
150,107,no se detecto incumplimiento
151,108,no se detecto incumplimiento
152,108,no se detecto incumplimiento
153,109,no se detecto incumplimiento
154,109,no se detecto incumplimiento
155,110,no se detecto incumplimiento
156,110,no se detecto incumplimiento
157,111,no se detecto incumplimiento
158,112,no se detecto incumplimiento
159,113,no se detecto incumplimiento
160,113,no se detecto incumplimiento
161,114,no se detecto incumplimiento
162,106,no se detecto incumplimiento
163,106,no se detecto incumplimiento
164,115,no se detecto incumplimiento
165,116,no se detecto incumplimiento
166,117,no se detecto incumplimiento
167,117,no se detecto incumplimiento
168,118,no se detecto incumplimiento
169,118,no se detecto incumplimiento
170,119,no se detecto incumplimiento
165,119,no se detecto incumplimiento
171,120,producto caducado
172,121,carece de la lista de ingredientes
173,122,no se detecto incumplimiento
174,123,no se detecto incumplimiento
175,124,carece de nombre y domicilio fiscal del fabricante o importador
176,124,carece del nombre o denominacion generica del producto
170,125,no se detecto incumplimiento
165,125,no se detecto incumplimiento
177,126,carece de toda informacion comercial en el producto
166,127,no se detecto incumplimiento
178,128,no se detecto incumplimiento
165,128,no se detecto incumplimiento
179,129,no se detecto incumplimiento
173,129,no se detecto incumplimiento
180,130,carece de toda informacion comercial en el producto
181,131,ostenta el pais de origen en idioma distinto al espa�ol
182,132,no indica veracidad de la informaci�n comercial
183,133,no se detecto incumplimiento
184,133,no se detecto incumplimiento
185,134,no se detecto incumplimiento
186,134,no se detecto incumplimiento
187,134,no se detecto incumplimiento
188,135,ostenta la informaci�n comercial en idioma distinto al espa�ol
189,136,la informaci�n nutrimental se encuentra en otro idioma distinto al espa�ol
190,137,no se detecto incumplimiento
170,138,no se detecto incumplimiento
173,138,no se detecto incumplimiento
166,139,no se detecto incumplimiento
191,140,no se detecto incumplimiento
192,141,no se detecto incumplimiento
193,142,producto caducado
194,143,carece de fecha de caducidad
195,144,no se detecto incumplimiento
196,145,no se detecto incumplimiento
197,146,no se detecto incumplimiento
198,147,no se detecto incumplimiento
199,148,no se detecto incumplimiento
156,149,no se detecto incumplimiento
200,149,induce a error o confusion al consumidor con respecto a la naturaleza y caracteristicas del producto
188,150,la informaci�n nutrimental se encuentra en otro idioma distinto al espa�ol
201,151,producto caducado
202,152,no se detecto incumplimiento
203,153,producto caducado
204,154,no se detecto incumplimiento
205,155,no se detecto incumplimiento
205,156,no se detecto incumplimiento
164,157,no se detecto incumplimiento
206,158,carece de leyenda : no etiquetado para su venta individual
207,159,no se detecto incumplimiento
207,157,no se detecto incumplimiento
164,160,no se detecto incumplimiento
207,161,no se detecto incumplimiento
208,162,no se detecto incumplimiento
209,163,no se detecto incumplimiento
170,164,no se detecto incumplimiento
210,165,producto caducado
211,166,carece de veracidad en informaci�n
212,167,producto caducado
213,168,no indica veracidad de la informaci�n comercial
166,169,no se detecto incumplimiento
214,170,no se detecto incumplimiento
215,171,ostenta la informacion comercial en idioma distinto al espa�ol
216,172,carece de veracidad en informaci�n
217,173,producto caducado
218,174,no se detecto incumplimiento
219,175,no se detecto incumplimiento
220,176,no se detecto incumplimiento
220,177,no se detecto incumplimiento
221,178,ostenta la fecha de caducidad en forma ilegible
222,179,no se detecto incumplimiento
223,180,no se detecto incumplimiento
224,181,no se detecto incumplimiento
225,182,no se detecto incumplimiento
218,183,no se detecto incumplimiento
226,175,no se detecto incumplimiento
227,184,carece de la informaci�n comercial obligatoria en idioma espa�ol
228,185,no se detecto incumplimiento
229,186,no se detecto incumplimiento
166,187,no se detecto incumplimiento
230,188,producto caducado
231,189,no se detecto incumplimiento
232,190,no se detecto incumplimiento
170,191,no se detecto incumplimiento
233,192,no se detecto incumplimiento
234,193,no se detecto incumplimiento
208,194,no se detecto incumplimiento
208,195,no se detecto incumplimiento
235,196,carece de fecha de caducidad
236,197,producto caducado
166,198,no se detecto incumplimiento
237,199,producto caducado
166,200,no se detecto incumplimiento
170,201,no se detecto incumplimiento
238,202,producto caducado
166,203,no se detecto incumplimiento
219,204,no se detecto incumplimiento
239,134,no se detecto incumplimiento
240,146,no se detecto incumplimiento
241,205,no se detecto incumplimiento
242,206,no se detecto incumplimiento
243,207,no se detecto incumplimiento
244,208,no se detecto incumplimiento
245,209,no se detecto incumplimiento
170,210,no se detecto incumplimiento
166,211,no se detecto incumplimiento
246,176,no se detecto incumplimiento
247,190,no se detecto incumplimiento
248,212,carece de logotipo del fabricante
249,213,carece de logotipo del fabricante
250,214,carece de la informacion comercial obligatoria en idioma espa�ol
251,215,carece de logotipo del fabricante
252,216,carece de pais de origen ( puede presentarse en etiqueta o cintillo )
253,217,no se detecto incumplimiento
254,218,carece de veracidad en informaci�n
255,219,carece de fecha de caducidad
256,220,no indica veracidad de la informaci�n comercial
257,221,no se detecto incumplimiento
258,222,no se detecto incumplimiento
259,223,producto caducado
260,224,no se detecto incumplimiento
261,225,no se detecto incumplimiento
262,226,no se detecto incumplimiento
166,227,no se detecto incumplimiento
263,228,carece de toda informacion comercial en el producto
264,229,no se detecto incumplimiento
265,230,carece de fecha de caducidad
266,231,no indica veracidad de la informaci�n comercial
148,232,no se detecto incumplimiento
267,233,no se detecto incumplimiento
268,234,carece de la cantidad numerica que indique la ley del metal
269,235,no se detecto incumplimiento
270,236,no se detecto incumplimiento
267,237,no se detecto incumplimiento
271,238,no se detecto incumplimiento
267,239,no se detecto incumplimiento
272,239,no se detecto incumplimiento
270,240,no se detecto incumplimiento
166,241,no se detecto incumplimiento
231,242,no se detecto incumplimiento
273,243,no se detecto incumplimiento
274,244,no se detecto incumplimiento
275,245,carece de la leyenda que identifique el pais de origen
276,246,ostenta la informacion comercial en idioma distinto al espa�ol
277,246,ostenta la informacion comercial en idioma distinto al espa�ol
278,247,no se detecto incumplimiento
279,248,no se detecto incumplimiento
280,249,no se detecto incumplimiento
281,250,no se detecto incumplimiento
282,251,no se detecto incumplimiento
283,252,no se detecto incumplimiento
284,253,no se detecto incumplimiento
285,254,no se detecto incumplimiento
286,255,no se detecto incumplimiento
287,256,no se detecto incumplimiento
288,257,no se detecto incumplimiento
289,258,no se detecto incumplimiento
290,259,no se detecto incumplimiento
291,260,no se detecto incumplimiento
292,261,no se detecto incumplimiento
293,262,no se detecto incumplimiento
294,263,no se detecto incumplimiento
295,264,no se detecto incumplimiento
296,265,no se detecto incumplimiento
297,266,no se detecto incumplimiento
298,267,no se detecto incumplimiento
299,268,no se detecto incumplimiento
300,269,no se detecto incumplimiento
301,270,no se detecto incumplimiento
302,271,no se detecto incumplimiento
303,272,no se detecto incumplimiento
304,273,no se detecto incumplimiento
305,274,no se detecto incumplimiento
306,275,no se detecto incumplimiento
307,276,no se detecto incumplimiento
308,277,no se detecto incumplimiento
309,278,no se detecto incumplimiento
310,279,no se detecto incumplimiento
311,280,no se detecto incumplimiento
312,281,no se detecto incumplimiento
313,282,no se detecto incumplimiento
314,283,no se detecto incumplimiento
315,284,no se detecto incumplimiento
316,285,carece de los requisitos generales de etiquetado
317,286,no se detecto incumplimiento
318,287,no se detecto incumplimiento
319,288,no se detecto incumplimiento
320,289,no se detecto incumplimiento
321,290,no se detecto incumplimiento
322,291,no se detecto incumplimiento
323,292,no se detecto incumplimiento
324,293,no se detecto incumplimiento
325,294,no se detecto incumplimiento
326,295,no se detecto incumplimiento
327,296,carece de leyendas precautorias
328,259,induce a error o confision con respecto a la naturaleza y caracteristicas del producto
329,297,no se detecto incumplimiento
330,298,no se detecto incumplimiento
331,277,no se detecto incumplimiento
332,299,no se detecto incumplimiento
333,300,no se detecto incumplimiento
334,301,no se detecto incumplimiento
335,302,no se detecto incumplimiento
336,303,no se detecto incumplimiento
337,304,no se detecto incumplimiento
338,305,no se detecto incumplimiento
339,306,no se detecto incumplimiento
340,307,no se detecto incumplimiento
341,308,no se detecto incumplimiento
342,309,no se detecto incumplimiento
343,310,no se detecto incumplimiento
344,311,no se detecto incumplimiento
345,312,no se detecto incumplimiento
346,313,no se detecto incumplimiento
347,314,no se detecto incumplimiento
348,296,no se detecto incumplimiento
349,277,no se detecto incumplimiento
350,296,no se detecto incumplimiento
351,281,ostenta la informacion comercial en idioma distinto al espa�ol
352,285,carece de instrucciones y mode de uso
353,315,no se detecto incumplimiento
354,316,no se detecto incumplimiento
355,262,no se detecto incumplimiento
356,317,no se detecto incumplimiento
357,318,no se detecto incumplimiento
358,319,no se detecto incumplimiento
359,320,no se detecto incumplimiento
360,321,no se detecto incumplimiento
361,322,no se detecto incumplimiento
362,323,carece de la informacion comercial obligatoria en idioma espa�ol
363,324,no se detecto incumplimiento
364,325,no se detecto incumplimiento
365,326,no se detecto incumplimiento
366,327,no se detecto incumplimiento
367,328,no se detecto incumplimiento
368,329,no se detecto incumplimiento
369,330,carece de etiqueta de informacion comercial en idioma espa�ol
370,331,no se detecto incumplimiento
371,332,no se detecto incumplimiento
372,333,no se detecto incumplimiento
373,334,no se detecto incumplimiento
374,284,no se detecto incumplimiento
375,335,no se detecto incumplimiento
376,336,no se detecto incumplimiento
377,337,no se detecto incumplimiento
378,338,no se detecto incumplimiento
379,339,no se detecto incumplimiento
380,340,no se detecto incumplimiento
381,341,no se detecto incumplimiento
382,342,no se detecto incumplimiento
383,343,no se detecto incumplimiento
384,344,no se detecto incumplimiento
385,345,no se detecto incumplimiento
386,346,no se detecto incumplimiento
387,347,no se detecto incumplimiento
388,348,no se detecto incumplimiento
389,349,no se detecto incumplimiento
390,350,no se detecto incumplimiento
391,351,no ostenta el pais de origen en idioma espa�ol
392,352,no se detecto incumplimiento
393,353,no se detecto incumplimiento
394,354,no se detecto incumplimiento
395,355,no se detecto incumplimiento
396,356,no se detecto incumplimiento
397,357,no se detecto incumplimiento
398,358,no se detecto incumplimiento
399,359,no se detecto incumplimiento
400,360,no se detecto incumplimiento
400,361,no se detecto incumplimiento
400,362,no se detecto incumplimiento
400,363,no se detecto incumplimiento
401,364,no se detecto incumplimiento
402,365,no se detecto incumplimiento
204,299,no se detecto incumplimiento
403,314,no se detecto incumplimiento
204,277,no se detecto incumplimiento
404,304,no se detecto incumplimiento
405,303,no se detecto incumplimiento
406,366,no se detecto incumplimiento
407,367,no se detecto incumplimiento
408,368,no se detecto incumplimiento
409,369,no se detecto incumplimiento
410,370,no se detecto incumplimiento
411,371,no se detecto incumplimiento
412,372,no se detecto incumplimiento
413,373,no se detecto incumplimiento
414,374,no se detecto incumplimiento
415,375,no se detecto incumplimiento
416,376,no se detecto incumplimiento
417,377,no se detecto incumplimiento
418,378,no se detecto incumplimiento
419,379,no se detecto incumplimiento
420,380,no se detecto incumplimiento
421,381,no se detecto incumplimiento
422,382,no se detecto incumplimiento
423,383,no se detecto incumplimiento
424,384,no se detecto incumplimiento
425,385,no se detecto incumplimiento
426,386,no se detecto incumplimiento
427,387,no se detecto incumplimiento
428,388,no se detecto incumplimiento
400,388,no se detecto incumplimiento
400,389,no se detecto incumplimiento
429,390,la informacion comercial obligatoria que se presenta en idioma espa�ol con respecto a la que se expresa en otro idioma se presenta con una altura meno
430,391,carece de la informacion comercial obligatoria en idioma espa�ol
431,392,no se detecto incumplimiento
428,393,no se detecto incumplimiento
400,394,no se detecto incumplimiento
428,395,no se detecto incumplimiento
428,396,no se detecto incumplimiento
428,397,no se detecto incumplimiento
428,398,no se detecto incumplimiento
432,283,carece de garantia
428,399,no se detecto incumplimiento
400,400,no se detecto incumplimiento
428,401,no se detecto incumplimiento
433,402,no se detecto incumplimiento
433,403,no se detecto incumplimiento
428,393,no se detecto incumplimiento
400,354,no se detecto incumplimiento
428,404,no se detecto incumplimiento
164,405,no se detecto incumplimiento
164,406,no se detecto incumplimiento
433,407,no se detecto incumplimiento
433,408,no se detecto incumplimiento
433,409,no se detecto incumplimiento
433,410,no se detecto incumplimiento
433,411,no se detecto incumplimiento
434,412,no se detecto incumplimiento
433,413,no se detecto incumplimiento
433,414,no se detecto incumplimiento
400,415,no se detecto incumplimiento
400,416,no se detecto incumplimiento
164,417,no se detecto incumplimiento
164,418,no se detecto incumplimiento
164,419,no se detecto incumplimiento
164,420,no se detecto incumplimiento
164,421,no se detecto incumplimiento
435,422,carece de advertencias de riesgo por medio de leyendas graficas o simbolos precautorios
436,423,no se detecto incumplimiento
437,424,no se detecto incumplimiento
438,425,no se detecto incumplimiento
439,426,no se detecto incumplimiento
440,427,no se detecto incumplimiento
441,428,no se detecto incumplimiento
442,429,no se detecto incumplimiento
443,303,no se detecto incumplimiento
444,302,no se detecto incumplimiento
445,296,no se detecto incumplimiento
446,376,no se detecto incumplimiento
447,308,no se detecto incumplimiento
448,296,no se detecto incumplimiento
449,414,no se detecto incumplimiento
450,377,no se detecto incumplimiento
451,430,no se detecto incumplimiento
452,277,no se detecto incumplimiento
453,431,no se detecto incumplimiento
454,284,no se detecto incumplimiento
455,432,no se detecto incumplimiento
456,282,no se detecto incumplimiento
457,336,no se detecto incumplimiento
458,338,no se detecto incumplimiento
459,433,no se detecto incumplimiento
460,278,no se detecto incumplimiento
461,281,no se detecto incumplimiento
462,279,no se detecto incumplimiento
463,281,no se detecto incumplimiento
464,279,no se detecto incumplimiento
465,434,no se detecto incumplimiento
466,435,no se detecto incumplimiento
467,436,no se detecto incumplimiento
468,437,no se detecto incumplimiento
469,438,no se detecto incumplimiento
470,439,no se detecto incumplimiento
471,440,no se detecto incumplimiento
472,441,no se detecto incumplimiento
473,442,no se detecto incumplimiento
474,443,no se detecto incumplimiento
475,444,no se detecto incumplimiento
476,445,no se detecto incumplimiento
477,446,no se detecto incumplimiento
478,447,no se detecto incumplimiento
479,448,carece de toda informacion comercial conforme a la norma
480,449,no se detecto incumplimiento
481,450,no se detecto incumplimiento
482,451,no se detecto incumplimiento
483,452,no se detecto incumplimiento
484,453,no se detecto incumplimiento
485,454,no se detecto incumplimiento
486,455,no se detecto incumplimiento
487,456,no se detecto incumplimiento
488,457,no se detecto incumplimiento
489,458,no se detecto incumplimiento
490,459,no se detecto incumplimiento
491,264,no se detecto incumplimiento
492,460,no se detecto incumplimiento
493,461,no se detecto incumplimiento
494,462,no se detecto incumplimiento
495,463,no se detecto incumplimiento
496,464,no se detecto incumplimiento
497,465,no se detecto incumplimiento
498,465,no se detecto incumplimiento
499,393,no se detecto incumplimiento
500,466,no se detecto incumplimiento
501,467,no se detecto incumplimiento
502,298,no se detecto incumplimiento
503,468,no se detecto incumplimiento
504,469,no se detecto incumplimiento
505,470,no se detecto incumplimiento
506,471,no se detecto incumplimiento
507,472,no se detecto incumplimiento
508,473,no se detecto incumplimiento
509,360,no se detecto incumplimiento
510,474,no se detecto incumplimiento
511,475,no se detecto incumplimiento
512,476,no se detecto incumplimiento
513,477,no se detecto incumplimiento
514,478,no se detecto incumplimiento
515,479,no se detecto incumplimiento
516,480,no se detecto incumplimiento
517,481,no se detecto incumplimiento
518,482,no se detecto incumplimiento
519,483,no se detecto incumplimiento
520,484,no se detecto incumplimiento
521,485,no se detecto incumplimiento
522,486,no se detecto incumplimiento
523,487,no se detecto incumplimiento
524,488,no se detecto incumplimiento
525,489,no se detecto incumplimiento
526,490,no se detecto incumplimiento
527,491,no se detecto incumplimiento
528,492,no se detecto incumplimiento
529,493,no se detecto incumplimiento
530,494,no se detecto incumplimiento
531,495,no se detecto incumplimiento
532,496,no se detecto incumplimiento
533,497,no se detecto incumplimiento
534,498,no se detecto incumplimiento
535,499,no se detecto incumplimiento
536,500,no se detecto incumplimiento
537,501,no se detecto incumplimiento
538,502,no se detecto incumplimiento
539,503,no se detecto incumplimiento
540,504,no se detecto incumplimiento
541,505,no se detecto incumplimiento
542,506,no se detecto incumplimiento
543,507,no se detecto incumplimiento
544,508,no se detecto incumplimiento
545,509,no se detecto incumplimiento
546,510,no se detecto incumplimiento
547,511,no se detecto incumplimiento
548,281,no se detecto incumplimiento
549,512,no se detecto incumplimiento
550,513,no se detecto incumplimiento
551,514,no se detecto incumplimiento
552,515,no se detecto incumplimiento
553,516,no se detecto incumplimiento
554,517,no se detecto incumplimiento
555,518,no se detecto incumplimiento
556,519,no se detecto incumplimiento
557,520,no se detecto incumplimiento
558,521,no se detecto incumplimiento
559,522,no se detecto incumplimiento
560,523,no se detecto incumplimiento
561,429,no se detecto incumplimiento
562,525,no se detecto incumplimiento
563,526,no se detecto incumplimiento
564,527,no se detecto incumplimiento
565,528,no se detecto incumplimiento
566,529,no se detecto incumplimiento
567,530,no se detecto incumplimiento
568,531,no se detecto incumplimiento
569,532,no se detecto incumplimiento
570,533,no se detecto incumplimiento
571,534,no se detecto incumplimiento
572,535,no se detecto incumplimiento
573,536,no se detecto incumplimiento
574,537,no se detecto incumplimiento
575,538,no se detecto incumplimiento
576,539,no se detecto incumplimiento
577,540,no se detecto incumplimiento
578,541,no se detecto incumplimiento
579,541,no se detecto incumplimiento
580,542,no se detecto incumplimiento
581,542,no se detecto incumplimiento
582,543,no se detecto incumplimiento
583,543,no se detecto incumplimiento
584,544,no se detecto incumplimiento
585,545,no se detecto incumplimiento
586,546,no se detecto incumplimiento
587,546,no se detecto incumplimiento
588,547,no se detecto incumplimiento
589,548,no se detecto incumplimiento
590,549,no se detecto incumplimiento
591,550,no se detecto incumplimiento
592,550,no se detecto incumplimiento
593,551,no se detecto incumplimiento
594,552,no se detecto incumplimiento
595,553,no se detecto incumplimiento
596,554,no se detecto incumplimiento
597,555,no se detecto incumplimiento
598,556,no se detecto incumplimiento
599,557,no se detecto incumplimiento
600,558,no se detecto incumplimiento
600,559,no se detecto incumplimiento
600,560,no se detecto incumplimiento
600,561,no se detecto incumplimiento
600,562,no se detecto incumplimiento
601,545,no se detecto incumplimiento
601,563,no se detecto incumplimiento
600,547,no se detecto incumplimiento
600,564,no se detecto incumplimiento
600,565,no se detecto incumplimiento
602,566,no se detecto incumplimiento
600,563,no se detecto incumplimiento
600,547,no se detecto incumplimiento
600,568,no se detecto incumplimiento
601,569,no se detecto incumplimiento
601,570,no se detecto incumplimiento
601,568,no se detecto incumplimiento
601,571,no se detecto incumplimiento
603,572,no se detecto incumplimiento
604,573,no se detecto incumplimiento
601,547,no se detecto incumplimiento
601,547,no se detecto incumplimiento
601,574,no se detecto incumplimiento
605,575,no se detecto incumplimiento
606,576,no se detecto incumplimiento
607,577,no se detecto incumplimiento
608,578,no se detecto incumplimiento
609,579,no se detecto incumplimiento
610,580,no se detecto incumplimiento
611,581,no se detecto incumplimiento
612,581,no se detecto incumplimiento
613,582,no se detecto incumplimiento
614,583,no se detecto incumplimiento
615,584,no se detecto incumplimiento
616,585,no se detecto incumplimiento
617,584,no se detecto incumplimiento
618,586,no se detecto incumplimiento
619,587,no se detecto incumplimiento
620,588,no se detecto incumplimiento
621,589,no se detecto incumplimiento
622,547,no se detecto incumplimiento
623,564,no se detecto incumplimiento
624,547,no se detecto incumplimiento
625,547,no se detecto incumplimiento
626,557,no se detecto incumplimiento
627,547,no se detecto incumplimiento
628,590,no se detecto incumplimiento
629,591,no se detecto incumplimiento
630,592,no se detecto incumplimiento
631,593,no se detecto incumplimiento
632,594,no se detecto incumplimiento
633,595,no se detecto incumplimiento
634,595,no se detecto incumplimiento
635,596,no se detecto incumplimiento
636,597,no se detecto incumplimiento
637,598,no se detecto incumplimiento
638,599,no se detecto incumplimiento
639,600,no se detecto incumplimiento
640,541,no se detecto incumplimiento
641,601,no se detecto incumplimiento
642,602,no se detecto incumplimiento
643,603,carece de toda informacion comercial conforme a la norma
644,604,no se detecto incumplimiento
645,605,no se detecto incumplimiento
646,606,no se detecto incumplimiento
647,552,no se detecto incumplimiento
648,607,no se detecto incumplimiento
649,608,no se detecto incumplimiento
650,609,no se detecto incumplimiento
651,610,no se detecto incumplimiento
652,611,no se detecto incumplimiento
653,612,no se detecto incumplimiento
654,613,no se detecto incumplimiento
655,614,no se detecto incumplimiento
656,615,no se detecto incumplimiento
657,616,no se detecto incumplimiento
658,617,no se detecto incumplimiento
659,618,no se detecto incumplimiento
660,619,no se detecto incumplimiento
661,620,no se detecto incumplimiento
662,621,no se detecto incumplimiento
663,622,no se detecto incumplimiento
664,623,no se detecto incumplimiento
665,566,no se detecto incumplimiento
666,559,no se detecto incumplimiento
667,624,no se detecto incumplimiento
668,625,no se detecto incumplimiento
659,626,no se detecto incumplimiento
669,627,no se detecto incumplimiento
659,628,no se detecto incumplimiento
670,601,no se detecto incumplimiento
671,629,no se detecto incumplimiento
672,597,no se detecto incumplimiento
673,630,no se detecto incumplimiento
674,631,no se detecto incumplimiento
675,632,no se detecto incumplimiento
676,616,no se detecto incumplimiento
677,633,no se detecto incumplimiento
678,634,no se detecto incumplimiento
679,635,no se detecto incumplimiento
680,616,no se detecto incumplimiento
681,636,no se detecto incumplimiento
682,637,no se detecto incumplimiento
683,638,no se detecto incumplimiento
684,639,no se detecto incumplimiento
685,640,no se detecto incumplimiento
589,641,no se detecto incumplimiento
686,642,no se detecto incumplimiento
687,643,no se detecto incumplimiento
688,644,no se detecto incumplimiento
689,645,no se detecto incumplimiento
690,646,no se detecto incumplimiento
691,647,no se detecto incumplimiento
692,647,no se detecto incumplimiento
580,648,no se detecto incumplimiento
693,649,no se detecto incumplimiento
694,650,no se detecto incumplimiento
695,636,no se detecto incumplimiento
696,552,no se detecto incumplimiento
697,552,no se detecto incumplimiento
698,625,no se detecto incumplimiento
699,621,no se detecto incumplimiento
700,594,carece de toda informacion comercial conforme a la norma
701,651,no se detecto incumplimiento
702,652,no se detecto incumplimiento
703,652,no se detecto incumplimiento
704,652,no se detecto incumplimiento
705,653,no se detecto incumplimiento
706,653,no se detecto incumplimiento
707,654,no se detecto incumplimiento
708,654,no se detecto incumplimiento
709,655,no se detecto incumplimiento
710,655,no se detecto incumplimiento
711,656,no se detecto incumplimiento
712,656,no se detecto incumplimiento
713,617,carece de informacion comercial
714,657,carece de informacion comercial
715,610,no se detecto incumplimiento
716,658,no se detecto incumplimiento
717,659,no se detecto incumplimiento
718,660,no se detecto incumplimiento
719,660,no se detecto incumplimiento
720,661,no se detecto incumplimiento
721,579,no se detecto incumplimiento
722,586,no se detecto incumplimiento
723,662,no se detecto incumplimiento
723,662,no se detecto incumplimiento
723,663,no se detecto incumplimiento
723,663,no se detecto incumplimiento
723,664,no se detecto incumplimiento
723,664,no se detecto incumplimiento
724,665,no se detecto incumplimiento
724,665,no se detecto incumplimiento
723,666,no se detecto incumplimiento
723,666,no se detecto incumplimiento
723,667,no se detecto incumplimiento
723,667,no se detecto incumplimiento
725,668,no se detecto incumplimiento
725,668,no se detecto incumplimiento
723,669,no se detecto incumplimiento
723,669,no se detecto incumplimiento
723,670,no se detecto incumplimiento
723,670,no se detecto incumplimiento
726,671,no se detecto incumplimiento
726,671,no se detecto incumplimiento
723,672,no se detecto incumplimiento
723,672,no se detecto incumplimiento
723,673,no se detecto incumplimiento
723,673,no se detecto incumplimiento
723,674,no se detecto incumplimiento
723,674,no se detecto incumplimiento
723,675,no se detecto incumplimiento
723,675,no se detecto incumplimiento
723,676,no se detecto incumplimiento
723,676,no se detecto incumplimiento
723,677,no se detecto incumplimiento
723,677,no se detecto incumplimiento
