"country","year","gdpcap","lifexp","pop","continent"
"Greece",1961,8.22508147027427,70.54782,8366020,"Europe"
"Guatemala",1961,6.88095229780212,45.74238,4240084,"Americas"
"Honduras",1961,6.6073032079331,51.4518,2069085,"Americas"
"Hungary",1961,6.99829426380719,69.0692,10031496,"Europe"
"Iceland",1961,9.20093709279696,73.4618,179106,"Europe"
"India",1961,5.21470861442262,41.84348,458691457,"Asia"
"Indonesia",1961,5.33632544283126,49.14784,90138235,"Asia"
"Israel",1961,8.74300328769725,68.9373,2174271,"Asia"
"Italy",1961,8.74595666343169,69.8008,50067464,"Europe"
"Japan",1961,9.04628690944933,68.5566,93357259,"Asia"
"Kenya",1961,5.45294754425495,52.14906,8361442,"Africa"
"Lesotho",1961,4.88567115316226,52.96758,866253,"Africa"
"Liberia",1961,6.41043267883238,42.52272,1144896,"Africa"
"Madagascar",1961,6.01041385896349,45.30578,5223621,"Africa"
"Malawi",1961,4.64194716565547,38.7042,3700032,"Africa"
"Malaysia",1961,6.74112521209255,61.07128,8429369,"Asia"
"Mauritania",1961,6.04009527594923,48.8204,883223,"Africa"
"Mexico",1961,7.8226843085604,59.01142,39394125,"Americas"
"Morocco",1961,6.41889328817697,52.83468,12713043,"Africa"
"Nepal",1961,4.935928234115,43.76104,10215153,"Asia"
"Netherlands",1961,9.04499657606234,73.642,11576024,"Europe"
"Nicaragua",1961,7.11911842904541,50.56158,1830400,"Americas"
"Niger",1961,5.76486325312325,41.349,3493636,"Africa"
"Nigeria",1961,5.61366601789211,47.976,46144154,"Africa"
"Norway",1961,9.33046626810151,73.4424,3610710,"Europe"
"Oman",1961,6.86183109435707,46.1148,564895,"Asia"
"Pakistan",1961,5.26778839528969,47.51176,45988447,"Asia"
"Panama",1961,7.51755499132458,64.06324,1167041,"Americas"
"Paraguay",1961,6.53838778925902,66.73566,1953331,"Americas"
"Peru",1961,7.44929497779334,47.2039,10350239,"Americas"
"Philippines",1961,6.56039595050454,61.01676,27164618,"Asia"
"Portugal",1961,7.81590549498356,63.0586,8899331,"Europe"
"Rwanda",1961,5.34191339786791,43.72636,2996091,"Africa"
"Senegal",1961,6.4220350177355,44.58986,3265558,"Africa"
"Sierra Leone",1961,5.41090100830758,40.91018,2210169,"Africa"
"Singapore",1961,7.81530060906445,66.06584,1690353,"Asia"
"South Africa",1961,7.70429166053531,53.2695,17850045,"Africa"
"Spain",1961,8.32168050132119,69.2992,30777097,"Europe"
"Sri Lanka",1961,5.62633513933822,60.99952,10129134,"Asia"
"Sudan",1961,5.62821041951225,52.11558,7749884,"Africa"
"Sweden",1961,9.38843859888749,73.336,7527081,"Europe"
"Thailand",1961,5.79318870220067,59.36242,28224208,"Asia"
"Togo",1961,5.27849791741037,45.39524,1597528,"Africa"
"Trinidad and Tobago",1961,8.22800497249509,63.72458,865356,"Americas"
"Turkey",1961,7.3525753662295,49.30038,28229291,"Europe"
"United Kingdom",1961,9.23067761516335,70.686,52765864,"Europe"
"United States",1961,9.5330080497551,70.1396,189077076,"Americas"
"Uruguay",1961,8.350264641346,67.82906,2571691,"Americas"
"Venezuela",1961,8.59479030669579,62.10982,8461684,"Americas"
"Zambia",1961,6.28961805873369,52.92892,3142848,"Africa"
"Zimbabwe",1961,5.9922928262401,54.38324,3876638,"Africa"
"Algeria",1962,6.75220961027684,52.28756,11690152,"Africa"
"Argentina",1962,8.57858532454991,64.94084,21287682,"Americas"
"Australia",1962,9.14324105715014,71.0896,10691220,"Oceania"
"Austria",1962,8.98227312790631,69.6996,7151077,"Europe"
"Bangladesh",1962,5.59668739217343,45.7898,51030604,"Asia"
"Belgium",1962,9.00869145394364,70.2752,9261828,"Europe"
"Benin",1962,5.51830607176456,42.3168,2503232,"Africa"
"Bolivia",1962,6.82688796806678,47.1734,3838096,"Americas"
"Botswana",1962,5.54795503846948,56.52144,549990,"Africa"
"Brazil",1962,7.36620834595585,57.3524,77007549,"Americas"
"Burkina Faso",1962,4.87431851655299,40.1612,4960325,"Africa"
"Burundi",1962,4.65750616299314,42.63828,2894510,"Africa"
"Cameroon",1962,6.14958702183346,47.55048,5593768,"Africa"
"Canada",1962,9.20707159915462,71.258,18659663,"Americas"
"Central African Republic",1962,5.85019197097498,42.82968,1556656,"Africa"
"Chad",1962,5.56047839459518,47.16696,3122357,"Africa"
"Chile",1962,7.55764661916206,59.32584,8054166,"Americas"
"China",1962,4.28116884581503,42.274688,665426760,"Asia"
"Colombia",1962,7.12535058963491,62.13548,17500166,"Americas"
"Congo, Dem. Rep.",1962,5.8093467834468,45.96672,16041247,"Africa"
"Congo, Rep.",1962,6.50506127312113,48.4534,1067611,"Africa"
"Costa Rica",1962,7.49303490889661,65.92772,1432583,"Americas"
"Cote d'Ivoire",1962,6.34175209965098,45.11772,3740503,"Africa"
"Denmark",1962,9.44274108564094,72.2828,4649179,"Europe"
"Dominican Republic",1962,6.88365590901606,59.5654,3521276,"Americas"
"Ecuador",1962,6.71109380881373,58.33056,4812892,"Americas"
"Egypt",1962,6.12146087418205,48.76364,28560741,"Africa"
"El Salvador",1962,7.36378469653288,55.57068,2927861,"Americas"
"Finland",1962,8.98527713875115,68.6156,4494623,"Europe"
"France",1962,9.01374928022523,70.7956,47121575,"Europe"
"Gabon",1962,7.70827953607361,46.7012,509806,"Africa"
"Ghana",1962,5.6534150585286,51.70424,7085463,"Africa"
"Greece",1962,8.23434249279274,70.93584,8412059,"Europe"
"Guatemala",1962,6.88853248200786,46.31756,4356579,"Americas"
"Honduras",1962,6.6300312874525,52.2336,2139208,"Americas"
"Hungary",1962,7.05427951067077,68.0104,10064667,"Europe"
"Iceland",1962,9.26226501851901,73.6716,182640,"Europe"
"India",1962,5.22326340477951,42.57776,468054145,"Asia"
"Indonesia",1962,5.33054083144,50.03808,92558006,"Asia"
"Israel",1962,8.79148653267773,69.2256,2264304,"Asia"
"Italy",1962,8.79937872915992,69.1896,50458277,"Europe"
"Japan",1962,9.12230919979033,68.8392,94263646,"Asia"
"Kenya",1962,5.51181892609969,52.91272,8628973,"Africa"
"Lesotho",1962,5.01036369454977,53.52096,881910,"Africa"
"Liberia",1962,6.39958565076851,43.02364,1170267,"Africa"
"Madagascar",1962,6.00874473715412,45.90436,5352674,"Africa"
"Malawi",1962,4.62493879701945,38.9344,3784444,"Africa"
"Malaysia",1962,6.77051814388194,61.65836,8710678,"Asia"
"Mauritania",1962,6.01907407866788,49.5978,909172,"Africa"
"Mexico",1962,7.83646380155972,59.56904,40649590,"Americas"
"Morocco",1962,6.50963074973043,53.35916,13100843,"Africa"
"Nepal",1962,4.9364319207766,44.28348,10377061,"Asia"
"Netherlands",1962,9.09694685487164,73.314,11735896,"Europe"
"Nicaragua",1962,7.19937829619987,51.28396,1886560,"Americas"
"Niger",1962,5.8334625555748,41.563,3596613,"Africa"
"Nigeria",1962,5.63230342518839,48.669,47117859,"Africa"
"Norway",1962,9.35018306326497,73.3188,3638791,"Europe"
"Oman",1962,7.02173961983577,46.9906,578825,"Asia"
"Pakistan",1962,5.28717564444007,48.39012,47122931,"Asia"
"Panama",1962,7.56878349087945,64.62788,1202372,"Americas"
"Paraguay",1962,6.52530210239863,67.00592,2005337,"Americas"
"Peru",1962,7.50052920457712,47.6978,10650672,"Americas"
"Philippines",1962,6.5738302255337,61.38912,28081234,"Asia"
"Portugal",1962,7.87273811993277,64.5832,8917020,"Europe"
"Rwanda",1962,5.41919208070402,44.04132,3050596,"Africa"
"Senegal",1962,6.39347947719104,44.82332,3356421,"Africa"
"Sierra Leone",1962,5.43927503810187,41.37216,2239581,"Africa"
"Singapore",1962,7.78708226579332,66.40808,1742472,"Asia"
"South Africa",1962,7.73624353470295,53.742,18322335,"Africa"
"Spain",1962,8.40736697869287,69.3204,31122390,"Europe"
"Sri Lanka",1962,5.63711814465389,61.43724,10366190,"Asia"
"Sudan",1962,5.67138787316741,52.61696,7981797,"Africa"
"Sweden",1962,9.42462907457749,73.202,7576192,"Europe"
"Thailand",1962,5.83566903616239,59.94404,29081037,"Asia"
"Togo",1962,5.30674486273428,46.14288,1612758,"Africa"
"Trinidad and Tobago",1962,8.24267653779307,64.24296,880019,"Americas"
"Turkey",1962,7.38153106593676,50.11556,28909985,"Europe"
"United Kingdom",1962,9.23538352799707,70.752,53146634,"Europe"
"United States",1962,9.57683993559944,70.0252,191860710,"Americas"
"Uruguay",1962,8.32195452100046,68.01572,2603887,"Americas"
"Venezuela",1962,8.63944422800735,62.73884,8790590,"Americas"
"Zambia",1962,6.23469508802868,53.47604,3240664,"Africa"
"Zimbabwe",1962,5.97364607101627,54.80488,4006262,"Africa"
"Algeria",1963,7.02856996343275,52.86624,11985130,"Africa"
"Argentina",1963,8.50839793065669,65.01086,21621845,"Americas"
"Australia",1963,9.18493318184358,71.1534,10892700,"Oceania"
"Austria",1963,9.01639882734207,69.8334,7199962,"Europe"
"Bangladesh",1963,5.56425177469245,46.3052,52532595,"Asia"
"Belgium",1963,9.04381101439241,70.0858,9323467,"Europe"
"Benin",1963,5.54987290664804,42.8882,2543335,"Africa"
"Bolivia",1963,6.86673364828591,47.5811,3913397,"Americas"
"Botswana",1963,5.57976639475154,56.98126,564316,"Africa"
"Brazil",1963,7.344806075557,57.8411,79368453,"Americas"
"Burkina Faso",1963,4.84599230017389,40.7533,5027818,"Africa"
"Burundi",1963,4.68062593177247,42.97362,2950903,"Africa"
"Cameroon",1963,6.16390901566646,48.11042,5719135,"Africa"
"Canada",1963,9.2389630079955,71.267,19007305,"Americas"
"Central African Republic",1963,5.82456750027282,43.40272,1585765,"Africa"
"Chad",1963,5.52268040997938,47.63134,3184775,"Africa"
"Chile",1963,7.5919779604036,59.80736,8237555,"Americas"
"China",1963,4.35500693287929,49.619432,677332765,"Asia"
"Colombia",1963,7.12432769399269,62.70142,18033548,"Americas"
"Congo, Dem. Rep.",1963,5.83387559498275,46.29838,16461914,"Africa"
"Congo, Rep.",1963,6.43723929898717,48.9936,1096502,"Africa"
"Costa Rica",1963,7.50495653059209,66.55388,1484512,"Americas"
"Cote d'Ivoire",1963,6.43750350631137,45.92588,3889859,"Africa"
"Denmark",1963,9.44121381931657,72.3712,4686155,"Europe"
"Dominican Republic",1963,6.91401796535924,60.4211,3638628,"Americas"
"Ecuador",1963,6.71945709616669,58.96574,4953735,"Americas"
"Egypt",1963,6.18217852650772,49.24906,29322709,"Africa"
"El Salvador",1963,7.37382017659842,56.28272,3015885,"Americas"
"Finland",1963,9.01053030029335,69.0224,4522727,"Europe"
"France",1963,9.05181680145037,70.6524,47781535,"Europe"
"Gabon",1963,7.76077130687195,47.4028,516270,"Africa"
"Ghana",1963,5.66633575422029,52.22046,7303432,"Africa"
"Greece",1963,8.32717985434012,71.27386,8452617,"Europe"
"Guatemala",1963,6.95251851929961,46.90174,4476923,"Americas"
"Honduras",1963,6.63211822542425,53.0014,2211144,"Americas"
"Hungary",1963,7.1071123882494,69.0316,10099999,"Europe"
"Iceland",1963,9.34235021037395,72.9714,186056,"Europe"
"India",1963,5.26091698402718,43.32404,477729958,"Asia"
"Indonesia",1963,5.28284368829669,50.91532,95055669,"Asia"
"Israel",1963,8.85628223207446,69.5059,2355929,"Asia"
"Italy",1963,8.84666349878763,69.2984,50872976,"Europe"
"Japan",1963,9.19347193479679,69.9218,95227653,"Asia"
"Kenya",1963,5.56409038460798,53.65438,8908425,"Africa"
"Lesotho",1963,5.09274759529831,53.99234,898342,"Africa"
"Liberia",1963,6.39754174102007,43.57756,1196588,"Africa"
"Madagascar",1963,5.97504229683904,46.49994,5486593,"Africa"
"Malawi",1963,4.58680534223361,39.1576,3872124,"Africa"
"Malaysia",1963,6.8087300125213,62.22544,8999247,"Asia"
"Mauritania",1963,5.97074896084156,50.3482,936014,"Africa"
"Mexico",1963,7.88323486739605,60.06466,41939880,"Americas"
"Morocco",1963,6.52993860330695,53.88564,13488517,"Africa"
"Nepal",1963,4.93633693910292,44.80492,10544586,"Asia"
"Netherlands",1963,9.11906671037968,73.436,11896942,"Europe"
"Nicaragua",1963,7.26425706603008,52.00934,1943591,"Americas"
"Niger",1963,5.89393043509863,41.769,3703159,"Africa"
"Nigeria",1963,5.69279786681628,49.342,48128460,"Africa"
"Norway",1963,9.37977350875702,72.9552,3666690,"Europe"
"Oman",1963,7.04136896472049,47.8534,593504,"Asia"
"Pakistan",1963,5.34558598899782,49.21948,48312888,"Asia"
"Panama",1963,7.62051299437008,65.17352,1238824,"Americas"
"Paraguay",1963,6.53674820120668,67.25118,2058916,"Americas"
"Peru",1963,7.50802923050969,48.1677,10961539,"Americas"
"Philippines",1963,6.60927131438977,61.75748,29016770,"Asia"
"Portugal",1963,7.92577916855867,65.2178,8924221,"Europe"
"Rwanda",1963,5.28575469762908,44.34228,3102968,"Africa"
"Senegal",1963,6.3842246935722,44.98978,3450418,"Africa"
"Sierra Leone",1963,5.43982156075545,41.84714,2269890,"Africa"
"Singapore",1963,7.84700853844402,66.67832,1790682,"Asia"
"South Africa",1963,7.78189119519108,54.2135,18809939,"Africa"
"Spain",1963,8.49023178957382,69.4716,31479529,"Europe"
"Sri Lanka",1963,5.64875159753355,61.89996,10608672,"Asia"
"Sudan",1963,5.61875587142665,53.11334,8223613,"Africa"
"Sweden",1963,9.47090087140642,73.388,7627722,"Europe"
"Thailand",1963,5.88219083933574,60.48666,29967043,"Asia"
"Togo",1963,5.34454731711813,46.88652,1631763,"Africa"
"Trinidad and Tobago",1963,8.28788120159276,64.65734,892571,"Americas"
"Turkey",1963,7.4436404651749,50.93674,29597047,"Europe"
"United Kingdom",1963,9.26669973071217,70.658,53537821,"Europe"
"United States",1963,9.60550777761131,69.8508,194513911,"Americas"
"Uruguay",1963,8.31173622501177,68.16038,2635128,"Americas"
"Venezuela",1963,8.64118272878807,63.36486,9130346,"Americas"
"Zambia",1963,6.23677891483382,54.01316,3342894,"Africa"
"Zimbabwe",1963,6.0011871188577,55.21552,4140804,"Africa"
"Algeria",1964,7.06503582366832,53.43892,12295973,"Africa"
"Argentina",1964,8.5896001203445,65.08088,21953926,"Americas"
"Australia",1964,9.23319172658855,70.8172,11114995,"Oceania"
"Austria",1964,9.06917471419337,70.3272,7249855,"Europe"
"Bangladesh",1964,5.63929510207719,46.7626,54129390,"Asia"
"Belgium",1964,9.10159998999974,70.7564,9383443,"Europe"
"Benin",1964,5.59887719499237,43.4716,2586362,"Africa"
"Bolivia",1964,6.89102548198147,47.9918,3990855,"Americas"
"Botswana",1964,5.61920503940759,57.43908,579560,"Africa"
"Brazil",1964,7.34962673401222,58.3118,81751802,"Americas"
"Burkina Faso",1964,4.85241790205949,41.3514,5098892,"Africa"
"Burundi",1964,4.72367731498116,43.30596,3011957,"Africa"
"Cameroon",1964,6.17588549675878,48.66836,5850454,"Africa"
"Canada",1964,9.28495173904828,71.646,19349346,"Americas"
"Central African Republic",1964,5.82595212274838,43.99976,1616515,"Africa"
"Chad",1964,5.47569400109149,48.10272,3247798,"Africa"
"Chile",1964,7.59404249066753,60.31888,8423614,"Americas"
"China",1964,4.47881358306397,50.988016,690932043,"Asia"
"Colombia",1964,7.15874523596126,63.24536,18581972,"Americas"
"Congo, Dem. Rep.",1964,5.7822646782995,46.64404,16903899,"Africa"
"Congo, Rep.",1964,6.44761188781847,49.4928,1126602,"Africa"
"Costa Rica",1964,7.51188912433432,67.16904,1537035,"Americas"
"Cote d'Ivoire",1964,6.55991983812326,46.71104,4049675,"Africa"
"Denmark",1964,9.52187282219424,72.4496,4723496,"Europe"
"Dominican Republic",1964,6.94739311474307,61.2638,3757962,"Americas"
"Ecuador",1964,6.76487372760285,59.54792,5099470,"Americas"
"Egypt",1964,6.23469503000596,49.71148,30094082,"Africa"
"El Salvador",1964,7.43122586022786,56.94676,3106186,"Americas"
"Finland",1964,9.05602793410013,69.2292,4546343,"Europe"
"France",1964,9.10174333297815,71.6192,48402900,"Europe"
"Gabon",1964,7.79826054153548,48.2134,523793,"Africa"
"Ghana",1964,5.66006301918609,52.71568,7513286,"Africa"
"Greece",1964,8.40290395286164,71.56188,8492232,"Europe"
"Guatemala",1964,6.97072186214733,47.49592,4600846,"Americas"
"Honduras",1964,6.65295572789541,53.7522,2282764,"Americas"
"Hungary",1964,7.14988530580772,69.5328,10135688,"Europe"
"Iceland",1964,9.41912368688141,73.5612,189276,"Europe"
"India",1964,5.31198180442995,44.07932,487690114,"Asia"
"Indonesia",1964,5.291639088407,51.77956,97638027,"Asia"
"Israel",1964,8.89310138340908,69.7802,2443297,"Asia"
"Italy",1964,8.86603007729627,70.3472,51289904,"Europe"
"Japan",1964,9.29349047499981,70.3944,96253064,"Asia"
"Kenya",1964,5.5803202750331,54.37004,9200158,"Africa"
"Lesotho",1964,5.15309043149129,54.38572,915473,"Africa"
"Liberia",1964,6.42287542780189,44.18548,1224094,"Africa"
"Madagascar",1964,5.98932190052938,47.09352,5625401,"Africa"
"Malawi",1964,4.58863797079764,39.3788,3963424,"Africa"
"Malaysia",1964,6.8293913985309,62.77452,9287442,"Asia"
"Mauritania",1964,6.18691360127147,51.0666,963746,"Africa"
"Mexico",1964,7.96518283234751,60.51128,43264267,"Americas"
"Morocco",1964,6.51524658876813,54.41212,13871988,"Africa"
"Nepal",1964,4.98957566666632,45.32636,10719988,"Asia"
"Netherlands",1964,9.18519211095133,73.818,12057475,"Europe"
"Nicaragua",1964,7.33981067827433,52.73772,2002119,"Americas"
"Niger",1964,5.86541782291101,41.969,3811813,"Africa"
"Nigeria",1964,5.71916985863768,49.994,49169819,"Africa"
"Norway",1964,9.42110155480575,73.4516,3694987,"Europe"
"Oman",1964,7.01680453217463,48.7022,608889,"Asia"
"Pakistan",1964,5.39327737595896,49.99884,49555472,"Asia"
"Panama",1964,7.63558270487381,65.70216,1276274,"Americas"
"Paraguay",1964,6.54824691698873,67.47144,2114095,"Americas"
"Peru",1964,7.54302185162982,48.6216,11281015,"Americas"
"Philippines",1964,6.61106265920228,62.12384,29962877,"Asia"
"Portugal",1964,7.98642072555561,65.4424,8915539,"Europe"
"Rwanda",1964,5.12255638027169,44.62524,3161719,"Africa"
"Senegal",1964,6.39381449279883,45.11324,3547939,"Africa"
"Sierra Leone",1964,5.48792823828282,42.35012,2301023,"Africa"
"Singapore",1964,7.82674717303079,66.89156,1836087,"Asia"
"South Africa",1964,7.83458117501755,54.688,19308166,"Africa"
"Spain",1964,8.53201887424523,70.1928,31838485,"Europe"
"Sri Lanka",1964,5.65718922614937,62.39768,10858780,"Asia"
"Sudan",1964,5.58366843043408,53.60472,8475765,"Africa"
"Sweden",1964,9.5294183256818,73.554,7682603,"Europe"
"Thailand",1964,5.91779564904712,60.98828,30881332,"Asia"
"Togo",1964,5.46042323124629,47.62616,1662072,"Africa"
"Trinidad and Tobago",1964,8.35193194944972,64.96672,903272,"Americas"
"Turkey",1964,7.47285451842288,51.75292,30292969,"Europe"
"United Kingdom",1964,9.30935184535278,71.444,53920055,"Europe"
"United States",1964,9.6479976508005,70.1364,197028908,"Americas"
"Uruguay",1964,8.3244365925364,68.26404,2665387,"Americas"
"Venezuela",1964,8.71113778426217,63.98188,9476255,"Americas"
"Zambia",1964,6.32162935023402,54.54328,3449266,"Africa"
"Zimbabwe",1964,5.95710446118361,55.61716,4279561,"Africa"
"Algeria",1965,7.10251234581373,53.9996,12626953,"Africa"
"Argentina",1965,8.6751557219862,65.1669,22283389,"Americas"
"Australia",1965,9.27172652963293,71.151,11368011,"Oceania"
"Austria",1965,9.09688727710663,70.121,7298794,"Europe"
"Bangladesh",1965,5.62500370132546,47.06,55835020,"Asia"
"Belgium",1965,9.12750596036258,70.607,9440279,"Europe"
"Benin",1965,5.63439986223012,44.072,2632360,"Africa"
"Bolivia",1965,6.92302520989778,48.4005,4070590,"Americas"
"Botswana",1965,5.64818185318037,57.9109,595741,"Africa"
"Brazil",1965,7.35125357811051,58.7665,84130061,"Americas"
"Burkina Faso",1965,4.87244546856423,41.9495,5174869,"Africa"
"Burundi",1965,4.7442418519164,43.6213,3079034,"Africa"
"Cameroon",1965,6.17265191970814,49.2273,5987671,"Africa"
"Canada",1965,9.33110616456474,71.745,19693538,"Americas"
"Central African Republic",1965,5.81559056754355,44.6318,1648830,"Africa"
"Chad",1965,5.46044336013161,48.5931,3310921,"Africa"
"Chile",1965,7.5749854146153,60.8564,8612074,"Americas"
"China",1965,4.60654448420754,53.26108,706590947,"Asia"
