clave,titulo,artista,genero,anio,agregado,bpm,energia,baile,deciBeles,vivo,val,duracion,acustica,palabra,pop,pais
772,I Love You 3000,Stephanie Poetri,indonesian pop,2019,31/12/1969,90,38,65,-8,39,41,210,91,4,79,indonesia
994,I Love You 3000,Stephanie Poetri,indonesian pop,2019,31/12/1969,90,38,65,-8,39,41,210,91,4,79,malasya
790,I Love You but I'm Letting Go,Pamungkas,indonesian indie,2018,31/12/1969,80,32,39,-9,11,13,220,97,3,71,indonesia
42,I Saw Mommy Kissing Santa Claus,The Jackson 5,adult standards,1970,31/12/1969,129,71,58,-8,82,61,181,26,5,84,world
239,I Saw Mommy Kissing Santa Claus,The Jackson 5,adult standards,1970,31/12/1969,129,71,58,-8,82,61,181,26,5,84,belgium
386,I Saw Mommy Kissing Santa Claus,The Jackson 5,adult standards,1970,31/12/1969,129,71,58,-8,82,61,181,26,5,84,canada
633,I Saw Mommy Kissing Santa Claus,The Jackson 5,adult standards,1970,31/12/1969,129,71,58,-8,82,61,181,26,5,84,usa
983,I.F.L.Y.,Bazzi,pop,2019,31/12/1969,105,52,81,-5,13,55,166,38,4,87,malasya
731,Ik Tera,Maninder Buttar,desi pop,2019,31/12/1969,93,71,83,-5,11,49,161,10,7,68,india
85,I'll Be Home for Christmas,Michael Bublé,adult standards,2011,31/12/1969,82,11,25,-14,16,15,268,94,3,78,africa
396,I'll Be Home for Christmas,Michael Bublé,adult standards,2011,31/12/1969,82,11,25,-14,16,15,268,94,3,78,canada
542,Imaginaste - Remix,Jhay Cortez,latin,2019,31/12/1969,90,71,85,-5,34,60,247,4,9,79,chile
444,In der Weihnachtsbäckerei,Rolf Zuckowski,german pop,1987,31/12/1969,146,45,82,-9,20,92,173,49,4,72,germany
117,Indeciso,Reik,latin,2019,31/12/1969,95,75,74,-5,11,90,217,18,5,90,argentina
266,Indeciso,Reik,latin,2019,31/12/1969,95,75,74,-5,11,90,217,18,5,90,bolivia
463,Indeciso,Reik,latin,2019,31/12/1969,95,75,74,-5,11,90,217,18,5,90,colombia
563,Indeciso,Reik,latin,2019,31/12/1969,95,75,74,-5,11,90,217,18,5,90,spain
544,Infeliz,Arcangel,latin,2019,31/12/1969,176,80,71,-3,25,72,221,37,22,74,chile
979,Into the Unknown,Idina Menzel,hollywood,2019,31/12/1969,145,41,32,-9,14,27,195,85,4,88,malasya
317,Invocada (Participação especial de Léo Santana) - Ao vivo,Ludmilla,baile pop,2019,31/12/1969,135,86,78,-4,93,70,157,48,5,82,brazil
41,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,world
81,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,africa
181,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,australia
238,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,belgium
385,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,canada
422,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,germany
531,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,chile
581,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,spain
632,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,usa
871,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,italy
990,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,31/12/1969,93,22,33,-11,34,36,207,88,3,84,malasya
27,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,1999,31/12/1969,113,28,73,-12,12,72,156,76,6,88,world
70,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,1999,31/12/1969,113,28,73,-12,12,72,156,76,6,88,africa
226,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,1999,31/12/1969,113,28,73,-12,12,72,156,76,6,88,belgium
369,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,1999,31/12/1969,113,28,73,-12,12,72,156,76,6,88,canada
621,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,1999,31/12/1969,113,28,73,-12,12,72,156,76,6,88,usa
16,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,world
59,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,africa
162,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,australia
214,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,belgium
356,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,canada
411,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,germany
609,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,usa
862,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,italy
973,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,31/12/1969,202,60,24,-8,12,78,152,77,4,92,malasya
759,It's You,Ali Gatie,canadian hip hop,2019,31/12/1969,96,46,73,-7,19,40,213,37,3,90,indonesia
975,It's You,Ali Gatie,canadian hip hop,2019,31/12/1969,96,46,73,-7,19,40,213,37,3,90,malasya
729,"Jai Jai Shivshankar (From ""War"")",Vishal Dadlani,desi pop,2019,31/12/1969,129,90,83,-5,7,53,231,26,8,68,india
680,Jamais,Mister V,french hip hop,2019,31/12/1969,150,67,64,-7,11,79,192,43,9,75,france
94,Jerusalem,Master KG,kwaito house,2019,31/12/1969,124,47,88,-7,6,84,343,2,5,51,africa
15,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,world
58,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,africa
164,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,australia
215,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,belgium
261,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,bolivia
357,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,canada
410,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,germany
511,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,chile
608,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,usa
860,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,italy
972,Jingle Bell Rock,Bobby Helms,adult standards,1992,31/12/1969,120,42,75,-8,7,81,131,64,4,92,malasya
28,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,31/12/1969,129,84,67,-4,11,84,126,61,3,88,world
72,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,31/12/1969,129,84,67,-4,11,84,126,61,3,88,africa
169,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,31/12/1969,129,84,67,-4,11,84,126,61,3,88,australia
228,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,31/12/1969,129,84,67,-4,11,84,126,61,3,88,belgium
368,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,31/12/1969,129,84,67,-4,11,84,126,61,3,88,canada
416,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,31/12/1969,129,84,67,-4,11,84,126,61,3,88,germany
193,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,adult standards,2011,31/12/1969,123,58,71,-6,14,83,162,70,6,75,australia
399,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,adult standards,2011,31/12/1969,123,58,71,-6,14,83,162,70,6,75,canada
387,Joy To The World,Nat King Cole,adult standards,1962,31/12/1969,102,34,55,-10,11,66,85,82,3,84,canada
634,Joy To The World,Nat King Cole,adult standards,1962,31/12/1969,102,34,55,-10,11,66,85,82,3,84,usa
743,"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,desi pop,2019,31/12/1969,138,46,39,-7,11,15,235,45,4,62,india
733,Kalank (Title Track),Arijit Singh,desi pop,2019,31/12/1969,118,55,57,-8,9,44,311,52,4,68,india
449,KARMA,Nimo,german hip hop,2019,31/12/1969,160,64,69,-6,33,53,255,14,8,59,germany
791,Kartonyono Medot Janji,Denny Caknan,NA,2019,31/12/1969,130,78,73,-6,21,75,262,31,3,71,indonesia
448,KEIN SCHLAF,Nimo,german hip hop,2019,31/12/1969,174,70,61,-6,12,43,200,31,17,61,germany
442,Keine Liebe,RIN,german cloud rap,2019,31/12/1969,104,80,80,-5,31,57,198,13,4,72,germany
793,Kenangan Manis,Pamungkas,indonesian indie,2018,31/12/1969,140,68,60,-7,9,72,208,5,3,69,indonesia
786,Kumau Dia,Andmesh,indonesian pop,2019,31/12/1969,158,51,47,-9,32,60,256,16,3,73,indonesia
495,La Burrita,Los Corraleros De Majagual,cumbia,2012,31/12/1969,127,63,86,-5,8,95,157,46,10,51,colombia
545,La Cama,Lunay,latin,2019,31/12/1969,174,90,70,-3,18,82,189,20,6,74,chile
596,La Cama,Lunay,latin,2019,31/12/1969,174,90,70,-3,18,82,189,20,6,74,spain
107,LA CANCIÓN,J Balvin,latin,2019,31/12/1969,176,65,75,-6,11,43,243,15,32,93,argentina
258,LA CANCIÓN,J Balvin,latin,2019,31/12/1969,176,65,75,-6,11,43,243,15,32,93,bolivia
457,LA CANCIÓN,J Balvin,latin,2019,31/12/1969,176,65,75,-6,11,43,243,15,32,93,colombia
508,LA CANCIÓN,J Balvin,latin,2019,31/12/1969,176,65,75,-6,11,43,243,15,32,93,chile
150,La Cola,Los Palmeras,argentine rock,2016,31/12/1969,93,79,78,-5,12,87,169,36,6,63,argentina
300,La Difícil,Camilo,colombian pop,2019,31/12/1969,65,36,68,-7,16,55,159,67,11,71,bolivia
485,La Noche,Joe Arroyo,cumbia,1999,31/12/1969,106,68,73,-5,6,83,264,25,4,55,colombia
590,La Rubia - Remix 2,La Nueva Escuela,dembow,2019,31/12/1969,110,72,76,-4,38,75,211,32,13,77,spain
676,La vie qu'on mène,Ninho,french hip hop,2019,31/12/1969,113,76,80,-4,11,46,193,69,4,76,france
90,Labantwana Ama Uber,Semi Tee,amapiano,2019,31/12/1969,112,62,87,-10,5,53,384,4,8,52,africa
813,Lalala,Y2K,pop rap,2019,31/12/1969,130,39,84,-8,14,50,161,18,8,93,israel
750,"Lamborghini (From ""Jai Mummy Di"")",Meet Bros.,desi pop,2019,31/12/1969,NA,NA,NA,NA,NA,NA,247,NA,NA,48,india
499,Las Caleñas,Pastor Lopez Y Su Combo,cumbia,2010,31/12/1969,204,74,55,-7,8,94,212,34,10,48,colombia
491,Las Cuatro Fiestas,Diomedes Diaz,cumbia,2006,31/12/1969,131,92,51,-5,15,97,275,16,26,54,colombia
38,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,world
78,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,africa
178,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,australia
235,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,belgium
286,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,bolivia
380,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,canada
420,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,germany
575,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,spain
629,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,usa
662,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,france
868,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,italy
907,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,japan
989,Last Christmas,Wham!,new wave pop,1984,31/12/1969,108,48,74,-12,36,95,263,19,3,85,malasya
776,Lebih Dari Egoku,Mawar De Jongh,indonesian pop,2019,31/12/1969,80,39,67,-8,10,33,249,74,3,77,indonesia
321,Lençol Dobrado,João Gustavo e Murilo,funk carioca,2018,31/12/1969,125,66,71,-5,33,67,179,36,4,81,brazil
23,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,world
66,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,africa
222,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,belgium
364,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,canada
619,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,usa
660,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,31/12/1969,134,24,45,-14,18,70,117,91,4,89,france
19,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,world
62,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,africa
165,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,australia
218,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,belgium
360,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,canada
613,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,usa
863,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,31/12/1969,142,26,65,-13,36,84,155,90,6,91,italy
306,Liberdade Provisória,Henrique & Juliano,sertanejo universitario,2019,31/12/1969,108,68,67,-6,92,70,188,63,5,84,brazil
375,Like It's Christmas,Jonas Brothers,boy band,2019,31/12/1969,146,57,73,-6,5,61,201,2,10,87,canada
627,Like It's Christmas,Jonas Brothers,boy band,2019,31/12/1969,146,57,73,-6,5,61,201,2,10,87,usa
184,Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,1964,31/12/1969,131,55,60,-9,5,97,119,11,3,83,australia
639,Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,1964,31/12/1969,131,55,60,-9,5,97,119,11,3,83,usa
770,Location Unknown <U+25D0> - Brooklyn Session,HONNE,uk pop,2019,31/12/1969,92,29,51,-7,8,40,328,94,4,80,indonesia
291,Loco,Beéle,NA,2019,31/12/1969,105,56,82,-6,5,77,204,16,17,82,bolivia
478,Loco,Beéle,NA,2019,31/12/1969,105,56,82,-6,5,77,204,16,17,82,colombia
673,Loin de moi,Naza,francoton,2019,31/12/1969,97,46,89,-8,6,50,144,64,24,77,france
490,Loquito por Ti,Armando Hernandez,chicha,2012,31/12/1969,107,76,79,-4,5,86,287,41,12,54,colombia
95,Lorch,Kabza De Small,afro house,2019,31/12/1969,113,68,91,-10,7,41,375,17,6,50,africa
483,Los sabanales,Calixto Ochoa,cumbia,1971,31/12/1969,124,70,80,-6,3,78,162,10,4,58,colombia
754,Lose You To Love Me,Selena Gomez,dance pop,2019,31/12/1969,102,34,51,-9,21,9,206,58,4,97,indonesia
959,Lose You To Love Me,Selena Gomez,dance pop,2019,31/12/1969,102,34,51,-9,21,9,206,58,4,97,malasya
100,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",Mfr Souls,afro house,2019,31/12/1969,115,68,82,-8,6,68,353,5,5,37,africa
982,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,pop,2019,31/12/1969,205,60,45,-7,9,42,221,43,6,88,malasya
775,lowkey,NIKI,indie r&b,2019,31/12/1969,118,49,75,-8,9,23,171,43,6,78,indonesia
757,Lucid Dreams,Juice WRLD,chicago rap,2018,31/12/1969,84,57,51,-7,34,22,240,35,20,94,indonesia
812,Lucid Dreams,Juice WRLD,chicago rap,2018,31/12/1969,84,57,51,-7,34,22,240,35,20,94,israel
965,Lucid Dreams,Juice WRLD,chicago rap,2018,31/12/1969,84,57,51,-7,34,22,240,35,20,94,malasya
882,m12ano - feat. Mara Sattei,tha Supreme,trap italiana,2019,31/12/1969,65,51,58,-6,8,48,188,4,4,78,italy
899,m8nstar,tha Supreme,trap italiana,2019,31/12/1969,165,76,58,-6,11,44,165,5,4,73,italy
679,Ma belle,Moha La Squale,french hip hop,2019,31/12/1969,82,66,74,-6,9,47,158,76,6,76,france
692,Ma vie,Dadju,francoton,2019,31/12/1969,201,50,51,-8,16,32,209,12,8,68,france
940,Machigaisagashi,Masaki Suda,anime rock,2019,31/12/1969,156,64,53,-6,39,44,224,52,4,53,japan
718,Makhna,Tanishk Bagchi,desi pop,2019,31/12/1969,125,70,70,-8,16,43,183,17,4,73,india
682,Maman ne le sait pas (feat. Niska),Ninho,french hip hop,2019,31/12/1969,145,88,76,-6,12,39,203,40,19,75,france
546,Mami,Paloma Mami,latin pop,2019,31/12/1969,95,72,80,-6,17,51,195,15,5,73,chile
686,Marie,Koba LaD,french hip hop,2019,31/12/1969,132,75,78,-6,12,68,195,12,4,74,france
194,Mary's Boy Child / Oh My Lord,Boney M.,disco,2017,31/12/1969,113,72,78,-9,20,93,241,28,4,75,australia
674,Mayday (feat. Ninho),SCH,french hip hop,2019,31/12/1969,152,60,61,-8,9,25,210,61,36,77,france
142,Me Vas a Extrañar - En Vivo,Damas Gratis,cumbia villera,2018,31/12/1969,88,81,42,-5,70,64,239,32,4,71,argentina
761,Mean It,Lauv,pop,2019,31/12/1969,96,45,75,-9,17,34,233,4,9,89,indonesia
978,Mean It,Lauv,pop,2019,31/12/1969,96,45,75,-9,17,34,233,4,9,89,malasya
685,Méchant,Niska,french hip hop,2019,31/12/1969,98,80,53,-4,37,41,191,33,34,74,france
642,Mele Kalikimaka (Merry Christmas),Bing Crosby,adult standards,1945,31/12/1969,202,22,50,-12,28,62,175,65,9,82,usa
3,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,world
53,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,africa
154,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,australia
203,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,belgium
653,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,france
701,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,india
752,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,indonesia
803,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,israel
852,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,italy
952,Memories,Maroon 5,pop,2019,31/12/1969,91,32,76,-7,8,57,189,84,5,99,malasya
320,menina solta,Giulia Be,pop nacional,2019,31/12/1969,92,56,63,-7,16,67,150,33,8,82,brazil
738,"Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon,desi pop,2019,31/12/1969,136,64,38,-6,22,65,193,56,4,64,india
50,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,world
88,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,africa
198,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,australia
249,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,belgium
400,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,canada
446,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,31/12/1969,102,71,76,-10,8,96,224,16,3,69,germany
437,Merry Xmas Everybody,Slade,album rock,1973,31/12/1969,130,80,41,-3,18,47,223,22,4,79,germany
344,"Mil Anos - Recorded At Mosh Studios, São Paulo",Jorge & Mateus,sertanejo,2019,31/12/1969,135,70,62,-8,8,45,189,29,7,74,brazil
997,Mimpi (feat. Alif),K-Clique,malaysian indie,2019,31/12/1969,150,73,83,-7,10,87,253,53,29,66,malasya
18,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,world
60,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,africa
163,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,australia
217,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,belgium
359,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,canada
409,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,germany
611,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,usa
861,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,italy
970,Mistletoe,Justin Bieber,canadian pop,2011,31/12/1969,162,56,66,-9,8,85,183,50,5,92,malasya
393,Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,1957,31/12/1969,110,10,61,-14,8,34,136,80,4,81,canada
643,Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,1957,31/12/1969,110,10,61,-14,8,34,136,80,4,81,usa
440,Mit Dir,Loredana,kosovan pop,2019,31/12/1969,196,53,75,-6,6,64,158,16,34,75,germany
693,Mortel,Koba LaD,french hip hop,2019,31/12/1969,154,69,58,-6,10,66,204,15,46,67,france
667,Moulaga,Heuss L'enfoiré,french hip hop,2019,31/12/1969,125,70,71,-5,10,48,180,33,10,79,france
748,"Mummy Nu Pasand (From ""Jai Mummy Di"")",Sunanda Sharma,desi pop,2019,31/12/1969,94,97,78,0,35,80,185,1,11,57,india
744,"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,desi pop,2019,31/12/1969,120,91,80,-3,39,54,176,2,9,61,india
710,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,31/12/1969,105,49,72,-6,9,38,171,2,3,91,india
815,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,31/12/1969,105,49,72,-6,9,38,171,2,3,91,israel
974,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,31/12/1969,105,49,72,-6,9,38,171,2,3,91,malasya
43,My Only Wish (This Year),Britney Spears,dance pop,2019,31/12/1969,147,73,67,-7,20,68,255,23,3,84,world
240,My Only Wish (This Year),Britney Spears,dance pop,2019,31/12/1969,147,73,67,-7,20,68,255,23,3,84,belgium
423,My Only Wish (This Year),Britney Spears,dance pop,2019,31/12/1969,147,73,67,-7,20,68,255,23,3,84,germany
735,"Naah Goriye (From ""Bala"")",B Praak,desi pop,2019,31/12/1969,100,77,82,-2,6,72,185,46,6,67,india
91,Nana Thula,Kabza De Small,afro house,2019,31/12/1969,114,52,77,-14,4,59,439,0,5,52,africa
548,"Navidad, Navidad",Luis Miguel,bolero,2006,31/12/1969,173,84,52,-4,16,75,155,36,15,69,chile
245,Ne reviens pas,Gradur,french hip hop,2019,31/12/1969,125,78,93,-3,17,93,189,21,6,78,belgium
670,Ne reviens pas,Gradur,french hip hop,2019,31/12/1969,125,78,93,-3,17,93,189,21,6,78,france
820,Never Go Back,Dennis Lloyd,israeli pop,2019,31/12/1969,79,65,42,-5,11,73,175,1,40,76,israel
187,Never Seen The Rain,Tones and I,australian pop,2019,31/12/1969,92,46,67,-6,28,27,201,43,4,81,australia
819,Nevermind,Dennis Lloyd,israeli pop,2017,31/12/1969,100,69,60,-8,41,8,157,16,20,81,israel
145,No Dijeron Nada,Oscu,trap argentino,2019,31/12/1969,115,71,70,-5,51,91,187,8,5,68,argentina
976,No Idea,Don Toliver,rap,2019,31/12/1969,128,61,66,-5,22,35,154,56,10,90,malasya
121,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,argentina
272,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,bolivia
469,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,colombia
520,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,chile
571,No Me Conoce - Remix,Jhay Cortez,latin,2019,31/12/1969,92,79,81,-4,9,58,309,14,7,88,spain
143,No Te Creas Tan Importante - En Vivo,Damas Gratis,cumbia villera,2018,31/12/1969,175,76,30,-5,88,67,240,20,4,70,argentina
538,No Te Debí Besar,C. Tangana,trap espanol,2019,31/12/1969,75,68,67,-6,18,62,183,13,32,82,chile
890,Non Avere Paura,Tommaso Paradiso,italian arena pop,2019,31/12/1969,105,68,57,-6,11,24,247,43,4,77,italy
297,Nunca Es Suficiente,Los Angeles Azules,grupera,2018,31/12/1969,94,50,80,-6,9,80,266,39,4,78,bolivia
439,Nur zur Info,Ufo361,german cloud rap,2019,31/12/1969,89,37,73,-12,11,23,142,17,44,75,germany
796,Nyaman,Andmesh,indonesian pop,2019,31/12/1969,83,31,54,-11,15,46,227,82,3,65,indonesia
746,"O Saki Saki (From ""Batla House"")",Neha Kakkar,desi pop,2019,31/12/1969,108,96,74,0,36,57,191,16,7,60,india
